problem,cleared,virtual_time_s,mean_time_s,program_time_s,complete,stations_visited,measure,clear,failed_clear,fallback,move_s,switch_s,measure_s,optical_s,laser_s,candidate_evaluations,deferred_targets,forced_targets,opportunistic_measures,safe_clear_points,seed,total,ratio,experiment,provenance,normal_exit
4,10,10606.821570477723,1060.6821570477723,0.13913650000176858,True,37,436,10,0,0,7980.821570477725,396.0,2180.0,30.0,20.0,0,0,0,0,10,200,10,1.0,q4_spacing_900,LOCAL_SYNTHETIC,True
4,12,10907.917057807725,908.9930881506438,0.1659908000001451,True,37,375,12,0,0,8650.917057807728,322.0,1875.0,36.0,24.0,0,0,0,0,12,201,12,1.0,q4_spacing_900,LOCAL_SYNTHETIC,True
4,11,11474.449654172548,1043.1317867429589,0.4911878999992041,True,37,396,24,13,2,9049.449654172555,351.0,1980.0,72.0,22.0,0,0,0,0,9,202,11,1.0,q4_spacing_900,LOCAL_SYNTHETIC,True
4,12,11012.217266425116,917.684772202093,0.17044449999229982,True,37,365,12,0,0,8807.217266425123,320.0,1825.0,36.0,24.0,0,0,0,0,12,203,12,1.0,q4_spacing_900,LOCAL_SYNTHETIC,True
4,15,11303.978410655793,753.5985607103862,0.20065899999463,True,37,266,15,0,1,9686.978410655796,212.0,1330.0,45.0,30.0,0,0,0,0,14,204,15,1.0,q4_spacing_900,LOCAL_SYNTHETIC,True
4,13,11623.710507768565,894.1315775206588,0.2268495000025723,True,37,382,22,9,1,9286.710507768572,335.0,1910.0,66.0,26.0,0,0,0,0,12,205,13,1.0,q4_spacing_900,LOCAL_SYNTHETIC,True
4,13,10655.781464473886,819.675497267222,0.16627679999510292,True,37,332,13,0,0,8644.781464473894,286.0,1660.0,39.0,26.0,0,0,0,0,13,206,13,1.0,q4_spacing_900,LOCAL_SYNTHETIC,True
4,10,10627.613029478383,1062.7613029478384,0.20625339999969583,True,37,441,11,1,1,7971.613029478387,398.0,2205.0,33.0,20.0,0,0,0,0,9,207,10,1.0,q4_spacing_900,LOCAL_SYNTHETIC,True
4,16,10014.516098397986,625.9072561498741,0.20208930000080727,True,30,255,16,0,0,8448.51609839799,211.0,1275.0,48.0,32.0,0,0,0,0,16,208,16,1.0,q4_spacing_900,LOCAL_SYNTHETIC,True
4,14,10558.085898586654,754.1489927561896,0.40200950000144076,True,37,347,25,11,2,8420.085898586662,300.0,1735.0,75.0,28.0,0,0,0,0,12,209,14,1.0,q4_spacing_900,LOCAL_SYNTHETIC,True
4,11,11281.269554477343,1025.5699594979403,0.15323820000048727,True,37,416,11,0,0,8776.269554477347,370.0,2080.0,33.0,22.0,0,0,0,0,11,210,11,1.0,q4_spacing_900,LOCAL_SYNTHETIC,True
4,11,11339.20143060476,1030.836493691342,0.36000570000032894,True,37,402,35,24,2,8848.201430604768,354.0,2010.0,105.0,22.0,0,0,0,0,9,211,11,1.0,q4_spacing_900,LOCAL_SYNTHETIC,True
4,10,11322.360085971613,1132.2360085971613,0.31654849999176804,True,37,431,23,13,1,8697.36008597162,381.0,2155.0,69.0,20.0,0,0,0,0,9,212,10,1.0,q4_spacing_900,LOCAL_SYNTHETIC,True
4,11,11382.807379705537,1034.8006708823216,0.15291590000560973,True,37,398,11,0,0,8986.80737970554,351.0,1990.0,33.0,22.0,0,0,0,0,11,213,11,1.0,q4_spacing_900,LOCAL_SYNTHETIC,True
4,10,12559.366227863697,1255.9366227863698,0.48079659999348223,True,37,425,53,43,2,9879.366227863708,376.0,2125.0,159.0,20.0,0,0,0,0,8,214,10,1.0,q4_spacing_900,LOCAL_SYNTHETIC,True
4,16,6215.540911782837,388.4713069864273,0.4480242999998154,True,14,193,25,9,2,4974.540911782837,169.0,965.0,75.0,32.0,0,0,0,0,14,215,16,1.0,q4_spacing_900,LOCAL_SYNTHETIC,True
4,16,6173.134568363044,385.82091052269027,0.3212764000054449,True,12,154,22,6,1,5182.134568363043,123.0,770.0,66.0,32.0,0,0,0,0,15,216,16,1.0,q4_spacing_900,LOCAL_SYNTHETIC,True
4,15,11753.819460419725,783.5879640279817,0.19476660000509582,True,37,297,15,0,0,9947.819460419732,246.0,1485.0,45.0,30.0,0,0,0,0,15,217,15,1.0,q4_spacing_900,LOCAL_SYNTHETIC,True
4,14,11183.971354706202,798.8550967647287,0.16918719999375753,True,37,360,14,0,0,8999.971354706206,314.0,1800.0,42.0,28.0,0,0,0,0,14,218,14,1.0,q4_spacing_900,LOCAL_SYNTHETIC,True
4,11,11480.257529173574,1043.6597753794158,0.3244730000005802,True,37,420,19,8,1,8931.257529173581,370.0,2100.0,57.0,22.0,0,0,0,0,10,219,11,1.0,q4_spacing_900,LOCAL_SYNTHETIC,True
