problem,cleared,virtual_time_s,mean_time_s,program_time_s,complete,stations_visited,measure,clear,failed_clear,fallback,move_s,switch_s,measure_s,optical_s,laser_s,candidate_evaluations,deferred_targets,forced_targets,opportunistic_measures,safe_clear_points,seed,total,ratio,experiment,provenance,normal_exit
4,15,10832.19530427014,722.1463536180094,0.42134069999156054,True,31,285,78,63,2,8903.195304270143,240.0,1425.0,234.0,30.0,0,0,0,0,13,100,15,1.0,q4_minus_r1000,LOCAL_SYNTHETIC,True
4,12,9760.563466948555,813.3802889123796,0.27680330000293907,True,31,385,53,41,1,7300.563466948557,352.0,1925.0,159.0,24.0,0,0,0,0,11,101,12,1.0,q4_minus_r1000,LOCAL_SYNTHETIC,True
4,13,9840.076497745067,756.9289613650052,0.2885911999910604,True,31,351,20,7,1,7688.076497745065,311.0,1755.0,60.0,26.0,0,0,0,0,12,102,13,1.0,q4_minus_r1000,LOCAL_SYNTHETIC,True
4,13,10328.317066858914,794.4859282199164,1.0423339999979362,True,31,331,99,86,6,8061.317066858915,289.0,1655.0,297.0,26.0,0,0,0,0,7,103,13,1.0,q4_minus_r1000,LOCAL_SYNTHETIC,True
4,14,9993.088270121876,713.7920192944197,0.6064889000117546,True,31,314,79,65,4,7890.088270121874,268.0,1570.0,237.0,28.0,0,0,0,0,10,104,14,1.0,q4_minus_r1000,LOCAL_SYNTHETIC,True
4,11,9619.663309331454,874.5148463028595,0.10750369999732357,True,31,370,11,0,0,7386.663309331457,328.0,1850.0,33.0,22.0,0,0,0,0,11,105,11,1.0,q4_minus_r1000,LOCAL_SYNTHETIC,True
4,13,10134.084517255746,779.5449628658266,0.5251978000014788,True,31,347,32,19,3,7971.0845172557465,306.0,1735.0,96.0,26.0,0,0,0,0,10,106,13,1.0,q4_minus_r1000,LOCAL_SYNTHETIC,True
4,10,9796.85129228222,979.685129228222,0.2663727999897674,True,31,400,14,4,1,7378.851292282222,356.0,2000.0,42.0,20.0,0,0,0,0,9,107,10,1.0,q4_minus_r1000,LOCAL_SYNTHETIC,True
4,10,10350.301323792659,1035.030132379266,0.3677430999960052,True,31,423,57,47,2,7664.301323792663,380.0,2115.0,171.0,20.0,0,0,0,0,8,108,10,1.0,q4_minus_r1000,LOCAL_SYNTHETIC,True
4,13,9625.49742238763,740.4228786452023,0.4646804000076372,True,31,345,29,16,2,7483.497422387636,304.0,1725.0,87.0,26.0,0,0,0,0,11,109,13,1.0,q4_minus_r1000,LOCAL_SYNTHETIC,True
4,14,10256.61739650086,732.61552832149,0.5013499000051524,True,31,305,24,10,3,8371.617396500862,260.0,1525.0,72.0,28.0,0,0,0,0,11,110,14,1.0,q4_minus_r1000,LOCAL_SYNTHETIC,True
4,13,10183.654038777055,783.3580029828504,0.6840503999992507,True,31,317,67,54,4,8094.6540387770565,277.0,1585.0,201.0,26.0,0,0,0,0,9,111,13,1.0,q4_minus_r1000,LOCAL_SYNTHETIC,True
4,11,10535.648149644667,957.7861954222425,0.6169085999863455,True,31,411,63,52,4,7897.6481496446895,372.0,2055.0,189.0,22.0,0,0,0,0,7,112,11,1.0,q4_minus_r1000,LOCAL_SYNTHETIC,True
4,12,10009.546460899637,834.1288717416364,0.40753709999262355,True,31,365,37,25,2,7724.546460899632,325.0,1825.0,111.0,24.0,0,0,0,0,10,113,12,1.0,q4_minus_r1000,LOCAL_SYNTHETIC,True
4,11,9695.919376931515,881.4472160846832,0.3907109000138007,True,31,389,22,11,2,7308.919376931513,354.0,1945.0,66.0,22.0,0,0,0,0,9,114,11,1.0,q4_minus_r1000,LOCAL_SYNTHETIC,True
4,14,10448.46891889789,746.3192084927065,0.375139499999932,True,31,323,83,69,3,8275.468918897888,281.0,1615.0,249.0,28.0,0,0,0,0,11,115,14,1.0,q4_minus_r1000,LOCAL_SYNTHETIC,True
4,11,9894.399239988745,899.4908399989768,0.46263430001272354,True,31,385,32,21,3,7510.399239988752,341.0,1925.0,96.0,22.0,0,0,0,0,8,116,11,1.0,q4_minus_r1000,LOCAL_SYNTHETIC,True
4,10,10236.921025483323,1023.6921025483323,0.3639394999918295,True,31,408,70,60,3,7597.921025483326,369.0,2040.0,210.0,20.0,0,0,0,0,7,117,10,1.0,q4_minus_r1000,LOCAL_SYNTHETIC,True
4,12,9748.477706996946,812.3731422497455,0.461711900003138,True,31,341,36,24,2,7611.477706996946,300.0,1705.0,108.0,24.0,0,0,0,0,10,118,12,1.0,q4_minus_r1000,LOCAL_SYNTHETIC,True
4,12,10252.796785055665,854.3997320879721,0.4372704999987036,True,31,358,36,24,2,8007.796785055667,323.0,1790.0,108.0,24.0,0,0,0,0,10,119,12,1.0,q4_minus_r1000,LOCAL_SYNTHETIC,True
