problem,cleared,virtual_time_s,mean_time_s,program_time_s,complete,stations_visited,measure,clear,failed_clear,fallback,strategy,seed,total,move_s,switch_s,measure_s,optical_s,laser_s,candidate_evaluations,deferred_targets,forced_targets,opportunistic_measures,safe_clear_points
4,14,10469.16259323282,747.7973280880586,0.27088979999825824,True,31,328,21,7,1,directional_route,310023,14,8454.162593232826,284.0,1640.0,63.0,28.0,0,0,0,0,0
4,14,10399.256048820193,742.8040034871566,0.4291444000118645,True,31,329,25,11,1,directional_safe,310023,14,8367.2560488202,284.0,1645.0,75.0,28.0,0,0,0,0,13
4,15,9937.397553052711,662.4931702035141,0.25780910000321455,True,31,271,15,0,0,baseline,310024,15,8281.397553052713,226.0,1355.0,45.0,30.0,,,,,
4,15,10601.545487902746,706.7696991935164,0.11244749999605119,True,31,271,106,91,1,directional,310024,15,8672.545487902746,226.0,1355.0,318.0,30.0,0,0,0,0,0
4,15,10019.401666111075,667.9601110740716,0.32652109999617096,True,31,268,34,19,1,directional_route,310024,15,8327.401666111082,220.0,1340.0,102.0,30.0,0,0,0,0,0
4,15,9728.682772179585,648.578851478639,0.49872730000060983,True,31,268,15,0,1,directional_safe,310024,15,8093.682772179591,220.0,1340.0,45.0,30.0,0,0,0,0,14
4,16,6485.587200701021,405.3492000438138,0.20611270000517834,True,14,189,16,0,0,baseline,310025,16,5299.587200701019,161.0,945.0,48.0,32.0,,,,,
4,16,5935.102439359376,370.943902459961,0.11849849999998696,True,14,187,16,0,0,directional,310025,16,4759.102439359374,161.0,935.0,48.0,32.0,0,0,0,0,0
4,16,5088.319032295778,318.0199395184861,0.3316461999929743,True,9,139,16,0,0,directional_route,310025,16,4198.319032295778,115.0,695.0,48.0,32.0,0,0,0,0,0
4,16,4990.594391876378,311.9121494922736,0.33246279999730177,True,9,136,16,0,0,directional_safe,310025,16,4115.594391876378,115.0,680.0,48.0,32.0,0,0,0,0,16
4,16,8586.331953337236,536.6457470835772,0.22791289999440778,True,19,193,31,15,1,baseline,310026,16,7341.33195333724,155.0,965.0,93.0,32.0,,,,,
4,16,6853.359012683312,428.334938292707,0.1254616999940481,True,12,172,45,29,2,directional,310026,16,5682.359012683311,144.0,860.0,135.0,32.0,0,0,0,0,0
4,16,6081.630985953982,380.1019366221239,0.34297649998916313,True,10,136,31,15,1,directional_route,310026,16,5169.63098595398,107.0,680.0,93.0,32.0,0,0,0,0,0
4,16,5825.6854393115655,364.10533995697284,0.5343304000125499,True,10,136,19,3,1,directional_safe,310026,16,4949.685439311564,107.0,680.0,57.0,32.0,0,0,0,0,15
4,11,9878.257435685813,898.0234032441648,0.14184640000166837,True,31,351,22,11,1,baseline,310027,11,7724.257435685815,311.0,1755.0,66.0,22.0,,,,,
4,11,9400.623254966751,854.6021140878864,0.08302029999322258,True,31,348,11,0,0,directional,310027,11,7294.623254966751,311.0,1740.0,33.0,22.0,0,0,0,0,0
4,11,10446.352317697023,949.6683925179112,0.23842410001088865,True,31,366,95,84,1,directional_route,310027,11,7981.352317697007,328.0,1830.0,285.0,22.0,0,0,0,0,0
4,11,9933.782790432526,903.0711627665933,0.39443349999783095,True,31,365,48,37,1,directional_safe,310027,11,7614.782790432524,328.0,1825.0,144.0,22.0,0,0,0,0,10
4,13,10815.201894458789,831.9386072660607,0.18606639999779873,True,31,378,13,0,0,baseline,310028,13,8528.201894458793,332.0,1890.0,39.0,26.0,,,,,
4,13,10666.07054576399,820.4669650587686,0.10786970000481233,True,31,379,13,0,0,directional,310028,13,8374.070545763994,332.0,1895.0,39.0,26.0,0,0,0,0,0
4,13,11259.546092510433,866.1189301931101,0.28821110000717454,True,31,378,13,0,0,directional_route,310028,13,8974.54609251043,330.0,1890.0,39.0,26.0,0,0,0,0,0
4,13,11260.99562865409,866.2304329733914,0.2851387000118848,True,31,379,13,0,0,directional_safe,310028,13,8970.995628654086,330.0,1895.0,39.0,26.0,0,0,0,0,13
4,15,11061.354288117598,737.4236192078399,0.17371859999548178,True,31,367,36,21,2,baseline,310029,15,8763.354288117598,325.0,1835.0,108.0,30.0,,,,,
4,15,10703.30023539635,713.5533490264232,0.11133220000192523,True,31,364,36,21,2,directional,310029,15,8420.30023539635,325.0,1820.0,108.0,30.0,0,0,0,0,0
4,15,9671.109524999938,644.7406349999959,0.2921820000046864,True,31,295,23,8,1,directional_route,310029,15,7846.1095249999435,251.0,1475.0,69.0,30.0,0,0,0,0,0
4,15,10278.541535494274,685.236102366285,0.33550950000062585,True,31,327,15,0,0,directional_safe,310029,15,8284.541535494278,284.0,1635.0,45.0,30.0,0,0,0,0,15
4,14,10805.337519371831,771.8098228122736,0.1955143999948632,True,31,282,25,11,1,baseline,310030,14,9053.337519371828,239.0,1410.0,75.0,28.0,,,,,
4,14,12363.744044637946,883.1245746169961,0.09885509999003261,True,31,286,212,198,3,directional,310030,14,10030.74404463794,239.0,1430.0,636.0,28.0,0,0,0,0,0
4,14,12054.385919897779,861.0275657069842,0.3182502999989083,True,31,291,201,187,2,directional_route,310030,14,9725.38591989786,243.0,1455.0,603.0,28.0,0,0,0,0,0
4,14,11037.385738617771,788.3846956155551,0.709799699994619,True,31,295,92,78,2,directional_safe,310030,14,9015.385738617797,243.0,1475.0,276.0,28.0,0,0,0,0,12
4,14,10975.452112186955,783.9608651562111,0.18592319999879692,True,31,316,27,13,1,baseline,310031,14,9015.452112186955,271.0,1580.0,81.0,28.0,,,,,
4,14,10657.87203365378,761.276573832413,0.11335970000072848,True,31,312,27,13,1,directional,310031,14,8717.872033653777,271.0,1560.0,81.0,28.0,0,0,0,0,0
4,14,9775.483641765653,698.2488315546896,0.32281280000461265,True,31,278,28,14,1,directional_route,310031,14,8039.483641765653,234.0,1390.0,84.0,28.0,0,0,0,0,0
4,14,9571.34907868099,683.6677913343565,0.48214379999262746,True,31,277,21,7,1,directional_safe,310031,14,7861.349078680989,234.0,1385.0,63.0,28.0,0,0,0,0,13
4,15,10181.476728864056,678.7651152576037,0.2801739999995334,True,31,254,15,0,0,baseline,310032,15,8626.476728864054,210.0,1270.0,45.0,30.0,,,,,
