candidate_evaluations,clear,cleared,complete,coverage_checks,deferred_targets,error,failed_clear,fallback,forced_targets,kind,laser_s,mean_time_s,measure,measure_s,mode,move_s,normal_exit,ok,opportunistic_measures,optical_s,paper_measurements_selected,problem,program_time_s,route_replans,safe_clear_points,seed,skipped_known_measurements,small_region_probes,small_region_successes,station_replacements,stations_visited,switch_s,total,virtual_time_s
26,23,12,True,0,12,,11,2,0,random,24.0,531.9336981872053,272,1360.0,rings,4680.204378246463,True,True,0,69.0,0,4,0.43980789999477565,34,5,2500021,24,5,5,0,22,250.0,12,6383.204378246463
104,43,12,True,0,12,,31,1,0,random,24.0,571.0910336086819,303,1515.0,tight,4908.092403304184,True,True,0,129.0,0,4,0.3532322999963071,34,8,2500021,29,3,3,0,22,277.0,12,6853.092403304182
49,21,12,True,0,12,,9,1,0,random,24.0,542.0527305107585,305,1525.0,mixed,4611.6327661291025,True,True,0,63.0,1,4,0.31625630002235994,34,7,2500021,7,4,4,0,22,281.0,12,6504.632766129102
26,23,12,True,3,12,,11,2,0,random,24.0,531.9336981872053,272,1360.0,merge,4680.204378246463,True,True,0,69.0,0,4,0.5845495000248775,34,5,2500021,24,5,5,0,22,250.0,12,6383.204378246463
25,18,12,True,2,12,,6,1,0,random,24.0,550.849435856379,328,1640.0,baseline_merge,4589.193230276547,True,True,0,54.0,0,4,0.40543220000108704,37,7,2500021,19,5,4,0,25,303.0,12,6610.193230276548
0,12,10,True,0,10,,2,0,0,random,20.0,609.0737614210232,332,1660.0,baseline,4065.7376142102303,True,True,0,36.0,0,4,0.1031086000148207,35,5,2500022,14,7,5,0,25,309.0,10,6090.737614210231
109,10,10,True,0,10,,0,0,0,random,20.0,585.4783387227108,305,1525.0,rings,3997.78338722711,True,True,0,30.0,0,4,0.2007523000065703,32,6,2500022,37,4,4,0,22,282.0,10,5854.783387227108
109,10,10,True,0,10,,0,0,0,random,20.0,582.0163083143284,305,1525.0,tight,3963.163083143285,True,True,0,30.0,0,4,0.20408860000316054,32,6,2500022,37,4,4,0,22,282.0,10,5820.163083143284
44,11,10,True,0,10,,1,0,0,random,20.0,583.9853226864145,285,1425.0,mixed,4098.853226864145,True,True,0,33.0,1,4,0.13516330000129528,32,4,2500022,24,7,6,0,22,263.0,10,5839.853226864146
109,10,10,True,5,10,,0,0,0,random,20.0,585.4783387227108,305,1525.0,merge,3997.78338722711,True,True,0,30.0,0,4,0.4254820999922231,32,6,2500022,37,4,4,0,22,282.0,10,5854.783387227108
0,12,10,True,4,10,,2,0,0,random,20.0,609.0737614210232,332,1660.0,baseline_merge,4065.7376142102303,True,True,0,36.0,0,4,0.32727979999617673,35,5,2500022,14,7,5,0,25,309.0,10,6090.737614210231
61,121,12,True,0,12,,109,2,0,random,24.0,628.8051647118225,313,1565.0,baseline,5306.661976541872,True,True,0,363.0,1,4,0.3698081999900751,37,8,2500023,52,4,2,0,25,287.0,12,7545.66197654187
78,12,12,True,0,12,,0,0,0,random,24.0,512.2730488892142,285,1425.0,rings,4400.276586670574,True,True,0,36.0,1,4,0.21149810001952574,34,8,2500023,66,4,4,0,22,262.0,12,6147.276586670571
113,13,12,True,0,12,,1,0,0,random,24.0,513.5373833606518,288,1440.0,tight,4397.448600327823,True,True,0,39.0,2,4,0.26626950001809746,34,9,2500023,66,4,3,0,22,262.0,12,6162.448600327822
58,26,12,True,0,12,,14,1,0,random,24.0,508.26028734177663,276,1380.0,mixed,4365.1234481013225,True,True,0,78.0,1,4,0.33243209999636747,34,7,2500023,34,5,4,0,22,252.0,12,6099.12344810132
78,12,12,True,4,12,,0,0,0,random,24.0,512.2730488892142,285,1425.0,merge,4400.276586670574,True,True,0,36.0,1,4,0.3487850000092294,34,8,2500023,66,4,4,0,22,262.0,12,6147.276586670571
61,121,12,True,2,12,,109,2,0,random,24.0,628.8051647118225,313,1565.0,baseline_merge,5306.661976541872,True,True,0,363.0,1,4,0.42025270001613535,37,8,2500023,52,4,2,0,25,287.0,12,7545.66197654187
71,25,12,True,0,12,,13,1,0,random,24.0,505.9897148882003,278,1390.0,baseline,4331.876578658403,True,True,0,75.0,1,4,0.3660929000179749,37,7,2500024,30,5,4,0,25,251.0,12,6071.876578658404
68,23,12,True,0,12,,11,1,0,random,24.0,492.22954385486395,255,1275.0,rings,4307.754526258367,True,True,0,69.0,0,4,0.3114878000051249,34,6,2500024,39,6,5,0,22,231.0,12,5906.754526258367
68,24,12,True,0,12,,12,1,0,random,24.0,489.9589982074222,255,1275.0,tight,4277.507978489066,True,True,0,72.0,0,4,0.3221149000164587,34,6,2500024,39,6,5,0,22,231.0,12,5879.507978489067
52,13,12,True,0,12,,1,1,0,random,24.0,505.6884963356647,266,1330.0,mixed,4434.2619560279745,True,True,0,39.0,0,4,0.28793779999250546,34,3,2500024,55,8,8,0,22,241.0,12,6068.261956027976
68,23,12,True,6,12,,11,1,0,random,24.0,492.22954385486395,255,1275.0,merge,4307.754526258367,True,True,0,69.0,0,4,0.5306152999983169,34,6,2500024,39,6,5,0,22,231.0,12,5906.754526258367
70,26,12,True,4,12,,14,1,0,random,24.0,510.07301608332295,280,1400.0,baseline_merge,4365.8761929998755,True,True,0,78.0,1,4,0.5569794999901205,37,8,2500024,30,5,3,1,25,253.0,12,6120.8761929998755
121,17,16,True,0,16,,1,0,0,random,32.0,398.6435871779704,293,1465.0,baseline,4567.297394847528,True,True,0,51.0,1,4,0.2784961999859661,40,10,2500025,69,7,6,0,24,263.0,16,6378.297394847526
64,16,16,True,0,16,,0,0,0,random,32.0,351.4451976243047,187,935.0,rings,4442.123161988875,True,True,0,48.0,0,4,0.19959209999069571,36,9,2500025,44,7,7,0,20,166.0,16,5623.123161988875
194,31,16,True,0,16,,15,1,0,random,32.0,375.42079634713485,197,985.0,tight,4729.732741554156,True,True,0,93.0,1,4,0.47426160000031814,35,9,2500025,41,6,6,0,19,167.0,16,6006.732741554158
52,17,16,True,0,16,,1,0,0,random,32.0,370.14413919329894,213,1065.0,mixed,4581.306227092781,True,True,0,51.0,2,4,0.220602899993537,36,10,2500025,23,7,6,0,20,193.0,16,5922.306227092783
64,16,16,True,6,16,,0,0,0,random,32.0,351.4451976243047,187,935.0,merge,4442.123161988875,True,True,0,48.0,0,4,0.4445924000174273,36,9,2500025,44,7,7,0,20,166.0,16,5623.123161988875
121,17,16,True,5,16,,1,0,0,random,32.0,398.6435871779704,293,1465.0,baseline_merge,4567.297394847528,True,True,0,51.0,1,4,0.5248909999791067,40,10,2500025,69,7,6,0,24,263.0,16,6378.297394847526
58,27,14,True,0,14,,13,2,0,random,28.0,456.7160233126521,254,1270.0,baseline,4791.024326377132,True,True,0,81.0,0,4,0.5226271999999881,39,8,2500026,64,4,4,0,25,224.0,14,6394.02432637713
67,17,14,True,0,14,,3,1,0,random,28.0,402.9161877288997,208,1040.0,rings,4336.826628204595,True,True,0,51.0,0,4,0.2814326999941841,36,11,2500026,40,4,2,0,22,185.0,14,5640.826628204595
54,35,14,True,0,14,,21,2,0,random,28.0,429.6732210532643,242,1210.0,tight,4456.4250947457,True,True,0,105.0,0,4,0.44555669999681413,36,8,2500026,63,5,4,0,22,216.0,14,6015.4250947457
88,27,14,True,0,14,,13,2,0,random,28.0,456.5249336517765,240,1200.0,mixed,4867.349071124869,True,True,0,81.0,0,4,0.5253450000018347,36,8,2500026,41,4,4,0,22,215.0,14,6391.349071124871
67,17,14,True,4,14,,3,1,0,random,28.0,402.9161877288997,208,1040.0,merge,4336.826628204595,True,True,0,51.0,0,4,0.4601360999804456,36,11,2500026,40,4,2,0,22,185.0,14,5640.826628204595
58,27,14,True,5,14,,13,2,0,random,28.0,456.7160233126521,254,1270.0,baseline_merge,4791.024326377132,True,True,0,81.0,0,4,0.6977987999853212,39,8,2500026,64,4,4,0,25,224.0,14,6394.02432637713
81,14,14,True,0,14,,0,0,0,random,28.0,432.6074804236687,283,1415.0,baseline,4318.5047259313615,True,True,0,42.0,1,4,0.2201556000218261,39,7,2500027,14,7,7,0,25,253.0,14,6056.5047259313615
64,14,14,True,0,14,,0,0,0,random,28.0,447.6007622389128,268,1340.0,rings,4610.41067134478,True,True,0,42.0,2,4,0.21655599999940023,36,6,2500027,77,8,8,0,22,246.0,14,6266.410671344779
67,15,14,True,0,14,,1,0,0,random,28.0,435.40472963946314,226,1130.0,tight,4689.666214952485,True,True,0,45.0,2,4,0.22924110002350062,36,9,2500027,48,6,5,0,22,203.0,14,6095.666214952484
67,24,14,True,0,14,,10,2,0,random,28.0,449.14325765645077,258,1290.0,mixed,4662.005607190307,True,True,0,72.0,0,4,0.5011535000230651,36,5,2500027,21,7,7,0,22,236.0,14,6288.005607190311
64,14,14,True,6,14,,0,0,0,random,28.0,447.6007622389128,268,1340.0,merge,4610.41067134478,True,True,0,42.0,2,4,0.5592888000246603,36,6,2500027,77,8,8,0,22,246.0,14,6266.410671344779
81,14,14,True,3,14,,0,0,0,random,28.0,432.6074804236687,283,1415.0,baseline_merge,4318.5047259313615,True,True,0,42.0,1,4,0.3237264000053983,39,7,2500027,14,7,7,0,25,253.0,14,6056.5047259313615
82,76,10,True,0,10,,66,1,0,random,20.0,678.9497359270316,338,1690.0,baseline,4538.4973592703145,True,True,0,228.0,0,4,0.23746129998471588,35,6,2500028,32,3,3,0,25,313.0,10,6789.497359270316
16,10,10,True,0,10,,0,0,0,random,20.0,600.539763029185,306,1530.0,rings,4143.397630291851,True,True,0,30.0,1,4,0.11442659999011084,32,6,2500028,34,4,4,0,22,282.0,10,6005.39763029185
2,10,10,True,0,10,,0,0,0,random,20.0,591.7845008868715,314,1570.0,tight,4005.8450088687136,True,True,0,30.0,1,4,0.10284219999448396,32,6,2500028,35,4,4,0,22,292.0,10,5917.845008868714
12,52,10,True,0,10,,42,2,0,random,20.0,637.0809999751862,302,1510.0,mixed,4405.809999751862,True,True,0,156.0,0,4,0.4000872999895364,32,4,2500028,17,4,4,0,22,279.0,10,6370.809999751862
16,10,10,True,4,10,,0,0,0,random,20.0,600.539763029185,306,1530.0,merge,4143.397630291851,True,True,0,30.0,1,4,0.29786829999648035,32,6,2500028,34,4,4,0,22,282.0,10,6005.39763029185
82,76,10,True,2,10,,66,1,0,random,20.0,678.9497359270316,338,1690.0,baseline_merge,4538.4973592703145,True,True,0,228.0,0,4,0.3536809000070207,35,6,2500028,32,3,3,0,25,313.0,10,6789.497359270316
100,12,12,True,0,12,,0,0,0,random,24.0,523.4633651495051,324,1620.0,baseline,4303.560381794065,True,True,0,36.0,1,4,0.23098019999451935,37,7,2500029,118,5,5,0,25,298.0,12,6281.560381794061
62,13,12,True,0,12,,1,0,0,random,24.0,501.50071392884,260,1300.0,rings,4417.008567146079,True,True,0,39.0,1,4,0.1956975000211969,34,9,2500029,43,4,3,0,22,238.0,12,6018.00856714608
67,12,12,True,0,12,,0,0,0,random,24.0,529.5098235049728,270,1350.0,tight,4700.117882059673,True,True,0,36.0,1,4,0.20685230000526644,34,9,2500029,40,3,3,0,22,244.0,12,6354.117882059673
39,24,12,True,0,12,,12,1,0,random,24.0,514.1956197214084,259,1295.0,mixed,4543.347436656899,True,True,0,72.0,0,4,0.31817809998756275,34,5,2500029,25,6,6,0,22,236.0,12,6170.347436656901
62,13,12,True,5,12,,1,0,0,random,24.0,501.50071392884,260,1300.0,merge,4417.008567146079,True,True,0,39.0,1,4,0.48309610001160763,34,9,2500029,43,4,3,0,22,238.0,12,6018.00856714608
100,12,12,True,3,12,,0,0,0,random,24.0,523.4633651495051,324,1620.0,baseline_merge,4303.560381794065,True,True,0,36.0,1,4,0.36012169998139143,37,7,2500029,118,5,5,0,25,298.0,12,6281.560381794061
14,25,14,True,0,14,,11,2,0,random,28.0,446.4225411863351,268,1340.0,baseline,4562.91557660869,True,True,0,75.0,0,4,0.44995270000072196,39,6,2500030,24,6,6,0,25,244.0,14,6249.9155766086915
0,24,14,True,0,14,,10,1,0,random,28.0,425.5884593766552,240,1200.0,rings,4438.238431273172,True,True,0,72.0,0,4,0.27321549999760464,36,6,2500030,39,8,7,0,22,220.0,14,5958.238431273173
40,95,14,True,0,14,,81,1,0,random,28.0,488.59641943911043,249,1245.0,tight,5055.349872147527,True,True,0,285.0,0,4,0.24261730001308024,36,8,2500030,20,6,5,0,22,227.0,14,6840.349872147546
138,16,14,True,0,14,,2,0,0,random,28.0,425.76403676170185,239,1195.0,mixed,4474.696514663824,True,True,0,48.0,2,4,0.29034400000819005,36,9,2500030,71,7,5,0,22,215.0,14,5960.696514663826
0,24,14,True,6,14,,10,1,0,random,28.0,425.5884593766552,240,1200.0,merge,4438.238431273172,True,True,0,72.0,0,4,0.5580186999868602,36,6,2500030,39,8,7,0,22,220.0,14,5958.238431273173
14,25,14,True,4,14,,11,2,0,random,28.0,446.4225411863351,268,1340.0,baseline_merge,4562.91557660869,True,True,0,75.0,0,4,0.6147708999924362,39,6,2500030,24,6,6,0,25,244.0,14,6249.9155766086915
87,12,11,True,0,11,,1,0,0,random,22.0,562.1953736696377,294,1470.0,baseline,4392.149110366014,True,True,0,36.0,1,4,0.20970899998792447,36,7,2500031,53,5,4,0,25,264.0,11,6184.149110366015
38,12,11,True,0,11,,1,0,0,random,22.0,549.0068630750642,272,1360.0,rings,4375.075493825706,True,True,0,36.0,2,4,0.16228859999682754,33,8,2500031,20,4,3,0,22,246.0,11,6039.075493825706
40,24,11,True,0,11,,13,2,0,random,22.0,588.4929888943608,301,1505.0,tight,4596.422877837969,True,True,0,72.0,0,4,0.4104558000108227,33,4,2500031,57,5,5,0,22,278.0,11,6473.422877837968
54,11,11,True,0,11,,0,0,0,random,22.0,571.3762061078253,297,1485.0,mixed,4470.1382671860765,True,True,0,33.0,0,4,0.1498487000062596,33,7,2500031,14,4,4,0,22,275.0,11,6285.138267186078
38,12,11,True,5,11,,1,0,0,random,22.0,549.0068630750642,272,1360.0,merge,4375.075493825706,True,True,0,36.0,2,4,0.4446719999832567,33,8,2500031,20,4,3,0,22,246.0,11,6039.075493825706
87,12,11,True,4,11,,1,0,0,random,22.0,562.1953736696377,294,1470.0,baseline_merge,4392.149110366014,True,True,0,36.0,1,4,0.36278920000768267,36,7,2500031,53,5,4,0,25,264.0,11,6184.149110366015
