candidate_evaluations,clear,cleared,complete,coverage_checks,deferred_targets,error,failed_clear,fallback,forced_targets,kind,laser_s,mean_time_s,measure,measure_s,mode,move_s,normal_exit,ok,opportunistic_measures,optical_s,paper_measurements_selected,problem,program_time_s,route_replans,safe_clear_points,seed,skipped_known_measurements,small_region_probes,small_region_successes,station_replacements,stations_visited,switch_s,total,virtual_time_s
26,16,14,True,0,14,,2,0,0,random,28.0,455.4784594429663,258,1290.0,cross22,4770.6984322015305,True,True,0,48.0,0,4,0.14097189999301918,36,7,2500026,93,9,7,0,22,240.0,14,6376.698432201529
31,14,14,True,0,14,,0,0,0,random,28.0,415.6030219686562,225,1125.0,cross,4416.442307561188,True,True,0,42.0,1,4,0.1599831999919843,35,6,2500027,49,8,8,0,21,207.0,14,5818.442307561187
31,14,14,True,0,14,,0,0,0,random,28.0,415.6030219686562,225,1125.0,bounded,4416.442307561188,True,True,0,42.0,1,4,0.15914319999865256,35,6,2500027,49,8,8,0,21,207.0,14,5818.442307561187
31,15,14,True,0,14,,1,0,0,random,28.0,435.8159457564514,236,1180.0,cross22,4631.42324059032,True,True,0,45.0,0,4,0.16333559999475256,36,5,2500027,64,10,9,0,22,217.0,14,6101.423240590319
38,10,10,True,0,10,,0,0,0,random,20.0,647.9140313256605,317,1585.0,cross,4550.140313256603,True,True,0,30.0,0,4,0.10869619998265989,31,5,2500028,33,5,5,0,21,294.0,10,6479.140313256605
38,10,10,True,0,10,,0,0,0,random,20.0,647.9140313256605,317,1585.0,bounded,4550.140313256603,True,True,0,30.0,0,4,0.10785589998704381,31,5,2500028,33,5,5,0,21,294.0,10,6479.140313256605
46,10,10,True,0,10,,0,0,0,random,20.0,624.8615955944964,301,1505.0,cross22,4415.615955944964,True,True,0,30.0,1,4,0.14259730000048876,32,5,2500028,28,5,5,0,22,278.0,10,6248.615955944964
0,12,12,True,0,12,,0,0,0,random,24.0,489.019112782666,253,1265.0,cross,4309.22935339199,True,True,0,36.0,0,4,0.10323040001094341,33,5,2500029,39,7,7,0,21,234.0,12,5868.229353391992
0,12,12,True,0,12,,0,0,0,random,24.0,489.019112782666,253,1265.0,bounded,4309.22935339199,True,True,0,36.0,0,4,0.09785270001157187,33,5,2500029,39,7,7,0,21,234.0,12,5868.229353391992
26,15,12,True,0,12,,3,0,0,random,24.0,503.4854309577199,267,1335.0,cross22,4389.825171492639,True,True,0,45.0,0,4,0.12085800000932068,34,4,2500029,78,11,8,0,22,248.0,12,6041.825171492639
15,17,14,True,0,14,,3,0,0,random,28.0,448.53369453224684,239,1195.0,cross,4783.471723451456,True,True,0,51.0,0,4,0.13120039997738786,35,5,2500030,43,12,9,0,21,222.0,14,6279.471723451456
15,17,14,True,0,14,,3,0,0,random,28.0,448.53369453224684,239,1195.0,bounded,4783.471723451456,True,True,0,51.0,0,4,0.12956370000028983,35,5,2500030,43,12,9,0,21,222.0,14,6279.471723451456
18,17,14,True,0,14,,3,0,0,random,28.0,380.250533912884,226,1130.0,cross22,3906.507474780376,True,True,0,51.0,1,4,0.1476404000131879,36,7,2500030,54,10,7,0,22,208.0,14,5323.5074747803765
26,11,11,True,0,11,,0,0,0,random,22.0,523.5405810422276,271,1355.0,cross,4095.9463914645025,True,True,0,33.0,1,4,0.11593709999579005,32,4,2500031,26,7,7,0,21,253.0,11,5758.946391464504
0,11,11,True,0,11,,0,0,0,random,22.0,532.4044903189407,272,1360.0,bounded,4187.449393508347,True,True,0,33.0,0,4,0.09502920001978055,32,4,2500031,43,7,7,0,21,254.0,11,5856.449393508348
24,12,11,True,0,11,,1,0,0,random,22.0,532.751709982492,277,1385.0,cross22,4159.268809807413,True,True,0,36.0,0,4,0.10994209998170845,33,6,2500031,63,6,5,0,22,258.0,11,5860.268809807412
