candidate_evaluations,clear,cleared,complete,deferred_targets,error,failed_clear,fallback,forced_targets,kind,laser_s,max_step_time_error_s,mean_time_s,measure,measure_s,mode,move_s,normal_exit,ok,opportunistic_measures,optical_s,problem,program_time_s,safe_clear_points,seed,skipped_known_measurements,stations_visited,switch_s,total,virtual_time_s
385,14,14,True,14,,0,0,0,random,28.0,0.0,257.0763912892016,121,605.0,free,2817.0694780488225,True,True,5,42.0,3,0.21787839999888092,13,2200022,0,7,107.0,14,3599.069478048822
364,14,14,True,14,,0,0,0,random,28.0,0.0,253.24554805999168,115,575.0,tour,2796.437672839884,True,True,10,42.0,3,0.21927440000581555,13,2200022,0,7,104.0,14,3545.4376728398834
385,14,14,True,14,,0,0,0,random,28.0,0.0,256.64781986063014,120,600.0,select,2817.0694780488225,True,True,4,42.0,3,0.21856740000657737,13,2200022,1,7,106.0,14,3593.069478048822
364,14,14,True,14,,0,0,0,random,28.0,0.0,252.31697663142023,113,565.0,tour_select,2796.437672839884,True,True,8,42.0,3,0.21954819999518804,13,2200022,2,7,101.0,14,3532.4376728398834
364,14,14,True,14,,0,0,0,random,28.0,0.0,252.31697663142023,113,565.0,priced,2796.437672839884,True,True,8,42.0,3,0.22466949999216013,13,2200022,2,7,101.0,14,3532.4376728398834
328,12,12,True,12,,0,0,2,random,24.0,0.0,374.1344113962303,120,600.0,baseline,3722.612936754763,True,True,3,36.0,3,0.18668060001800768,12,2200023,0,7,107.0,12,4489.612936754764
306,12,12,True,12,,0,0,2,random,24.0,0.0,336.4395747193559,119,595.0,free,3275.2748966322697,True,True,3,36.0,3,0.17671339999651536,12,2200023,0,7,107.0,12,4037.2748966322706
284,12,12,True,12,,0,0,1,random,24.0,4.547473508864641e-13,302.6467028358849,117,585.0,tour,2879.760434030618,True,True,2,36.0,3,0.1732979999796953,12,2200023,0,7,107.0,12,3631.760434030619
306,12,12,True,12,,0,0,2,random,24.0,0.0,335.4395747193559,117,585.0,select,3275.2748966322697,True,True,1,36.0,3,0.17811720000463538,12,2200023,2,7,105.0,12,4025.2748966322706
284,12,12,True,12,,0,0,1,random,24.0,4.547473508864641e-13,302.6467028358849,117,585.0,tour_select,2879.760434030618,True,True,2,36.0,3,0.17678600002545863,12,2200023,0,7,107.0,12,3631.760434030619
284,12,12,True,12,,0,0,1,random,24.0,4.547473508864641e-13,302.6467028358849,117,585.0,priced,2879.760434030618,True,True,2,36.0,3,0.18070289999013767,12,2200023,0,7,107.0,12,3631.760434030619
241,10,10,True,10,,0,0,3,random,20.0,0.0,348.31967100228593,121,605.0,baseline,2716.196710022859,True,True,7,30.0,3,0.16145880002295598,10,2200024,0,7,112.0,10,3483.1967100228594
241,10,10,True,10,,0,0,1,random,20.0,0.0,348.31967100228593,121,605.0,free,2716.196710022859,True,True,7,30.0,3,0.16798989998642355,10,2200024,0,7,112.0,10,3483.1967100228594
241,10,10,True,10,,0,0,1,random,20.0,0.0,348.31967100228593,121,605.0,tour,2716.196710022859,True,True,7,30.0,3,0.16807079999125563,10,2200024,0,7,112.0,10,3483.1967100228594
241,10,10,True,10,,0,0,1,random,20.0,0.0,348.31967100228593,121,605.0,select,2716.196710022859,True,True,7,30.0,3,0.16651350000756793,10,2200024,0,7,112.0,10,3483.1967100228594
241,10,10,True,10,,0,0,1,random,20.0,0.0,348.31967100228593,121,605.0,tour_select,2716.196710022859,True,True,7,30.0,3,0.16621480000321753,10,2200024,0,7,112.0,10,3483.1967100228594
241,10,10,True,10,,0,0,1,random,20.0,0.0,348.31967100228593,121,605.0,priced,2716.196710022859,True,True,7,30.0,3,0.1697336999932304,10,2200024,0,7,112.0,10,3483.1967100228594
248,11,11,True,11,,0,0,4,random,22.0,0.0,392.0417551126175,120,600.0,baseline,3544.459306238793,True,True,15,33.0,3,0.16383530001621693,11,2200025,0,7,113.0,11,4312.459306238793
207,11,11,True,11,,0,0,1,random,22.0,0.0,283.46212039945755,118,590.0,free,2360.083324394032,True,True,14,33.0,3,0.15654100000392646,11,2200025,0,7,113.0,11,3118.0833243940333
249,11,11,True,11,,0,0,0,random,22.0,0.0,275.75149804158076,116,580.0,tour,2288.266478457388,True,True,17,33.0,3,0.16872729998431168,11,2200025,0,7,110.0,11,3033.266478457388
207,11,11,True,11,,0,0,1,random,22.0,0.0,282.3712113085485,116,580.0,select,2360.083324394032,True,True,12,33.0,3,0.16339339999831282,11,2200025,2,7,111.0,11,3106.0833243940333
249,11,11,True,11,,0,0,0,random,22.0,0.0,274.66058895067164,114,570.0,tour_select,2288.266478457388,True,True,15,33.0,3,0.1678702999779489,11,2200025,2,7,108.0,11,3021.266478457388
249,11,11,True,11,,0,0,0,random,22.0,0.0,274.66058895067164,114,570.0,priced,2288.266478457388,True,True,15,33.0,3,0.17414089999510907,11,2200025,2,7,108.0,11,3021.266478457388
331,13,13,True,13,,0,0,6,random,26.0,0.0,295.40477338079097,127,635.0,baseline,3024.2620539502823,True,True,20,39.0,3,0.19542309999815188,11,2200026,0,7,116.0,13,3840.2620539502823
297,13,13,True,13,,0,0,1,random,26.0,0.0,278.71307513691613,128,640.0,free,2798.26997677991,True,True,22,39.0,3,0.1920164000184741,11,2200026,0,7,120.0,13,3623.26997677991
297,13,13,True,13,,0,0,1,random,26.0,0.0,278.71307513691613,128,640.0,tour,2798.26997677991,True,True,22,39.0,3,0.20279850001679733,11,2200026,0,7,120.0,13,3623.26997677991
297,13,13,True,13,,0,0,1,random,26.0,0.0,275.02076744460845,120,600.0,select,2798.26997677991,True,True,14,39.0,3,0.19995249999919906,11,2200026,8,7,112.0,13,3575.26997677991
297,13,13,True,13,,0,0,1,random,26.0,0.0,275.02076744460845,120,600.0,tour_select,2798.26997677991,True,True,14,39.0,3,0.19623049997608177,11,2200026,8,7,112.0,13,3575.26997677991
297,13,13,True,13,,0,0,1,random,26.0,0.0,275.02076744460845,120,600.0,priced,2798.26997677991,True,True,14,39.0,3,0.20610720000695437,11,2200026,8,7,112.0,13,3575.26997677991
363,16,16,True,16,,0,0,6,random,32.0,1.1368683772161603e-13,273.7327138165862,128,640.0,baseline,3539.723421065381,True,True,15,48.0,3,0.22494449999067,14,2200027,0,7,120.0,16,4379.72342106538
375,16,16,True,16,,0,0,3,random,32.0,1.1368683772161603e-13,268.9716342303075,130,650.0,free,3452.5461476849187,True,True,15,48.0,3,0.23708600000827573,14,2200027,0,7,121.0,16,4303.54614768492
375,16,16,True,16,,0,0,1,random,32.0,4.547473508864641e-13,236.8488970629938,109,545.0,tour,3065.582353007901,True,True,14,48.0,3,0.2562519999919459,15,2200027,0,7,99.0,16,3789.582353007901
375,16,16,True,16,,0,0,3,random,32.0,1.1368683772161603e-13,267.8466342303075,127,635.0,select,3452.5461476849187,True,True,12,48.0,3,0.2310404000163544,14,2200027,3,7,118.0,16,4285.54614768492
375,16,16,True,16,,0,0,1,random,32.0,4.547473508864641e-13,235.7238970629938,106,530.0,tour_select,3065.582353007901,True,True,11,48.0,3,0.24475139999412932,15,2200027,3,7,96.0,16,3771.582353007901
375,16,16,True,16,,0,0,1,random,32.0,4.547473508864641e-13,235.7238970629938,106,530.0,priced,3065.582353007901,True,True,11,48.0,3,0.24950830001034774,15,2200027,3,7,96.0,16,3771.582353007901
371,16,16,True,16,,0,0,9,random,32.0,0.0,285.2143184449923,118,590.0,baseline,3784.4290951198736,True,True,30,48.0,3,0.23164089999045245,16,2200028,0,7,109.0,16,4563.429095119876
404,16,16,True,16,,0,0,3,random,32.0,0.0,279.2470046315193,123,615.0,free,3661.952074104309,True,True,32,48.0,3,0.2683995999977924,15,2200028,0,7,111.0,16,4467.952074104309
405,16,16,True,16,,0,0,1,random,32.0,0.0,241.1818110600642,115,575.0,tour,3098.908976961027,True,True,18,48.0,3,0.2696567000239156,16,2200028,0,7,105.0,16,3858.9089769610273
404,16,16,True,16,,0,0,3,random,32.0,0.0,275.8720046315193,114,570.0,select,3661.952074104309,True,True,23,48.0,3,0.26894009998068213,15,2200028,9,7,102.0,16,4413.952074104309
405,16,16,True,16,,0,0,1,random,32.0,0.0,238.9318110600642,109,545.0,tour_select,3098.908976961027,True,True,12,48.0,3,0.25025040001492016,16,2200028,6,7,99.0,16,3822.9089769610273
405,16,16,True,16,,0,0,1,random,32.0,0.0,238.9318110600642,109,545.0,priced,3098.908976961027,True,True,12,48.0,3,0.27919880000990815,16,2200028,6,7,99.0,16,3822.9089769610273
289,13,13,True,13,,0,0,5,random,26.0,0.0,331.9098503313729,120,600.0,baseline,3535.828054307848,True,True,15,39.0,3,0.18475619997479953,13,2200029,0,7,114.0,13,4314.828054307848
259,13,13,True,13,,0,0,1,random,26.0,0.0,276.1494356143486,116,580.0,free,2833.9426629865316,True,True,15,39.0,3,0.19254820002242923,13,2200029,0,7,111.0,13,3589.9426629865316
294,13,13,True,13,,0,0,0,random,26.0,0.0,267.78795489601526,130,650.0,tour,2643.243413648199,True,True,28,39.0,3,0.21408249999512918,12,2200029,0,7,123.0,13,3481.2434136481984
259,13,13,True,13,,0,0,1,random,26.0,0.0,274.7648202297332,113,565.0,select,2833.9426629865316,True,True,12,39.0,3,0.18824059999315068,13,2200029,3,7,108.0,13,3571.9426629865316
294,13,13,True,13,,0,0,0,random,26.0,0.0,265.48026258832294,125,625.0,tour_select,2643.243413648199,True,True,23,39.0,3,0.2158505999832414,12,2200029,5,7,118.0,13,3451.2434136481984
283,13,13,True,13,,0,0,1,random,26.0,2.2737367544323206e-13,274.7499979711149,117,585.0,priced,2811.749973624493,True,True,13,39.0,3,0.2142022000043653,12,2200029,2,7,110.0,13,3571.749973624494
430,15,15,True,15,,0,0,6,random,30.0,0.0,350.4922822246283,121,605.0,baseline,4471.384233369423,True,True,15,45.0,3,0.2868826999911107,15,2200030,0,7,106.0,15,5257.384233369425
377,15,15,True,15,,0,0,1,random,30.0,0.0,279.7332504573787,114,570.0,free,3449.998756860679,True,True,12,45.0,3,0.24205470000742935,15,2200030,0,7,101.0,15,4195.99875686068
354,15,15,True,15,,0,0,2,random,30.0,0.0,269.87196998999974,125,625.0,tour,3234.079549849997,True,True,20,45.0,3,0.2654053999867756,15,2200030,0,7,114.0,15,4048.079549849996
377,15,15,True,15,,0,0,1,random,30.0,0.0,277.7332504573787,109,545.0,select,3449.998756860679,True,True,7,45.0,3,0.2574839000008069,15,2200030,5,7,96.0,15,4165.99875686068
354,15,15,True,15,,0,0,2,random,30.0,0.0,269.07196998999973,123,615.0,tour_select,3234.079549849997,True,True,18,45.0,3,0.2854546000016853,15,2200030,2,7,112.0,15,4036.079549849996
354,15,15,True,15,,0,0,2,random,30.0,0.0,269.07196998999973,123,615.0,priced,3234.079549849997,True,True,18,45.0,3,0.2995550000050571,15,2200030,2,7,112.0,15,4036.079549849996
361,16,16,True,16,,0,0,6,random,32.0,0.0,262.47962015807707,118,590.0,baseline,3420.673922529232,True,True,17,48.0,3,0.24487959998077713,15,2200031,0,7,109.0,16,4199.673922529233
351,16,16,True,16,,0,0,3,random,32.0,0.0,230.60951431099323,116,580.0,free,2920.7522289758917,True,True,13,48.0,3,0.25214550000964664,15,2200031,0,7,109.0,16,3689.7522289758917
372,16,16,True,16,,0,0,0,random,32.0,0.0,205.65554963244077,108,540.0,tour,2571.488794119052,True,True,9,48.0,3,0.22509630001150072,15,2200031,0,6,99.0,16,3290.4887941190523
351,16,16,True,16,,0,0,3,random,32.0,0.0,229.10951431099323,112,560.0,select,2920.7522289758917,True,True,9,48.0,3,0.21955620002700016,15,2200031,4,7,105.0,16,3665.7522289758917
372,16,16,True,16,,0,0,0,random,32.0,0.0,204.90554963244077,106,530.0,tour_select,2571.488794119052,True,True,7,48.0,3,0.22987999999895692,15,2200031,2,6,97.0,16,3278.4887941190523
372,16,16,True,16,,0,0,0,random,32.0,0.0,204.90554963244077,106,530.0,priced,2571.488794119052,True,True,7,48.0,3,0.23178980001830496,15,2200031,2,6,97.0,16,3278.4887941190523
262,12,12,True,12,,0,0,4,random,24.0,0.0,347.0730199605144,118,590.0,baseline,3404.876239526174,True,True,18,36.0,3,0.16483540000626817,11,2200032,0,7,110.0,12,4164.876239526173
274,12,12,True,12,,0,0,0,random,24.0,0.0,313.55332005347657,122,610.0,free,2979.6398406417197,True,True,20,36.0,3,0.1757645000179764,11,2200032,0,7,113.0,12,3762.639840641719
274,12,12,True,12,,0,0,0,random,24.0,0.0,315.09168948785344,121,605.0,tour,3003.10027385424,True,True,24,36.0,3,0.18076630000723526,11,2200032,0,7,113.0,12,3781.100273854241
274,12,12,True,12,,0,0,0,random,24.0,0.0,312.05332005347657,119,595.0,select,2979.6398406417197,True,True,17,36.0,3,0.18491879999055527,11,2200032,3,7,110.0,12,3744.639840641719
274,12,12,True,12,,0,0,0,random,24.0,0.0,312.59168948785344,116,580.0,tour_select,3003.10027385424,True,True,19,36.0,3,0.18288969999412075,11,2200032,5,7,108.0,12,3751.100273854241
274,12,12,True,12,,0,0,0,random,24.0,0.0,312.59168948785344,116,580.0,priced,3003.10027385424,True,True,19,36.0,3,0.1934715999814216,11,2200032,5,7,108.0,12,3751.100273854241
385,16,16,True,16,,0,0,7,random,32.0,0.0,262.68087571149863,118,590.0,baseline,3426.8940113839767,True,True,20,48.0,3,0.2496120999858249,15,2200033,0,7,106.0,16,4202.894011383978
376,16,16,True,16,,0,0,4,random,32.0,4.547473508864641e-13,264.0196563384864,131,655.0,free,3368.3145014157835,True,True,35,48.0,3,0.2725986000150442,15,2200033,0,7,121.0,16,4224.314501415783
397,16,16,True,16,,0,0,1,random,32.0,2.2737367544323206e-13,268.2633721830333,114,570.0,tour,3538.2139549285334,True,True,22,48.0,3,0.2571388999931514,14,2200033,0,7,104.0,16,4292.213954928533
376,16,16,True,16,,0,0,4,random,32.0,4.547473508864641e-13,261.7696563384864,125,625.0,select,3368.3145014157835,True,True,29,48.0,3,0.2653911000234075,15,2200033,6,7,115.0,16,4188.314501415783
397,16,16,True,16,,0,0,1,random,32.0,2.2737367544323206e-13,266.7633721830333,110,550.0,tour_select,3538.2139549285334,True,True,18,48.0,3,0.25319720001425594,14,2200033,4,7,100.0,16,4268.213954928533
385,16,16,True,16,,0,0,2,random,32.0,2.2737367544323206e-13,246.4841869827529,108,540.0,priced,3224.746991724047,True,True,16,48.0,3,0.26745889999438077,16,2200033,4,7,99.0,16,3943.7469917240464
343,13,13,True,13,,0,0,6,random,26.0,0.0,294.77913897963845,119,595.0,baseline,3065.128806735299,True,True,22,39.0,3,0.2140359999903012,13,2200034,0,7,107.0,13,3832.1288067353
321,13,13,True,13,,0,0,0,random,26.0,0.0,299.0580188125675,121,605.0,free,3107.754244563378,True,True,27,39.0,3,0.2208284999942407,13,2200034,0,7,110.0,13,3887.754244563378
343,13,13,True,13,,0,0,0,random,26.0,0.0,292.65160686549183,127,635.0,tour,2988.4708892513936,True,True,30,39.0,3,0.2219671000202652,13,2200034,0,7,116.0,13,3804.4708892513936
321,13,13,True,13,,0,0,0,random,26.0,0.0,296.75032650487526,116,580.0,select,3107.754244563378,True,True,22,39.0,3,0.22155709998332895,13,2200034,5,7,105.0,13,3857.754244563378
343,13,13,True,13,,0,0,0,random,26.0,0.0,290.80545301933796,123,615.0,tour_select,2988.4708892513936,True,True,26,39.0,3,0.22332599997753277,13,2200034,4,7,112.0,13,3780.4708892513936
364,13,13,True,13,,0,0,0,random,26.0,0.0,280.4793908701194,105,525.0,priced,2964.232081311553,True,True,13,39.0,3,0.24107079999521375,13,2200034,1,7,92.0,13,3646.2320813115525
275,11,11,True,11,,0,0,8,random,22.0,2.2737367544323206e-13,361.4147274448112,131,655.0,baseline,3144.5620018929226,True,True,24,33.0,3,0.1814713999920059,10,2200035,0,7,121.0,11,3975.5620018929235
252,11,11,True,11,,0,0,1,random,22.0,1.1368683772161603e-13,316.7452344390724,132,660.0,free,2645.1975788297964,True,True,26,33.0,3,0.1819369999866467,11,2200035,0,7,124.0,11,3484.1975788297964
263,11,11,True,11,,0,0,0,random,22.0,1.1368683772161603e-13,316.1659876563022,115,575.0,tour,2740.8258642193236,True,True,11,33.0,3,0.1718080000136979,10,2200035,0,7,107.0,11,3477.8258642193246
252,11,11,True,11,,0,0,1,random,22.0,1.1368683772161603e-13,312.38159807543605,124,620.0,select,2645.1975788297964,True,True,18,33.0,3,0.16820310000912286,11,2200035,8,7,116.0,11,3436.1975788297964
263,11,11,True,11,,0,0,0,random,22.0,1.1368683772161603e-13,315.07507856539314,113,565.0,tour_select,2740.8258642193236,True,True,9,33.0,3,0.17169630000717007,10,2200035,2,7,105.0,11,3465.8258642193246
263,11,11,True,11,,0,0,0,random,22.0,1.1368683772161603e-13,315.07507856539314,113,565.0,priced,2740.8258642193236,True,True,9,33.0,3,0.17830319999484345,10,2200035,2,7,105.0,11,3465.8258642193246
361,16,16,True,16,,0,0,9,random,32.0,2.2737367544323206e-13,268.9086509688065,113,565.0,baseline,3552.5384155009037,True,True,29,48.0,3,0.2695698000025004,15,2200036,0,7,105.0,16,4302.538415500904
328,16,16,True,16,,0,0,1,random,32.0,2.2737367544323206e-13,242.03198842389529,117,585.0,free,3096.511814782324,True,True,32,48.0,3,0.22527210001135245,15,2200036,0,7,111.0,16,3872.5118147823246
354,16,16,True,16,,0,0,4,random,32.0,1.1368683772161603e-13,239.35534600379307,117,585.0,tour,3056.6855360606887,True,True,30,48.0,3,0.23514350000186823,15,2200036,0,7,108.0,16,3829.685536060689
328,16,16,True,16,,0,0,1,random,32.0,5.684341886080802e-14,238.28198842389529,107,535.0,select,3096.511814782324,True,True,22,48.0,3,0.2211710999836214,15,2200036,10,7,101.0,16,3812.5118147823246
354,16,16,True,16,,0,0,4,random,32.0,1.1368683772161603e-13,237.10534600379304,111,555.0,tour_select,3056.6855360606887,True,True,24,48.0,3,0.23673340000095777,15,2200036,6,7,102.0,16,3793.6855360606887
375,16,16,True,16,,0,0,1,random,32.0,1.1368683772161603e-13,243.7257162835792,110,550.0,priced,3170.6114605372672,True,True,21,48.0,3,0.2538905999972485,15,2200036,6,7,99.0,16,3899.6114605372672
405,16,16,True,16,,0,0,6,random,32.0,4.547473508864641e-13,289.4684056598464,121,605.0,baseline,3835.494490557541,True,True,15,48.0,3,0.22878659999696538,13,2200037,0,7,111.0,16,4631.494490557542
397,16,16,True,16,,0,0,2,random,32.0,4.547473508864641e-13,253.06466106107123,119,595.0,free,3266.03457697714,True,True,12,48.0,3,0.22992069998872466,13,2200037,0,7,108.0,16,4049.0345769771397
375,16,16,True,16,,0,0,1,random,32.0,2.2737367544323206e-13,243.3147172482,124,620.0,tour,3078.0354759711995,True,True,25,48.0,3,0.23779780001495965,15,2200037,0,7,115.0,16,3893.0354759712
397,16,16,True,16,,0,0,2,random,32.0,0.0,251.93966106107126,116,580.0,select,3266.03457697714,True,True,9,48.0,3,0.23069120000582188,13,2200037,3,7,105.0,16,4031.03457697714
375,16,16,True,16,,0,0,1,random,32.0,2.2737367544323206e-13,242.1897172482,121,605.0,tour_select,3078.0354759711995,True,True,22,48.0,3,0.23649010001099668,15,2200037,3,7,112.0,16,3875.0354759712
375,16,16,True,16,,0,0,1,random,32.0,2.2737367544323206e-13,242.1897172482,121,605.0,priced,3078.0354759711995,True,True,22,48.0,3,0.25443770000129007,15,2200037,3,7,112.0,16,3875.0354759712
354,13,13,True,13,,0,0,1,random,26.0,1.1368683772161603e-13,290.8336856720206,113,565.0,baseline,3049.8379137362667,True,True,7,39.0,3,0.21495209998101927,13,2200038,0,7,101.0,13,3780.837913736267
354,13,13,True,13,,0,0,0,random,26.0,1.1368683772161603e-13,269.0092682773432,113,565.0,free,2766.120487605462,True,True,7,39.0,3,0.21436549999634735,13,2200038,0,7,101.0,13,3497.1204876054617
319,13,13,True,13,,0,0,0,random,26.0,0.0,277.4091500716456,112,560.0,tour,2879.3189509313925,True,True,9,39.0,3,0.20370149999507703,13,2200038,0,7,102.0,13,3606.318950931393
354,13,13,True,13,,0,0,0,random,26.0,1.1368683772161603e-13,269.0092682773432,113,565.0,select,2766.120487605462,True,True,7,39.0,3,0.21336779999546707,13,2200038,0,7,101.0,13,3497.1204876054617
319,13,13,True,13,,0,0,0,random,26.0,0.0,277.4091500716456,112,560.0,tour_select,2879.3189509313925,True,True,9,39.0,3,0.2083524000190664,13,2200038,0,7,102.0,13,3606.318950931393
341,13,13,True,13,,0,0,0,random,26.0,0.0,276.7977387346023,102,510.0,priced,2932.3706035498294,True,True,4,39.0,3,0.21886940000695176,13,2200038,0,7,91.0,13,3598.37060354983
286,10,10,True,10,,0,0,2,random,20.0,4.547473508864641e-13,334.785600417836,122,610.0,baseline,2576.8560041783617,True,True,10,30.0,3,0.17526089999591932,9,2200039,0,7,111.0,10,3347.8560041783603
253,10,10,True,10,,0,0,0,random,20.0,0.0,298.8664495011748,123,615.0,free,2209.664495011749,True,True,14,30.0,3,0.17265110000153072,10,2200039,0,7,114.0,10,2988.6644950117484
253,10,10,True,10,,0,0,0,random,20.0,0.0,298.8664495011748,123,615.0,tour,2209.664495011749,True,True,14,30.0,3,0.17664479999803007,10,2200039,0,7,114.0,10,2988.6644950117484
253,10,10,True,10,,0,0,0,random,20.0,0.0,297.66644950117484,121,605.0,select,2209.664495011749,True,True,12,30.0,3,0.17798409998067655,10,2200039,2,7,112.0,10,2976.6644950117484
253,10,10,True,10,,0,0,0,random,20.0,0.0,297.66644950117484,121,605.0,tour_select,2209.664495011749,True,True,12,30.0,3,0.17977249997784384,10,2200039,2,7,112.0,10,2976.6644950117484
242,10,10,True,10,,0,0,0,random,20.0,0.0,326.4798255980746,124,620.0,priced,2478.7982559807465,True,True,13,30.0,3,0.17989830000442453,10,2200039,3,7,116.0,10,3264.798255980746
