candidate_evaluations,clear,cleared,complete,deferred_targets,error,failed_clear,fallback,forced_targets,laser_s,layout,localization,max_step_time_error_s,mean_time_s,measure,measure_s,move_s,normal_exit,ok,opportunistic_measures,optical_s,paper_measurements_selected,problem,program_time_s,safe_clear_points,scenario,seed,station_count,stations_visited,switch_s,tail_time_s,total,virtual_time_s,wall_s
124,52,10,True,0,,42,1,0,20.0,centered,paper,2.842170943040401e-14,1016.6992076662018,371,1855.0,7805.992076662022,True,True,0,156.0,2,4,0.45524330000625923,9,n10,1300000,31,31,330.0,4346.333050443896,10,10166.992076662018,0.45545909999054857
75,10,10,True,0,,0,0,0,20.0,shifted,paper,0.0,866.0256588476628,322,1610.0,6711.256588476628,True,True,0,30.0,1,4,0.17697249999037012,10,n10,1300000,27,27,289.0,4405.253340181436,10,8660.256588476628,0.17702130001271144
56,18,10,True,0,,8,2,0,20.0,centered,paper,4.547473508864641e-13,931.845974295713,366,1830.0,7085.4597429571295,True,True,0,54.0,3,4,0.5737075999932131,8,n10,1300001,31,31,329.0,5149.288078133647,10,9318.45974295713,0.5740001000085613
72,14,10,True,0,,4,1,0,20.0,shifted,paper,0.0,895.1059059858474,333,1665.0,6926.059059858472,True,True,0,42.0,1,4,0.3120801000040956,9,n10,1300001,27,27,298.0,4705.231529942436,10,8951.059059858473,0.31226259999675676
142,10,10,True,0,,0,0,0,20.0,centered,paper,1.1368683772161603e-13,982.5573109808516,395,1975.0,7448.573109808517,True,True,0,30.0,1,4,0.2729222000052687,10,n10,1300002,31,31,352.0,2865.067400785654,10,9825.573109808516,0.2729905000014696
114,10,10,True,0,,0,0,0,20.0,shifted,paper,0.0,874.437026511759,330,1650.0,6752.370265117589,True,True,0,30.0,1,4,0.22645879999618046,10,n10,1300002,27,27,292.0,1980.9728244037988,10,8744.37026511759,0.2265625
114,10,10,True,0,,0,0,0,20.0,centered,paper,0.0,971.9343793083408,407,2035.0,7269.343793083407,True,True,0,30.0,1,4,0.25129450000531506,10,n10,1300003,31,31,365.0,4738.403357256898,10,9719.343793083408,0.2514361999928951
150,10,10,True,0,,0,1,0,20.0,shifted,paper,4.547473508864641e-13,867.858377465044,379,1895.0,6394.5837746504385,True,True,0,30.0,1,4,0.46151860000099987,9,n10,1300003,27,27,339.0,1638.9652880471003,10,8678.58377465044,0.4616085000016028
76,14,10,True,0,,4,1,0,20.0,centered,paper,2.2737367544323206e-13,972.3257684072416,369,1845.0,7486.257684072414,True,True,0,42.0,1,4,0.4067839999916032,9,n10,1300004,31,31,330.0,5076.581971609015,10,9723.257684072416,0.4071327999990899
85,21,10,True,0,,11,1,0,20.0,shifted,paper,0.0,880.8958105499416,318,1590.0,6857.958105499413,True,True,0,63.0,2,4,0.41753599999356084,9,n10,1300004,27,27,278.0,5178.199449902777,10,8808.958105499416,0.4176210000005085
102,10,10,True,0,,0,0,0,20.0,centered,paper,2.842170943040401e-14,925.9319706424048,377,1885.0,6988.319706424048,True,True,0,30.0,3,4,0.2600194999977248,10,n10,1300005,31,31,336.0,1947.3599667606868,10,9259.319706424048,0.2601071000099182
121,10,10,True,0,,0,0,0,20.0,shifted,paper,0.0,861.639180293682,363,1815.0,6424.391802936818,True,True,0,30.0,2,4,0.26250419999996666,10,n10,1300005,27,27,327.0,1850.271013137779,10,8616.39180293682,0.2627882000087993
124,13,10,True,0,,3,1,0,20.0,centered,paper,4.547473508864641e-13,985.7871165795548,382,1910.0,7548.871165795552,True,True,0,39.0,1,4,0.2680798999936087,9,n10,1300006,31,31,340.0,665.1232406875952,10,9857.871165795548,0.2681834999966668
129,80,10,True,0,,70,1,0,20.0,shifted,paper,0.0,955.2458743876429,337,1685.0,7310.458743876428,True,True,0,240.0,2,4,0.2995163000014145,9,n10,1300006,27,27,297.0,1453.1732120285187,10,9552.458743876428,0.2998994999943534
43,27,10,True,0,,17,1,0,20.0,centered,paper,0.0,1015.9804855996229,356,1780.0,7959.804855996231,True,True,0,81.0,1,4,0.34113190000061877,9,n10,1300007,31,31,319.0,5850.860806355483,10,10159.804855996228,0.3412631999963196
49,28,10,True,0,,18,1,0,20.0,shifted,paper,0.0,942.8485848444834,326,1630.0,7405.485848444834,True,True,0,84.0,2,4,0.2792623999994248,9,n10,1300007,27,27,289.0,3505.9446663153885,10,9428.485848444834,0.27933009999105707
121,15,10,True,0,,5,1,0,20.0,centered,paper,0.0,993.3772653888207,386,1930.0,7592.77265388821,True,True,0,45.0,2,4,0.43398489999526646,9,n10,1300008,31,31,346.0,3517.2365305745598,10,9933.772653888207,0.4340851000015391
91,10,10,True,0,,0,0,0,20.0,shifted,paper,1.1368683772161603e-13,882.8807366103996,344,1720.0,6748.807366103996,True,True,0,30.0,5,4,0.2614649000024656,10,n10,1300008,27,27,310.0,2415.237162272827,10,8828.807366103996,0.2616091999952914
159,47,10,True,0,,37,1,0,20.0,centered,paper,0.0,958.648922575279,383,1915.0,7168.4892257527945,True,True,0,141.0,1,4,0.4693035000091186,9,n10,1300009,31,31,342.0,5080.113326378979,10,9586.48922575279,0.469407600001432
159,14,10,True,0,,4,1,0,20.0,shifted,paper,4.547473508864641e-13,865.6181814500382,341,1705.0,6585.18181450038,True,True,0,42.0,2,4,0.45219989999895915,9,n10,1300009,27,27,304.0,4326.493205531921,10,8656.181814500382,0.45228250000218395
116,10,10,True,0,,0,0,0,20.0,centered,paper,0.0,945.0859488321914,368,1840.0,7235.859488321915,True,True,0,30.0,2,4,0.24448439999832772,10,n10,1300010,31,31,325.0,5270.401099879212,10,9450.859488321914,0.24477469999692403
89,10,10,True,0,,0,0,0,20.0,shifted,paper,2.2737367544323206e-13,868.6222577335664,316,1580.0,6774.222577335664,True,True,0,30.0,3,4,0.23780980000447016,10,n10,1300010,27,27,282.0,5011.737625430827,10,8686.222577335664,0.2378541999933077
78,16,10,True,0,,6,1,0,20.0,centered,paper,0.0,997.792902133812,371,1855.0,7727.929021338123,True,True,0,48.0,3,4,0.39328209999075625,9,n10,1300011,31,31,327.0,5725.448516289822,10,9977.929021338121,0.3933915000088746
164,10,10,True,0,,0,0,0,20.0,shifted,paper,0.0,868.0352921428475,338,1690.0,6642.352921428476,True,True,0,30.0,0,4,0.26501819999248255,10,n10,1300011,27,27,298.0,4402.529761732233,10,8680.352921428475,0.2651465999952052
114,10,10,True,0,,0,0,0,20.0,centered,paper,0.0,976.9294049789293,373,1865.0,7520.294049789294,True,True,0,30.0,3,4,0.2445731999905547,10,n10,1300012,31,31,334.0,4710.9780405102165,10,9769.294049789292,0.2447736000031
53,41,10,True,0,,31,1,0,20.0,shifted,paper,0.0,901.6294871666878,334,1670.0,6905.294871666877,True,True,0,123.0,3,4,0.41215470001043286,9,n10,1300012,27,27,298.0,4737.28191695679,10,9016.294871666878,0.41222349999588914
97,10,10,True,0,,0,0,0,20.0,centered,paper,4.547473508864641e-13,984.0214367805538,371,1855.0,7606.214367805541,True,True,0,30.0,3,4,0.25381369999377057,10,n10,1300013,31,31,329.0,5641.763142174971,10,9840.214367805538,0.2540522999915993
86,44,10,True,0,,34,2,0,20.0,shifted,paper,0.0,861.9582276808973,341,1705.0,6455.582276808974,True,True,0,132.0,1,4,0.5010139999940293,8,n10,1300013,27,27,307.0,2148.4558108112215,10,8619.582276808973,0.5011031000030925
113,10,10,True,0,,0,0,0,20.0,centered,paper,0.0,953.7307351966135,357,1785.0,7386.307351966138,True,True,0,30.0,4,4,0.2754191999993054,10,n10,1300014,31,31,316.0,5344.602427758477,10,9537.307351966136,0.2756655999983195
92,10,10,True,0,,0,0,0,20.0,shifted,paper,0.0,882.401126563459,321,1605.0,6895.011265634587,True,True,0,30.0,1,4,0.20077759999549016,10,n10,1300014,27,27,274.0,5422.6372208266275,10,8824.01126563459,0.2010032000107458
98,10,10,True,0,,0,0,0,20.0,centered,paper,1.1368683772161603e-13,958.9476671221762,381,1905.0,7293.476671221762,True,True,0,30.0,1,4,0.21246989999781363,10,n10,1300015,31,31,341.0,4721.252152126777,10,9589.476671221762,0.21271300000080373
109,10,10,True,0,,0,0,0,20.0,shifted,paper,2.2737367544323206e-13,860.4391397876149,340,1700.0,6549.3913978761475,True,True,0,30.0,2,4,0.2185553000017535,10,n10,1300015,27,27,305.0,4026.9032844394196,10,8604.391397876148,0.21868689999973867
