candidate_evaluations,clear,cleared,complete,deferred_targets,error,failed_clear,fallback,forced_targets,laser_s,layout,localization,max_step_time_error_s,mean_time_s,measure,measure_s,move_s,normal_exit,ok,opportunistic_measures,optical_s,paper_measurements_selected,problem,program_time_s,safe_clear_points,scenario,seed,station_count,stations_visited,switch_s,tail_time_s,total,virtual_time_s,wall_s
132,67,15,True,0,,52,2,0,30.0,centered,paper,0.0,667.7546953856187,315,1575.0,7933.320430784252,True,True,0,201.0,1,4,0.7325355000066338,13,plus,1600000,31,31,277.0,1132.1677389604847,15,10016.32043078428,0.7326290999917546
146,54,15,True,0,,39,2,0,30.0,compressed,paper,0.0,592.413221929635,317,1585.0,6831.198328944527,True,True,0,162.0,1,4,0.7633370999974431,13,plus,1600000,31,31,278.0,788.1660535302562,15,8886.198328944525,0.7634232999989763
179,13,13,True,0,,0,0,0,26.0,centered,paper,0.0,772.7805573873665,361,1805.0,7858.147246035763,True,True,0,39.0,0,4,0.35926489999110345,13,plus,1600001,31,31,318.0,675.2393514519663,13,10046.147246035764,0.3593791000021156
179,13,13,True,0,,0,0,0,26.0,compressed,paper,0.0,684.2785357119557,359,1795.0,6719.62096425542,True,True,0,39.0,0,4,0.3768487999914214,13,plus,1600001,31,31,316.0,627.420694689612,13,8895.620964255424,0.3769577000057325
102,61,11,True,0,,50,4,0,22.0,centered,paper,0.0,937.6705996851837,350,1750.0,8051.376596537013,True,True,0,183.0,2,4,1.0144326000008732,7,plus,1600002,31,31,308.0,3632.1971141797694,11,10314.37659653702,1.0145558999938658
102,75,11,True,0,,64,4,0,22.0,compressed,paper,0.0,865.3932377703968,350,1750.0,7214.325615474358,True,True,0,225.0,2,4,1.2149562999984482,7,plus,1600002,31,31,308.0,2863.7089283743326,11,9519.325615474365,1.2150760000076843
41,126,10,True,0,,116,5,0,20.0,centered,paper,2.842170943040401e-14,1091.2744022632673,426,2130.0,7990.744022632635,True,True,0,378.0,1,4,1.2466819999972358,5,plus,1600003,31,31,394.0,1995.075457261737,10,10912.744022632673,1.2467937999899732
46,86,10,True,0,,76,4,0,20.0,compressed,paper,2.842170943040401e-14,952.712400496659,428,2140.0,6713.12400496659,True,True,0,258.0,2,4,1.2518887000042014,6,plus,1600003,31,31,396.0,1287.4773440153476,10,9527.12400496659,1.2519971000001533
126,90,15,True,0,,75,3,0,30.0,centered,paper,2.2737367544323206e-13,689.8830744264288,271,1355.0,8462.246116396434,True,True,0,270.0,1,4,1.118841400006204,12,plus,1600004,31,31,231.0,3866.094042295371,15,10348.246116396433,1.1189393999957247
126,90,15,True,0,,75,3,0,30.0,compressed,paper,2.2737367544323206e-13,623.7859719846808,271,1355.0,7470.789579770213,True,True,0,270.0,1,4,1.106149799990817,12,plus,1600004,31,31,231.0,2874.6375056691513,15,9356.789579770213,1.1062681999901542
73,59,11,True,0,,48,2,0,22.0,centered,paper,0.0,901.74803062307,348,1740.0,7668.228336853772,True,True,0,177.0,1,4,0.5556916000059573,9,plus,1600005,31,31,312.0,5047.650663199076,11,9919.22833685377,0.5558032999979332
73,59,11,True,0,,48,2,0,22.0,compressed,paper,0.0,805.9667576818688,348,1740.0,6614.634334500557,True,True,0,177.0,1,4,0.5833282999956282,9,plus,1600005,31,31,312.0,3994.056660845863,11,8865.634334500557,0.5834457000019029
106,53,12,True,0,,41,2,0,24.0,centered,paper,0.0,852.179828641159,349,1745.0,7982.157943693909,True,True,0,159.0,1,4,0.8715053999912925,10,plus,1600006,31,31,316.0,4157.429720319898,12,10226.157943693908,0.8716257000050973
106,53,12,True,0,,41,2,0,24.0,compressed,paper,0.0,774.2081779516288,349,1745.0,7046.498135419546,True,True,0,159.0,1,4,0.9084608999983175,10,plus,1600006,31,31,316.0,3221.7699120455354,12,9290.498135419546,0.9085781000030693
89,28,11,True,0,,17,3,0,22.0,centered,paper,0.0,912.1324743028447,399,1995.0,7576.457217331284,True,True,0,84.0,1,4,0.6124783999985084,8,plus,1600007,31,31,356.0,0.0,11,10033.457217331292,0.6126253999973414
89,44,11,True,0,,33,3,0,22.0,compressed,paper,0.0,808.5562589370401,383,1915.0,6484.1188483074375,True,True,0,132.0,1,4,0.9460894000076223,8,plus,1600007,31,31,341.0,2608.372159255626,11,8894.11884830744,0.9462226999894483
121,38,10,True,0,,28,3,0,20.0,centered,paper,0.0,947.5029488038996,403,2015.0,6960.029488038989,True,True,0,114.0,0,4,0.9496220000000903,7,plus,1600008,31,31,366.0,3765.6756756130508,10,9475.029488038996,0.9497254000016255
121,38,10,True,0,,28,3,0,20.0,compressed,paper,0.0,836.8437447897015,402,2010.0,5859.437447897011,True,True,0,114.0,0,4,1.0072872999880929,7,plus,1600008,31,31,365.0,3074.611685076349,10,8368.437447897015,1.0073996999999508
118,21,11,True,0,,10,1,0,22.0,centered,paper,2.2737367544323206e-13,876.2229410568237,372,1860.0,7361.452351625062,True,True,0,63.0,1,4,0.55131930000789,10,plus,1600009,31,31,332.0,4817.081290949085,11,9638.452351625061,0.5514381999964826
118,21,11,True,0,,10,1,0,22.0,compressed,paper,2.2737367544323206e-13,780.4416681156222,372,1860.0,6307.858349271843,True,True,0,63.0,1,4,0.6285214000090491,10,plus,1600009,31,31,332.0,3763.4872885958684,11,8584.858349271844,0.6288281000015559
104,31,13,True,0,,18,2,0,26.0,centered,paper,0.0,729.51649989278,338,1690.0,7373.714498606143,True,True,0,93.0,0,4,0.8383131000009598,11,plus,1600010,31,31,301.0,4562.516799299548,13,9483.71449860614,0.8384525000001304
