problem,cleared,virtual_time_s,mean_time_s,program_time_s,complete,stations_visited,measure,clear,failed_clear,fallback,strategy,seed,total,move_s,switch_s,measure_s,optical_s,laser_s,candidate_evaluations,deferred_targets,forced_targets,opportunistic_measures,safe_clear_points
4,15,9836.199217955907,655.7466145303938,0.1767046000022674,True,31,253,23,8,1,baseline,310000,15,8257.199217955907,215.0,1265.0,69.0,30.0,,,,,
4,15,9666.633199565436,644.4422133043624,0.3085284999979194,True,31,260,31,16,2,local,310000,15,8028.633199565435,215.0,1300.0,93.0,30.0,511,0,0,0,0
4,15,10144.044992855443,676.2696661903628,0.5601172000024235,True,31,311,26,11,2,route,310000,15,8219.044992855446,262.0,1555.0,78.0,30.0,576,0,0,0,0
4,15,10112.425235392031,674.1616823594687,0.5293162000016309,True,31,310,27,12,2,safe,310000,15,8189.4252353920365,262.0,1550.0,81.0,30.0,564,0,0,0,13
4,15,10140.428347488532,676.0285564992355,0.3953393999981927,True,31,333,32,17,1,joint,310000,15,8046.428347488532,303.0,1665.0,96.0,30.0,305,15,9,33,0
4,15,10172.297153947335,678.153143596489,0.4612771999964025,True,31,334,49,34,1,joint_safe,310000,15,8022.297153947336,303.0,1670.0,147.0,30.0,317,15,9,33,14
4,10,11005.864219077204,1100.5864219077205,0.1134955000015907,True,31,412,27,17,2,baseline,310001,10,8469.864219077204,375.0,2060.0,81.0,20.0,,,,,
4,10,10482.97502470858,1048.297502470858,0.23399420001078397,True,31,414,10,0,0,local,310001,10,7987.9750247085785,375.0,2070.0,30.0,20.0,332,0,0,0,0
4,10,9678.909780728787,967.8909780728787,0.45225960000243504,True,31,405,22,12,1,route,310001,10,7204.909780728791,363.0,2025.0,66.0,20.0,354,0,0,0,0
4,10,9508.298500963016,950.8298500963016,0.6981983999867225,True,31,405,13,3,1,safe,310001,10,7061.298500963019,363.0,2025.0,39.0,20.0,354,0,0,0,9
4,10,10818.973892863974,1081.8973892863974,0.5603943000023719,True,31,411,10,0,0,joint,310001,10,8338.973892863976,375.0,2055.0,30.0,20.0,339,10,6,19,0
4,10,10800.994181905018,1080.0994181905019,0.47709040000336245,True,31,411,10,0,0,joint_safe,310001,10,8320.994181905022,375.0,2055.0,30.0,20.0,339,10,6,19,10
4,10,11183.602438111942,1118.3602438111943,0.14367309999943245,True,31,416,10,0,0,baseline,310002,10,8678.602438111944,375.0,2080.0,30.0,20.0,,,,,
4,10,10825.0082703268,1082.50082703268,0.3244769000011729,True,31,421,10,0,0,local,310002,10,8295.008270326802,375.0,2105.0,30.0,20.0,406,0,0,0,0
