problem,cleared,virtual_time_s,mean_time_s,program_time_s,complete,stations_visited,measure,clear,failed_clear,fallback,strategy,seed,total,move_s,switch_s,measure_s,optical_s,laser_s,candidate_evaluations,deferred_targets,forced_targets,opportunistic_measures,safe_clear_points
3,10,3191.811149215147,319.1811149215147,0.17724259999522474,True,7,116,10,0,0,safe,310007,10,2454.811149215148,107.0,580.0,30.0,20.0,249,0,0,0,10
3,10,3681.398942955407,368.1398942955407,0.1524688000063179,True,7,124,10,0,0,joint,310007,10,2891.398942955407,120.0,620.0,30.0,20.0,190,10,4,9,0
3,10,3668.273932572325,366.82739325723253,0.17419230000814423,True,7,124,10,0,0,joint_safe,310007,10,2878.273932572325,120.0,620.0,30.0,20.0,190,10,4,9,10
3,13,4842.021372484544,372.4631824988111,0.23842929999227636,True,7,99,13,0,0,baseline,310008,13,4200.021372484545,82.0,495.0,39.0,26.0,,,,,
3,13,4308.620519238191,331.432347633707,0.24279489999753423,True,7,95,13,0,0,local,310008,13,3686.6205192381917,82.0,475.0,39.0,26.0,362,0,0,0,0
3,13,4124.392706325246,317.2609774096343,0.26022320000629406,True,7,105,13,0,0,route,310008,13,3441.3927063252463,93.0,525.0,39.0,26.0,351,0,0,0,0
3,13,4106.973760792987,315.92105852253746,0.2814978999958839,True,7,105,13,0,0,safe,310008,13,3423.973760792986,93.0,525.0,39.0,26.0,351,0,0,0,13
3,13,3705.5054640199537,285.03888184768874,0.2653626999963308,True,7,119,13,0,0,joint,310008,13,2932.505464019954,113.0,595.0,39.0,26.0,284,13,7,20,0
3,13,3686.669147700496,283.5899344384997,0.2240942000062205,True,7,119,13,0,0,joint_safe,310008,13,2913.669147700496,113.0,595.0,39.0,26.0,284,13,7,20,13
3,10,4066.852031949373,406.68520319493734,0.1651858999975957,True,7,117,10,0,0,baseline,310009,10,3327.852031949373,104.0,585.0,30.0,20.0,,,,,
3,10,3691.399335263076,369.1399335263076,0.19546980000450276,True,7,114,10,0,0,local,310009,10,2967.3993352630764,104.0,570.0,30.0,20.0,260,0,0,0,0
