arm,candidate_evaluations,clear,cleared,complete,deferred_targets,failed_clear,fallback,forced_targets,laser_s,mean_time_s,measure,measure_s,move_s,negative_constraints,negative_observations,negative_region_fallbacks,normal_exit,opportunistic_measures,optical_s,problem,program_time_s,route_replans,safe_clear_points,scheduling_policy,seed,skipped_known_measurements,sources,stations_visited,switch_s,virtual_time_s,wall_s
negative,331,14,14,True,14,0,0,2,28.0,270.4997629380594,123,615.0,2988.996681132832,109,80,0,True,16,42.0,3,0.23462909999943804,18,12,joint_route,3000126,2,14,7,113.0,3786.996681132832,0.23469999998633284
default,217,10,10,True,10,0,0,1,20.0,312.6120236203586,119,595.0,2370.1202362035856,0,0,0,True,9,30.0,3,0.14930980000644922,15,10,joint_route,3000127,2,10,7,111.0,3126.1202362035865,0.1493668000039179
negative,217,10,10,True,10,0,0,1,20.0,312.6120236203586,119,595.0,2370.1202362035856,48,91,0,True,9,30.0,3,0.1531159000005573,15,10,joint_route,3000127,2,10,7,111.0,3126.1202362035865,0.15318579999438953
default,251,11,11,True,11,0,0,0,22.0,309.7412194734368,124,620.0,2615.1534142078044,0,0,0,True,8,33.0,3,0.17260829999577254,15,11,joint_route,3000128,1,11,7,117.0,3407.153414207805,0.17266169999493286
negative,239,11,11,True,11,0,0,0,22.0,301.46950765924254,123,615.0,2529.1645842516677,67,93,0,True,8,33.0,3,0.16958960000192747,15,11,joint_route,3000128,1,11,7,117.0,3316.1645842516677,0.16966010000032838
default,275,12,12,True,12,0,0,0,24.0,289.94120200156505,113,565.0,2751.2944240187812,0,0,0,True,15,36.0,3,0.20175659999949858,17,12,joint_route,3000129,9,12,7,103.0,3479.2944240187803,0.20182049999129958
negative,275,12,12,True,12,0,0,0,24.0,289.94120200156505,113,565.0,2751.2944240187812,55,77,0,True,15,36.0,3,0.19776809999893885,17,12,joint_route,3000129,9,12,7,103.0,3479.2944240187803,0.19784000000800006
default,412,15,15,True,15,0,0,5,30.0,265.89664664854917,123,615.0,3189.4496997282367,0,0,0,True,21,45.0,3,0.2714392000052612,16,15,joint_route,3000130,14,15,7,109.0,3988.4496997282376,0.2715005000063684
negative,412,15,15,True,15,0,0,5,30.0,265.24876532801414,123,615.0,3179.7314799202118,131,75,0,True,21,45.0,3,0.29014620000089053,16,15,joint_route,3000130,14,15,7,109.0,3978.7314799202118,0.2902252999920165
default,331,14,14,True,14,0,0,2,28.0,260.9893007140219,117,585.0,2891.850209996307,0,0,0,True,14,42.0,3,0.22757200000341982,17,13,joint_route,3000131,2,14,7,107.0,3653.850209996307,0.22764050000114366
negative,307,14,14,True,14,0,0,2,28.0,252.3654841205548,115,575.0,2781.116777687768,57,76,0,True,14,42.0,3,0.21720639998966362,17,13,joint_route,3000131,2,14,7,107.0,3533.1167776877674,0.21727930000633933
default,332,14,14,True,14,0,0,1,28.0,267.1333460610582,127,635.0,2915.866844854816,0,0,0,True,36,42.0,3,0.23559430000022985,18,10,joint_route,3000132,7,14,7,119.0,3739.866844854815,0.2356665000115754
negative,332,14,14,True,14,0,0,1,28.0,261.0646568477105,127,635.0,2830.9051958679474,98,84,0,True,36,42.0,3,0.23446369999146555,18,9,joint_route,3000132,7,14,7,119.0,3654.9051958679474,0.2345435000024736
default,241,12,12,True,12,0,0,2,24.0,284.48157656152,114,570.0,2674.7789187382396,0,0,0,True,18,36.0,3,0.200102999995579,16,12,joint_route,3000133,11,12,7,109.0,3413.77891873824,0.20016779999423306
negative,241,12,12,True,12,0,0,2,24.0,282.9339970318535,114,570.0,2656.207964382242,39,77,0,True,18,36.0,3,0.2036660000012489,16,12,joint_route,3000133,11,12,7,109.0,3395.2079643822417,0.20374350000929553
default,275,13,13,True,13,0,0,1,26.0,277.4139768525719,117,585.0,2845.381699083435,0,0,0,True,17,39.0,3,0.20540170000458602,17,12,joint_route,3000134,6,13,7,111.0,3606.381699083435,0.2054680000001099
negative,287,13,13,True,13,0,0,1,26.0,276.63478786905347,118,590.0,2830.2522422976963,67,78,0,True,17,39.0,3,0.21398090000730008,17,12,joint_route,3000134,6,13,7,111.0,3596.2522422976954,0.21405260000028647
default,230,10,10,True,10,0,0,1,20.0,346.3077265218306,128,640.0,2653.077265218306,0,0,0,True,9,30.0,3,0.16781459999037907,12,9,joint_route,3000135,0,10,7,120.0,3463.077265218306,0.16786929999943823
negative,242,10,10,True,10,0,0,1,20.0,347.29636964955404,129,645.0,2657.9636964955403,85,96,0,True,9,30.0,3,0.18298690000665374,12,9,joint_route,3000135,0,10,7,120.0,3472.9636964955403,0.18305669999972451
default,295,13,13,True,13,0,0,0,26.0,290.02220873412244,112,560.0,3043.288713543592,0,0,0,True,10,39.0,3,0.1997413999924902,18,13,joint_route,3000136,4,13,7,102.0,3770.2887135435917,0.1997960000007879
negative,271,13,13,True,13,0,0,0,26.0,281.91244220215145,110,550.0,2947.8617486279695,56,76,0,True,10,39.0,3,0.185916599992197,18,13,joint_route,3000136,4,13,7,102.0,3664.861748627969,0.1859855999937281
default,228,11,11,True,11,0,0,1,22.0,290.6057481533186,118,590.0,2440.663229686505,0,0,0,True,10,33.0,3,0.15664960000140127,13,11,joint_route,3000137,1,11,7,111.0,3196.6632296865046,0.1567049000004772
negative,240,11,11,True,11,0,0,1,22.0,282.8772392577164,119,595.0,2350.6496318348795,49,88,0,True,10,33.0,3,0.17431080000824295,13,10,joint_route,3000137,1,11,7,111.0,3111.64963183488,0.17437780000909697
default,241,11,11,True,11,0,0,2,22.0,328.25708570650136,123,615.0,2825.827942771514,0,0,0,True,15,33.0,3,0.18863710000005085,15,11,joint_route,3000138,6,11,7,115.0,3610.8279427715147,0.18870349999633618
negative,253,11,11,True,11,0,0,2,22.0,327.7246546509513,124,620.0,2814.971201160464,64,87,0,True,15,33.0,3,0.198929300007876,15,11,joint_route,3000138,6,11,7,115.0,3604.9712011604643,0.19900190000771545
default,377,16,16,True,16,0,0,3,32.0,241.9415570577222,115,575.0,3111.064912923555,0,0,0,True,22,48.0,3,0.253370200007339,19,15,joint_route,3000139,7,16,7,105.0,3871.0649129235553,0.25343270000303164
negative,377,16,16,True,16,0,0,3,32.0,241.79062134876062,115,575.0,3108.6499415801695,117,68,0,True,22,48.0,3,0.25511379999807104,19,16,joint_route,3000139,7,16,7,105.0,3868.64994158017,0.25518590000865515
default,377,14,14,True,14,0,0,1,28.0,275.70648188212425,114,570.0,3117.8907463497394,0,0,0,True,14,42.0,3,0.24042329999792855,19,13,joint_route,3000140,1,14,7,102.0,3859.89074634974,0.24048629999742843
negative,365,14,14,True,14,0,0,1,28.0,271.9746611485903,113,565.0,3070.6452560802636,90,71,0,True,14,42.0,3,0.23891509999521077,19,13,joint_route,3000140,1,14,7,102.0,3807.645256080264,0.2390260000101989
default,299,13,13,True,13,0,0,0,26.0,261.1092707553984,113,565.0,2659.4205198201794,0,0,0,True,21,39.0,3,0.20104230000288226,18,11,joint_route,3000141,5,13,7,105.0,3394.4205198201794,0.2011047999985749
negative,299,13,13,True,13,0,0,0,26.0,261.1092707553984,113,565.0,2659.4205198201794,58,74,0,True,21,39.0,3,0.20662240000092424,18,11,joint_route,3000141,5,13,7,105.0,3394.4205198201794,0.2066904999956023
default,364,14,14,True,14,0,0,0,28.0,241.87198957033735,112,560.0,2655.207853984723,0,0,0,True,13,42.0,3,0.22990020000725053,18,14,joint_route,3000142,3,14,7,101.0,3386.207853984723,0.22995819999778178
negative,364,14,14,True,14,0,0,0,28.0,241.77107201623107,112,560.0,2653.795008227235,78,72,0,True,13,42.0,3,0.23374989999865647,18,14,joint_route,3000142,3,14,7,101.0,3384.795008227235,0.23381760000484064
default,354,15,15,True,15,0,0,0,30.0,259.51609344374316,111,555.0,3159.7414016561474,0,0,0,True,16,45.0,3,0.23402859999623615,20,15,joint_route,3000143,6,15,7,103.0,3892.7414016561474,0.23408910000580363
negative,330,15,15,True,15,0,0,0,30.0,238.24995011680977,109,545.0,2850.749251752146,63,68,0,True,16,45.0,3,0.22145179999643005,20,15,joint_route,3000143,6,15,7,103.0,3573.7492517521464,0.22152609999466222
default,262,11,11,True,11,0,0,2,22.0,322.57130537579536,112,560.0,2831.284359133749,0,0,0,True,17,33.0,3,0.17270579999603797,15,11,joint_route,3000144,6,11,7,102.0,3548.284359133749,0.1727619000012055
negative,262,11,11,True,11,0,0,2,22.0,320.7834042202502,112,560.0,2811.617446422752,41,79,0,True,17,33.0,3,0.1826786000019638,15,11,joint_route,3000144,6,11,7,102.0,3528.617446422752,0.1827499000064563
default,308,14,14,True,14,0,0,3,28.0,264.58542704571477,122,610.0,2909.1959786400066,0,0,0,True,13,42.0,3,0.20436920000065584,17,14,joint_route,3000145,4,14,7,115.0,3704.1959786400066,0.2044263999996474
negative,308,14,14,True,14,0,0,3,28.0,264.6916528232485,122,610.0,2910.6831395254785,79,83,0,True,13,42.0,3,0.21274079999420792,17,14,joint_route,3000145,4,14,7,115.0,3705.6831395254785,0.21280899998964742
default,409,16,16,True,16,0,0,0,32.0,248.84422094163702,113,565.0,3233.5075350661923,0,0,0,True,23,48.0,3,0.2754014000092866,21,15,joint_route,3000146,4,16,6,103.0,3981.5075350661923,0.27546049999364186
negative,421,16,16,True,16,0,0,0,32.0,242.45088903185584,114,570.0,3126.2142245096934,98,65,0,True,23,48.0,3,0.28158140000596177,21,14,joint_route,3000146,4,16,6,103.0,3879.2142245096934,0.281661000000895
default,319,15,15,True,15,0,0,2,30.0,269.89756071771217,111,555.0,3315.4634107656825,0,0,0,True,27,45.0,3,0.24366910000389908,19,15,joint_route,3000147,9,15,7,103.0,4048.4634107656825,0.24373289999493863
negative,331,15,15,True,15,0,0,2,30.0,268.44415729694055,112,560.0,3288.662359454108,73,65,0,True,27,45.0,3,0.25342759999330156,19,15,joint_route,3000147,9,15,7,103.0,4026.662359454108,0.25349759998789523
default,296,12,12,True,12,0,0,0,24.0,281.78650180156507,114,570.0,2646.4380216187806,0,0,0,True,18,36.0,3,0.19070490000012796,17,12,joint_route,3000148,3,12,7,105.0,3381.4380216187806,0.1907593999931123
negative,308,12,12,True,12,0,0,0,24.0,276.85329536420863,115,575.0,2582.2395443705036,80,80,0,True,18,36.0,3,0.1999189999914961,17,12,joint_route,3000148,3,12,7,105.0,3322.2395443705036,0.19998650001070928
default,420,16,16,True,16,0,0,0,32.0,236.5181176074233,108,540.0,3067.289881718772,0,0,0,True,23,48.0,3,0.28088939998997375,21,16,joint_route,3000149,3,16,6,97.0,3784.289881718773,0.28095159999793395
negative,420,16,16,True,16,0,0,0,32.0,233.34908905637957,108,540.0,3016.5854249020713,88,61,0,True,23,48.0,3,0.2797469000070123,21,16,joint_route,3000149,3,16,6,97.0,3733.585424902073,0.2798237000097288
default,408,16,16,True,16,0,0,0,32.0,228.1265436911472,107,535.0,2940.024699058355,0,0,0,True,22,48.0,3,0.2618260999879567,21,16,joint_route,3000150,4,16,6,95.0,3650.024699058355,0.26188989999354817
negative,387,16,16,True,16,0,0,0,32.0,222.53735993530105,106,530.0,2855.597758964817,88,61,0,True,22,48.0,3,0.25636349999695085,21,16,joint_route,3000150,4,16,6,95.0,3560.597758964817,0.2564404000004288
default,437,16,16,True,16,0,0,2,32.0,250.42304099468788,123,615.0,3203.7686559150056,0,0,0,True,15,48.0,3,0.3049507999967318,19,15,joint_route,3000151,1,16,7,108.0,4006.768655915006,0.3050203999882797
negative,425,16,16,True,16,0,0,2,32.0,243.2366137816424,122,610.0,3093.785820506278,134,70,0,True,15,48.0,3,0.2987451999943005,19,15,joint_route,3000151,1,16,7,108.0,3891.7858205062785,0.29882240000006277
default,374,16,16,True,16,0,0,2,32.0,241.5739218990617,118,590.0,3087.182750384987,0,0,0,True,14,48.0,3,0.23736939999798778,19,16,joint_route,3000152,2,16,7,108.0,3865.1827503849872,0.23743340000510216
negative,350,16,16,True,16,0,0,2,32.0,217.35942216246033,116,580.0,2709.750754599365,76,75,0,True,14,48.0,3,0.2424920000048587,19,16,joint_route,3000152,2,16,7,108.0,3477.7507545993653,0.24257280000892933
default,387,15,15,True,15,0,0,0,30.0,249.60954392568053,108,540.0,3033.1431588852083,0,0,0,True,21,45.0,3,0.2563046000141185,20,15,joint_route,3000153,5,15,7,96.0,3744.143158885208,0.25636539999686647
negative,363,15,15,True,15,0,0,0,30.0,241.6254797732211,106,530.0,2923.3821965983166,66,64,0,True,21,45.0,3,0.24151180000626482,20,15,joint_route,3000153,5,15,7,96.0,3624.382196598316,0.24157610000111163
default,333,14,14,True,14,0,0,0,28.0,261.62324966062886,114,570.0,2916.7254952488033,0,0,0,True,26,42.0,3,0.21882819999882486,19,11,joint_route,3000154,6,14,7,106.0,3662.725495248804,0.21888339999713935
negative,321,14,14,True,14,0,0,0,28.0,251.12605151905072,113,565.0,2774.7647212667102,71,72,0,True,26,42.0,3,0.21722249999584164,19,11,joint_route,3000154,6,14,7,106.0,3515.7647212667102,0.21729200000117999
default,274,11,11,True,11,0,0,3,22.0,331.4784438933522,125,625.0,2850.262882826874,0,0,0,True,16,33.0,3,0.1856839999963995,14,10,joint_route,3000155,4,11,7,116.0,3646.2628828268744,0.18574380000063684
negative,286,11,11,True,11,0,0,3,22.0,329.8404260780883,126,630.0,2827.2446868589714,97,90,0,True,16,33.0,3,0.19442759999947157,14,9,joint_route,3000155,4,11,7,116.0,3628.2446868589714,0.19449940000777133
default,331,14,14,True,14,0,0,2,28.0,260.3408200748828,122,610.0,2852.77148104836,0,0,0,True,13,42.0,3,0.21908070000063162,18,14,joint_route,3000156,6,14,7,112.0,3644.7714810483594,0.21913860000495333
negative,331,14,14,True,14,0,0,2,28.0,258.38360551145126,122,610.0,2825.370477160318,99,82,0,True,13,42.0,3,0.2266879999951925,18,14,joint_route,3000156,6,14,7,112.0,3617.370477160318,0.22676610000780784
default,375,15,15,True,15,0,0,0,30.0,249.57099325531394,106,530.0,3042.5648988297094,0,0,0,True,18,45.0,3,0.23793170000135433,20,14,joint_route,3000157,2,15,7,96.0,3743.564898829709,0.23799069999950007
negative,387,15,15,True,15,0,0,0,30.0,248.38758424771063,107,535.0,3019.81376371566,69,63,0,True,18,45.0,3,0.24926630000118166,20,14,joint_route,3000157,2,15,7,96.0,3725.8137637156597,0.24933679999958258
default,284,12,12,True,12,0,0,1,24.0,285.5280396010467,120,600.0,2655.336475212561,0,0,0,True,2,36.0,3,0.18036840000422671,13,12,joint_route,3000158,0,12,7,111.0,3426.3364752125603,0.18043599999509752
negative,296,12,12,True,12,0,0,1,24.0,282.8984891507972,121,605.0,2618.781869809567,78,87,0,True,2,36.0,3,0.18730040000809822,13,12,joint_route,3000158,0,12,7,111.0,3394.7818698095666,0.18737010000040755
default,329,16,16,True,16,0,0,1,32.0,231.58161814893944,111,555.0,2964.305890383031,0,0,0,True,18,48.0,3,0.22338440000021365,20,16,joint_route,3000159,4,16,7,106.0,3705.305890383031,0.22344770000199787
negative,329,16,16,True,16,0,0,1,32.0,225.74762034141497,111,555.0,2870.96192546264,76,68,0,True,18,48.0,3,0.23150730000634212,20,16,joint_route,3000159,4,16,7,106.0,3611.9619254626396,0.231583499989938
default,306,13,13,True,13,0,0,2,26.0,285.5842504994013,112,560.0,2985.5952564922177,0,0,0,True,10,39.0,3,0.20568919999641366,14,13,joint_route,3000160,0,13,7,102.0,3712.5952564922172,0.20575079999980517
negative,306,13,13,True,13,0,0,2,26.0,284.8684990696271,112,560.0,2976.290487905153,57,74,0,True,10,39.0,3,0.20299720000184607,14,12,joint_route,3000160,0,13,7,102.0,3703.2904879051525,0.20306529999652412
default,229,10,10,True,10,0,0,0,20.0,331.71297392278007,111,555.0,2608.1297392278007,0,0,0,True,11,30.0,3,0.1625587999878917,14,10,joint_route,3000161,1,10,7,104.0,3317.1297392278007,0.16261100000701845
negative,229,10,10,True,10,0,0,0,20.0,331.71297392278007,111,555.0,2608.1297392278007,24,80,0,True,11,30.0,3,0.16628819999459665,14,10,joint_route,3000161,1,10,7,104.0,3317.1297392278007,0.16634879999037366
default,294,15,15,True,15,0,0,2,30.0,238.78603756143826,105,525.0,2880.790563421575,0,0,0,True,19,45.0,3,0.20408389999647625,17,15,joint_route,3000162,3,15,7,101.0,3581.790563421574,0.20415270001103636
negative,318,15,15,True,15,0,0,2,30.0,234.14994796561805,107,535.0,2801.2492194842716,62,67,0,True,19,45.0,3,0.21857250000175554,17,15,joint_route,3000162,3,15,7,101.0,3512.2492194842707,0.2186519000097178
default,332,15,15,True,15,0,0,2,30.0,252.5412931724278,111,555.0,3054.1193975864176,0,0,0,True,22,45.0,3,0.23574780000490136,19,15,joint_route,3000163,4,15,7,104.0,3788.119397586417,0.2358100999990711
negative,332,15,15,True,15,0,0,2,30.0,252.3904622242549,111,555.0,3051.856933363824,76,68,0,True,22,45.0,3,0.234618300004513,19,14,joint_route,3000163,4,15,7,104.0,3785.8569333638234,0.23469070000282954
default,363,15,15,True,15,0,0,1,30.0,251.27479947556836,106,530.0,3069.121992133525,0,0,0,True,15,45.0,3,0.23468290000164416,19,15,joint_route,3000164,3,15,7,95.0,3769.1219921335255,0.2347452000103658
negative,363,15,15,True,15,0,0,1,30.0,241.0860665946733,106,530.0,2916.2909989200984,60,65,0,True,15,45.0,3,0.24243220000062138,19,15,joint_route,3000164,3,15,7,95.0,3616.2909989200994,0.24251060000096913
default,263,10,10,True,10,0,0,0,20.0,321.0347365641176,122,610.0,2438.347365641176,0,0,0,True,5,30.0,3,0.17109219999110792,13,9,joint_route,3000165,0,10,7,112.0,3210.347365641176,0.17115280000143684
negative,263,10,10,True,10,0,0,0,20.0,320.5963747791478,122,610.0,2433.963747791478,69,92,0,True,5,30.0,3,0.16986109998833854,13,9,joint_route,3000165,0,10,7,112.0,3205.963747791478,0.16993160000129137
default,240,10,10,True,10,0,0,0,20.0,350.17517526789413,125,625.0,2709.7517526789416,0,0,0,True,21,30.0,3,0.1700773000047775,15,10,joint_route,3000166,5,10,7,117.0,3501.751752678941,0.1701344000030076
negative,240,10,10,True,10,0,0,0,20.0,348.3049971878164,125,625.0,2691.049971878165,67,95,0,True,21,30.0,3,0.17186089999449905,15,10,joint_route,3000166,5,10,7,117.0,3483.0499718781643,0.17192819999763742
default,263,11,11,True,11,0,0,0,22.0,308.42113232508086,114,570.0,2661.6324555758897,0,0,0,True,10,33.0,3,0.18458309999550693,14,11,joint_route,3000167,0,11,7,106.0,3392.6324555758893,0.18463920000067446
negative,263,11,11,True,11,0,0,0,22.0,308.42113232508086,114,570.0,2661.6324555758897,46,81,0,True,10,33.0,3,0.18463879999762867,14,11,joint_route,3000167,0,11,7,106.0,3392.6324555758893,0.1847074999968754
default,317,14,14,True,14,0,0,2,28.0,271.03571041865536,114,570.0,3048.4999458611755,0,0,0,True,13,42.0,3,0.23933620000025257,18,12,joint_route,3000168,3,14,7,106.0,3794.4999458611746,0.2394040000071982
negative,317,14,14,True,14,0,0,2,28.0,266.027491106331,114,570.0,2978.3848754886344,74,76,0,True,13,42.0,3,0.2060910000000149,18,12,joint_route,3000168,3,14,7,106.0,3724.384875488634,0.20617210000636987
default,305,13,13,True,13,0,0,1,26.0,272.69096423287994,111,555.0,2821.98253502744,0,0,0,True,11,39.0,3,0.1996406999969622,16,13,joint_route,3000169,3,13,7,103.0,3544.982535027439,0.19970050000119954
negative,305,13,13,True,13,0,0,1,26.0,271.9654861276672,111,555.0,2812.5513196596744,58,76,0,True,11,39.0,3,0.20733380000456236,16,13,joint_route,3000169,3,13,7,103.0,3535.5513196596735,0.20740549999754876
default,216,10,10,True,10,0,0,0,20.0,325.0674911536232,120,600.0,2486.674911536233,0,0,0,True,9,30.0,3,0.14474640000844374,13,9,joint_route,3000170,2,10,7,114.0,3250.6749115362322,0.1448006999999052
negative,216,10,10,True,10,0,0,0,20.0,313.7452773440849,120,600.0,2373.45277344085,46,93,0,True,9,30.0,3,0.15485560000524856,13,10,joint_route,3000170,2,10,7,114.0,3137.4527734408493,0.15492440000525676
default,423,15,15,True,15,0,0,0,30.0,256.3487955082976,111,555.0,3118.2319326244638,0,0,0,True,13,45.0,3,0.2724019000015687,19,14,joint_route,3000171,4,15,7,97.0,3845.2319326244638,0.2724610000004759
negative,423,15,15,True,15,0,0,0,30.0,256.3487955082976,111,555.0,3118.2319326244638,95,65,0,True,13,45.0,3,0.27396559999033343,19,14,joint_route,3000171,4,15,7,97.0,3845.2319326244638,0.2740537000063341
default,367,15,15,True,15,0,0,1,30.0,239.5602576324369,111,555.0,2863.4038644865536,0,0,0,True,18,45.0,3,0.24683139999979176,19,14,joint_route,3000172,10,15,7,100.0,3593.4038644865536,0.24689650000073016
negative,343,15,15,True,15,0,0,1,30.0,227.11735451281695,109,545.0,2686.7603176922544,62,66,0,True,18,45.0,3,0.22885900000983384,19,14,joint_route,3000172,10,15,7,100.0,3406.7603176922544,0.22893450000265148
default,357,15,15,True,15,0,0,1,30.0,237.06966559598757,111,555.0,2824.0449839398125,0,0,0,True,33,45.0,3,0.2556386999931419,20,14,joint_route,3000173,10,15,7,102.0,3556.0449839398134,0.2557027000002563
negative,357,15,15,True,15,0,0,1,30.0,236.8944615565071,111,555.0,2821.416923347606,74,64,0,True,33,45.0,3,0.2522577000054298,20,13,joint_route,3000173,10,15,7,102.0,3553.416923347607,0.25233200000366196
default,298,13,13,True,13,0,0,2,26.0,288.5366170726409,115,575.0,3005.976021944332,0,0,0,True,14,39.0,3,0.21978230000240728,17,12,joint_route,3000174,4,13,7,105.0,3750.976021944332,0.2198452000011457
negative,286,13,13,True,13,0,0,2,26.0,277.7416981182156,114,570.0,2870.6420755368035,69,74,0,True,14,39.0,3,0.21672769999713637,17,12,joint_route,3000174,4,13,7,105.0,3610.642075536803,0.21680840000044554
default,322,13,13,True,13,0,0,0,26.0,274.22836861189415,113,565.0,2830.968791954624,0,0,0,True,21,39.0,3,0.22097670000221115,18,13,joint_route,3000175,6,13,7,104.0,3564.968791954624,0.22103169999900274
negative,310,13,13,True,13,0,0,0,26.0,266.4145920170414,112,560.0,2734.3896962215385,48,72,0,True,21,39.0,3,0.21987260000605602,18,13,joint_route,3000175,6,13,7,104.0,3463.3896962215385,0.2199454999936279
default,284,13,13,True,13,0,0,0,26.0,258.6443229637156,112,560.0,2632.376198528302,0,0,0,True,10,39.0,3,0.19890400000440422,16,13,joint_route,3000176,2,13,7,105.0,3362.376198528302,0.19895890000043437
negative,284,13,13,True,13,0,0,0,26.0,245.12967480287847,112,560.0,2456.6857724374204,65,76,0,True,10,39.0,3,0.20450130000244826,16,13,joint_route,3000176,2,13,7,105.0,3186.68577243742,0.2045769999967888
default,399,16,16,True,16,0,0,1,32.0,234.60599846207862,98,490.0,3097.695975393258,0,0,0,True,10,48.0,3,0.2552561000047717,18,16,joint_route,3000177,3,16,7,86.0,3753.695975393258,0.25532660000317264
negative,375,16,16,True,16,0,0,1,32.0,219.35912762318165,96,480.0,2863.746041970906,47,52,0,True,10,48.0,3,0.2453821999952197,18,16,joint_route,3000177,3,16,7,86.0,3509.7460419709064,0.24545700001181103
default,284,13,13,True,13,0,0,1,26.0,272.8736785546277,120,600.0,2769.3578212101606,0,0,0,True,24,39.0,3,0.1942016999964835,18,13,joint_route,3000178,7,13,7,113.0,3547.35782121016,0.19425889999547508
negative,308,13,13,True,13,0,0,1,26.0,275.0691414617509,122,610.0,2787.8988390027616,84,84,0,True,24,39.0,3,0.21075070000370033,18,13,joint_route,3000178,7,13,7,113.0,3575.8988390027616,0.21082100000057835
default,342,15,15,True,15,0,0,3,30.0,242.49591635113694,112,560.0,2899.4387452670535,0,0,0,True,22,45.0,3,0.2314055000024382,18,15,joint_route,3000179,4,15,7,103.0,3637.438745267054,0.23146569999516942
negative,342,15,15,True,15,0,0,3,30.0,242.49591635113694,112,560.0,2899.4387452670535,66,69,0,True,22,45.0,3,0.24415320000844076,18,15,joint_route,3000179,4,15,7,103.0,3637.438745267054,0.244232800003374
default,363,16,16,True,16,0,0,1,32.0,230.48096997881734,112,560.0,2944.6955196610775,0,0,0,True,16,48.0,3,0.23699569999007508,20,16,joint_route,3000180,1,16,7,103.0,3687.6955196610775,0.23707309999736026
negative,375,16,16,True,16,0,0,1,32.0,228.2460228092639,113,565.0,2903.936364948222,84,69,0,True,16,48.0,3,0.24850319999677595,20,16,joint_route,3000180,1,16,7,103.0,3651.9363649482225,0.2485754000081215
default,242,11,11,True,11,0,0,0,22.0,314.97790718316105,123,615.0,2677.756979014772,0,0,0,True,21,33.0,3,0.1826335000077961,16,11,joint_route,3000181,4,11,7,117.0,3464.7569790147713,0.182687900000019
negative,242,11,11,True,11,0,0,0,22.0,312.1088345791017,123,615.0,2646.1971803701185,63,89,0,True,21,33.0,3,0.18683320000127424,16,11,joint_route,3000181,4,11,7,117.0,3433.1971803701185,0.1869010999944294
default,318,15,15,True,15,0,0,1,30.0,244.00574184770954,109,545.0,2937.0861277156437,0,0,0,True,21,45.0,3,0.23038690000248607,19,15,joint_route,3000182,10,15,7,103.0,3660.086127715643,0.2304504000057932
negative,318,15,15,True,15,0,0,1,30.0,239.65999484109383,109,545.0,2871.8999226164083,51,67,0,True,21,45.0,3,0.22936689999187365,19,15,joint_route,3000182,10,15,7,103.0,3594.8999226164074,0.22946890001185238
default,262,11,11,True,11,0,0,1,22.0,312.7883204289594,124,620.0,2650.6715247185534,0,0,0,True,9,33.0,3,0.17580899999302346,15,10,joint_route,3000183,2,11,7,115.0,3440.6715247185534,0.1758720999932848
negative,250,11,11,True,11,0,0,1,22.0,302.5261910767779,123,615.0,2542.788101844557,62,93,0,True,9,33.0,3,0.16049209999619052,15,10,joint_route,3000183,2,11,7,115.0,3327.788101844557,0.1605654000013601
default,343,15,15,True,15,0,0,0,30.0,240.68034955527793,100,500.0,2944.2052433291688,0,0,0,True,13,45.0,3,0.23430909999297,19,15,joint_route,3000184,1,15,7,91.0,3610.2052433291688,0.23436889999720734
negative,331,15,15,True,15,0,0,0,30.0,233.38933484632358,99,495.0,2839.840022694854,48,57,0,True,13,45.0,3,0.2346209999959683,19,15,joint_route,3000184,1,15,7,91.0,3500.840022694854,0.23469189999741502
default,296,14,14,True,14,0,0,0,28.0,247.1982753954216,113,565.0,2717.7758555359023,0,0,0,True,14,42.0,3,0.19859600000199862,19,14,joint_route,3000185,3,14,7,108.0,3460.7758555359023,0.1986517999903299
negative,308,14,14,True,14,0,0,0,28.0,246.9955432699508,114,570.0,2709.937605779311,69,75,0,True,14,42.0,3,0.21687910000036936,19,13,joint_route,3000185,3,14,7,108.0,3457.937605779311,0.21694949999800883
default,297,14,14,True,14,0,0,5,28.0,271.4437802962946,113,565.0,3060.2129241481243,0,0,0,True,24,42.0,3,0.22655009999289177,15,13,joint_route,3000186,10,14,7,105.0,3800.2129241481243,0.22661529999459162
negative,297,14,14,True,14,0,0,5,28.0,272.2034427556035,113,565.0,3070.848198578449,71,69,0,True,24,42.0,3,0.23166679999849293,15,13,joint_route,3000186,10,14,7,105.0,3810.848198578449,0.2317357000138145
default,322,13,13,True,13,0,0,1,26.0,292.1291767067069,124,620.0,2998.67929718719,0,0,0,True,11,39.0,3,0.22246209999138955,16,12,joint_route,3000187,3,13,7,114.0,3797.67929718719,0.22252179999486543
negative,334,13,13,True,13,0,0,1,26.0,296.0127405530165,125,625.0,3044.165627189215,111,84,0,True,11,39.0,3,0.24144200001319405,16,13,joint_route,3000187,3,13,7,114.0,3848.165627189215,0.24151370000618044
default,216,10,10,True,10,0,0,0,20.0,333.86169339546825,117,585.0,2592.616933954682,0,0,0,True,8,30.0,3,0.1454479999956675,15,10,joint_route,3000188,2,10,7,111.0,3338.6169339546823,0.14550230000168085
negative,216,10,10,True,10,0,0,0,20.0,333.86169339546825,117,585.0,2592.616933954682,36,90,0,True,8,30.0,3,0.14827849999710452,15,10,joint_route,3000188,2,10,7,111.0,3338.6169339546823,0.1483477000001585
