arm,candidate_evaluations,clear,cleared,complete,deferred_targets,failed_clear,fallback,forced_targets,laser_s,mean_time_s,measure,measure_s,move_s,negative_constraints,negative_observations,negative_region_fallbacks,normal_exit,opportunistic_measures,optical_s,problem,program_time_s,route_replans,safe_clear_points,scheduling_policy,seed,skipped_known_measurements,sources,stations_visited,switch_s,virtual_time_s,wall_s
negative,342,15,15,True,15,0,0,1,30.0,232.96267306553364,110,550.0,2768.4400959830045,81,68,0,True,14,45.0,3,0.23354070000641514,20,15,joint_route,3000253,3,15,7,101.0,3494.4400959830045,0.23361239999940153
default,229,10,10,True,10,0,0,1,20.0,353.47364835324095,133,665.0,2694.7364835324097,0,0,0,True,16,30.0,3,0.16478010000719223,14,10,joint_route,3000254,3,10,7,125.0,3534.7364835324097,0.16483950000838377
negative,217,10,10,True,10,0,0,1,20.0,343.44137337735293,132,660.0,2599.413733773529,67,103,0,True,16,30.0,3,0.163802900002338,14,10,joint_route,3000254,3,10,7,125.0,3434.413733773529,0.16387040000699926
default,363,15,15,True,15,0,0,2,30.0,254.5756252903534,109,545.0,3099.6343793553006,0,0,0,True,7,45.0,3,0.22683890000917017,19,14,joint_route,3000255,6,15,7,99.0,3818.634379355301,0.22689730000274722
negative,363,15,15,True,15,0,0,2,30.0,250.39983590290632,109,545.0,3036.9975385435946,85,68,0,True,7,45.0,3,0.2332812999957241,19,14,joint_route,3000255,6,15,7,99.0,3755.9975385435946,0.23335679998854175
default,259,12,12,True,12,0,0,0,24.0,288.73685716329675,119,595.0,2696.8422859595617,0,0,0,True,7,36.0,3,0.15891820000251755,15,12,joint_route,3000256,0,12,7,113.0,3464.8422859595607,0.1589760000060778
negative,283,12,12,True,12,0,0,0,24.0,290.10071075921115,121,605.0,2703.2085291105336,83,89,0,True,7,36.0,3,0.1780127999954857,15,12,joint_route,3000256,0,12,7,113.0,3481.2085291105336,0.17807929999253247
default,345,13,13,True,13,0,0,0,26.0,288.3626854828774,120,600.0,2974.7149112774073,0,0,0,True,22,39.0,3,0.23861780000152066,18,13,joint_route,3000257,4,13,7,109.0,3748.7149112774064,0.23867549998976756
negative,321,13,13,True,13,0,0,0,26.0,269.99803830704406,118,590.0,2745.9744979915736,89,78,0,True,22,39.0,3,0.23018709999450948,18,13,joint_route,3000257,4,13,7,109.0,3509.9744979915727,0.23025930000585504
default,410,15,15,True,15,0,0,0,30.0,253.16897290339784,113,565.0,3057.534593550967,0,0,0,True,7,45.0,3,0.24136640000506304,19,12,joint_route,3000258,1,15,7,100.0,3797.5345935509677,0.24142520000168588
negative,422,15,15,True,15,0,0,0,30.0,250.6935184506866,114,570.0,3015.4027767602984,89,69,0,True,7,45.0,3,0.2666165999980876,19,13,joint_route,3000258,1,15,7,100.0,3760.4027767602993,0.2666923000069801
default,238,10,10,True,10,0,0,1,20.0,336.4313842326404,124,620.0,2579.3138423264045,0,0,0,True,5,30.0,3,0.1490373999986332,12,10,joint_route,3000259,1,10,7,115.0,3364.3138423264045,0.14909239999542478
negative,226,10,10,True,10,0,0,1,20.0,319.46167157984274,123,615.0,2414.6167157984273,49,97,0,True,5,30.0,3,0.14281750000372995,12,10,joint_route,3000259,1,10,7,115.0,3194.6167157984273,0.14289050000661518
default,387,15,15,True,15,0,0,1,30.0,240.84454460201422,114,570.0,2865.6681690302134,0,0,0,True,5,45.0,3,0.24031920000561513,16,14,joint_route,3000260,0,15,7,102.0,3612.6681690302134,0.24037610000232235
negative,375,15,15,True,15,0,0,1,30.0,233.80005445047343,113,565.0,2765.000816757101,67,71,0,True,5,45.0,3,0.23614730000554118,16,14,joint_route,3000260,0,15,7,102.0,3507.0008167571013,0.23622120000072755
default,228,10,10,True,10,0,0,3,20.0,337.1047582369778,126,630.0,2573.0475823697784,0,0,0,True,15,30.0,3,0.16247860000294168,13,10,joint_route,3000261,6,10,7,118.0,3371.047582369778,0.1625389999971958
negative,228,10,10,True,10,0,0,3,20.0,336.8917259925085,126,630.0,2570.917259925086,82,98,0,True,15,30.0,3,0.15738790000614244,13,9,joint_route,3000261,6,10,7,118.0,3368.917259925085,0.1574589000083506
default,240,12,12,True,12,0,0,1,24.0,315.8137559016796,116,580.0,3038.7650708201563,0,0,0,True,16,36.0,3,0.17373579999548383,15,12,joint_route,3000262,3,12,7,111.0,3789.7650708201554,0.1737888999923598
negative,240,12,12,True,12,0,0,1,24.0,306.683949554891,116,580.0,2929.207394658693,50,83,0,True,16,36.0,3,0.17357660000561737,15,11,joint_route,3000262,3,12,7,111.0,3680.207394658692,0.17364789999555796
default,289,13,13,True,13,0,0,6,26.0,282.1216076657453,124,620.0,2867.580899654688,0,0,0,True,21,39.0,3,0.21803620000719093,13,13,joint_route,3000263,12,13,7,115.0,3667.580899654689,0.21809410001151264
negative,289,13,13,True,13,0,0,6,26.0,282.41846517282636,124,620.0,2871.440047246743,90,82,0,True,21,39.0,3,0.22710259999439586,13,13,joint_route,3000263,12,13,7,115.0,3671.440047246743,0.22717360001115594
default,285,12,12,True,12,0,0,1,24.0,290.57476893547704,116,580.0,2740.8972272257247,0,0,0,True,5,36.0,3,0.1870963999972446,14,12,joint_route,3000264,1,12,7,106.0,3486.8972272257247,0.18715280000469647
negative,273,12,12,True,12,0,0,1,24.0,282.41808410344214,115,575.0,2648.0170092413055,49,82,0,True,5,36.0,3,0.1806259000004502,14,12,joint_route,3000264,1,12,7,106.0,3389.0170092413055,0.18069129998912103
default,332,16,16,True,16,0,0,3,32.0,239.13079953854938,109,545.0,3102.0927926167906,0,0,0,True,22,48.0,3,0.23371480000787415,19,15,joint_route,3000265,4,16,7,99.0,3826.09279261679,0.23377399999299087
negative,320,16,16,True,16,0,0,3,32.0,229.03248778760633,108,540.0,2945.5198046017013,58,61,0,True,22,48.0,3,0.23097689999849536,19,15,joint_route,3000265,4,16,7,99.0,3664.5198046017013,0.23104470000544097
default,319,13,13,True,13,0,0,2,26.0,290.6146491366492,121,605.0,2997.990438776439,0,0,0,True,9,39.0,3,0.19841890000679996,16,13,joint_route,3000266,1,13,7,110.0,3777.990438776439,0.19849030001205392
negative,307,13,13,True,13,0,0,2,26.0,281.06609012539496,120,600.0,2878.859171630135,67,84,0,True,9,39.0,3,0.19351369999640156,16,12,joint_route,3000266,1,13,7,110.0,3653.859171630135,0.1935836000047857
default,390,16,16,True,16,0,0,2,32.0,254.5489118272019,115,575.0,3312.7825892352303,0,0,0,True,23,48.0,3,0.2677144000044791,20,16,joint_route,3000267,10,16,7,105.0,4072.7825892352303,0.26777629999560304
negative,390,16,16,True,16,0,0,2,32.0,253.3673434973701,115,575.0,3293.877495957922,94,66,0,True,23,48.0,3,0.2758990000002086,20,16,joint_route,3000267,10,16,7,105.0,4053.8774959579214,0.27597119999700226
default,340,14,14,True,14,0,0,1,28.0,276.3431107045261,110,550.0,3148.803549863366,0,0,0,True,9,42.0,3,0.2072075999894878,18,13,joint_route,3000268,2,14,7,100.0,3868.803549863366,0.20726619999913964
negative,328,14,14,True,14,0,0,1,28.0,266.4644603234659,109,545.0,3015.502444528523,61,72,0,True,9,42.0,3,0.21084329999575857,18,13,joint_route,3000268,2,14,7,100.0,3730.502444528523,0.21090849999745842
default,250,12,12,True,12,0,0,1,24.0,282.2599462026925,123,615.0,2595.119354432311,0,0,0,True,11,36.0,3,0.16980709999916144,15,12,joint_route,3000269,3,12,7,117.0,3387.11935443231,0.16986150000593625
negative,262,12,12,True,12,0,0,1,24.0,282.9959009990831,124,620.0,2598.950811988998,73,90,0,True,11,36.0,3,0.1796502000070177,15,12,joint_route,3000269,3,12,7,117.0,3395.9508119889974,0.17972360001294874
default,275,11,11,True,11,0,0,1,22.0,295.68190643880416,121,605.0,2482.5009708268462,0,0,0,True,9,33.0,3,0.1795305000123335,15,10,joint_route,3000270,1,11,7,110.0,3252.500970826846,0.17958619999990333
negative,275,11,11,True,11,0,0,1,22.0,287.4539336966798,121,605.0,2391.993270663479,65,88,0,True,9,33.0,3,0.18096180001157336,15,9,joint_route,3000270,1,11,7,110.0,3161.993270663478,0.18103329998848494
default,342,15,15,True,15,0,0,3,30.0,246.02958086505353,121,605.0,2897.4437129758035,0,0,0,True,16,45.0,3,0.22488170000724494,18,14,joint_route,3000271,3,15,7,113.0,3690.443712975803,0.22494410000217613
negative,342,15,15,True,15,0,0,3,30.0,242.66252462626414,121,605.0,2846.9378693939625,90,78,0,True,16,45.0,3,0.23527399999147747,18,14,joint_route,3000271,3,15,7,113.0,3639.937869393962,0.23534710000967607
default,364,15,15,True,15,0,0,0,30.0,250.91544221778886,112,560.0,3026.731633266833,0,0,0,True,9,45.0,3,0.2413747999962652,19,15,joint_route,3000272,4,15,7,102.0,3763.731633266833,0.24143280000134837
negative,364,15,15,True,15,0,0,0,30.0,250.74029542779587,112,560.0,3024.104431416938,84,70,0,True,9,45.0,3,0.23888499999884516,19,15,joint_route,3000272,4,15,7,102.0,3761.104431416938,0.23895610000181478
default,399,16,16,True,16,0,0,3,32.0,246.74549216944033,110,550.0,3217.9278747110457,0,0,0,True,22,48.0,3,0.2655070000037085,19,15,joint_route,3000273,7,16,7,100.0,3947.927874711045,0.2655704000062542
negative,399,16,16,True,16,0,0,3,32.0,245.12872250715301,110,550.0,3192.0595601144487,84,62,0,True,22,48.0,3,0.2697476000030292,19,15,joint_route,3000273,7,16,7,100.0,3922.0595601144482,0.2698243999911938
default,229,11,11,True,11,0,0,1,22.0,310.48643368137584,113,565.0,2688.3507704951344,0,0,0,True,15,33.0,3,0.17112669999187347,16,11,joint_route,3000274,6,11,7,107.0,3415.3507704951344,0.17119029999594204
negative,229,11,11,True,11,0,0,1,22.0,305.8198432887809,113,565.0,2637.0182761765896,47,82,0,True,15,33.0,3,0.16681049999897368,16,11,joint_route,3000274,6,11,7,107.0,3364.0182761765896,0.16688290001184214
default,401,16,16,True,16,0,0,2,32.0,245.13549534101097,110,550.0,3193.1679254561755,0,0,0,True,20,48.0,3,0.2664943999989191,20,16,joint_route,3000275,8,16,7,99.0,3922.1679254561755,0.2665592999983346
negative,401,16,16,True,16,0,0,2,32.0,245.13549534101097,110,550.0,3193.1679254561755,87,62,0,True,20,48.0,3,0.2731904999964172,20,16,joint_route,3000275,8,16,7,99.0,3922.1679254561755,0.2732625999924494
default,252,11,11,True,11,0,0,1,22.0,306.5020938586971,119,595.0,2610.523032445668,0,0,0,True,13,33.0,3,0.17408549999527168,16,10,joint_route,3000276,4,11,7,111.0,3371.523032445668,0.17414039999130182
negative,252,11,11,True,11,0,0,1,22.0,306.5020938586971,119,595.0,2610.523032445668,62,85,0,True,13,33.0,3,0.18295349999971222,16,10,joint_route,3000276,4,11,7,111.0,3371.523032445668,0.18302219999895897
default,241,11,11,True,11,0,0,2,22.0,314.54591244314156,123,615.0,2674.005036874557,0,0,0,True,13,33.0,3,0.1771339000115404,15,10,joint_route,3000277,2,11,7,116.0,3460.005036874557,0.17719339999894146
negative,229,11,11,True,11,0,0,2,22.0,305.3514897618507,122,610.0,2577.866387380359,73,90,0,True,13,33.0,3,0.18044039999949746,15,11,joint_route,3000277,2,11,7,116.0,3358.866387380358,0.18051419999392238
default,240,11,11,True,11,0,0,1,22.0,322.23682139456474,116,580.0,2801.605035340212,0,0,0,True,10,33.0,3,0.16549130000930745,12,11,joint_route,3000278,0,11,7,108.0,3544.6050353402125,0.16554690001066774
negative,228,11,11,True,11,0,0,1,22.0,312.05008889780095,115,575.0,2694.55097787581,36,85,0,True,10,33.0,3,0.1606477999885101,12,11,joint_route,3000278,0,11,7,108.0,3432.5509778758105,0.16071339999325573
default,403,16,16,True,16,0,0,0,32.0,216.3172814734602,105,525.0,2761.0765035753634,0,0,0,True,36,48.0,3,0.27986880000389647,21,16,joint_route,3000279,7,16,6,95.0,3461.0765035753634,0.2799273000127869
negative,391,16,16,True,16,0,0,0,32.0,209.8650241045759,104,520.0,2662.840385673214,78,54,0,True,36,48.0,3,0.27593220000562724,21,16,joint_route,3000279,7,16,6,95.0,3357.8403856732143,0.27600430000165943
default,228,10,10,True,10,0,0,1,20.0,330.32257148881297,123,615.0,2523.2257148881295,0,0,0,True,10,30.0,3,0.1528542999876663,13,9,joint_route,3000280,2,10,7,115.0,3303.2257148881295,0.1529080000036629
negative,240,10,10,True,10,0,0,1,20.0,327.0148696165394,124,620.0,2485.1486961653936,68,94,0,True,10,30.0,3,0.16144669998902828,13,9,joint_route,3000280,2,10,7,115.0,3270.148696165394,0.16151629999512807
default,286,15,15,True,15,0,0,5,30.0,246.89686473032089,113,565.0,2960.452970954814,0,0,0,True,18,45.0,3,0.21108290000120178,16,15,joint_route,3000281,16,15,7,103.0,3703.4529709548133,0.21114089999173302
negative,286,15,15,True,15,0,0,5,30.0,246.89686473032089,113,565.0,2960.452970954814,86,69,0,True,18,45.0,3,0.21769960000528954,16,15,joint_route,3000281,16,15,7,103.0,3703.4529709548133,0.21776899999531452
default,316,14,14,True,14,0,0,0,28.0,265.71804258777917,105,525.0,3028.052596228909,0,0,0,True,7,42.0,3,0.19642509998811875,17,14,joint_route,3000282,5,14,7,97.0,3720.0525962289084,0.19648460000462364
negative,304,14,14,True,14,0,0,0,28.0,257.45898164762775,104,520.0,2917.425743066789,41,69,0,True,7,42.0,3,0.19128579999960493,17,14,joint_route,3000282,5,14,7,97.0,3604.4257430667885,0.19135899998946115
default,285,14,14,True,14,0,0,2,28.0,260.11982670271107,107,535.0,2937.6775738379547,0,0,0,True,16,42.0,3,0.20691269999952056,17,14,joint_route,3000283,2,14,7,99.0,3641.6775738379547,0.20696979999775067
negative,285,14,14,True,14,0,0,2,28.0,255.26761159661433,107,535.0,2869.7465623526004,46,68,0,True,16,42.0,3,0.21177890000399202,17,14,joint_route,3000283,2,14,7,99.0,3573.7465623526004,0.2118497000046773
default,308,13,13,True,13,0,0,2,26.0,263.32103019447936,113,565.0,2690.173392528231,0,0,0,True,9,39.0,3,0.20259799998893868,16,13,joint_route,3000284,2,13,7,103.0,3423.1733925282315,0.2026612999907229
negative,296,13,13,True,13,0,0,2,26.0,251.36597609812986,112,560.0,2539.757689275688,44,75,0,True,9,39.0,3,0.20134889999462757,16,13,joint_route,3000284,2,13,7,103.0,3267.7576892756883,0.20142759999725968
default,225,10,10,True,10,0,0,1,20.0,377.91612469703534,119,595.0,3023.1612469703537,0,0,0,True,7,30.0,3,0.1407282000000123,13,10,joint_route,3000285,1,10,7,111.0,3779.1612469703537,0.14078450000670273
negative,225,10,10,True,10,0,0,1,20.0,362.4475338995922,119,595.0,2868.4753389959214,50,93,0,True,7,30.0,3,0.14269570000760723,13,10,joint_route,3000285,1,10,7,111.0,3624.475338995922,0.1427698000043165
default,401,16,16,True,16,0,0,0,32.0,230.63669599335444,110,550.0,2960.1871358936705,0,0,0,True,23,48.0,3,0.262513100009528,21,16,joint_route,3000286,4,16,6,100.0,3690.187135893671,0.2625804999988759
negative,401,16,16,True,16,0,0,0,32.0,227.5105598651525,110,550.0,2910.1689578424393,98,61,0,True,23,48.0,3,0.2677671999990707,21,16,joint_route,3000286,4,16,6,100.0,3640.16895784244,0.26785440000821836
default,331,14,14,True,14,0,0,0,28.0,276.40773291903866,113,565.0,3130.7082608665405,0,0,0,True,20,42.0,3,0.2233262000081595,19,14,joint_route,3000287,5,14,7,104.0,3869.708260866541,0.22339610000199173
negative,331,14,14,True,14,0,0,0,28.0,275.85637064111813,113,565.0,3122.9891889756536,74,72,0,True,20,42.0,3,0.22807369999645744,19,14,joint_route,3000287,5,14,7,104.0,3861.989188975654,0.22814239999570418
default,319,14,14,True,14,0,0,0,28.0,266.0052752856378,111,555.0,2997.073853998929,0,0,0,True,17,42.0,3,0.21733390000008512,18,13,joint_route,3000288,2,14,7,102.0,3724.0738539989297,0.2173923999944236
negative,307,14,14,True,14,0,0,0,28.0,259.27047261303727,110,550.0,2907.7866165825217,57,70,0,True,17,42.0,3,0.20932639999955427,18,14,joint_route,3000288,2,14,7,102.0,3629.786616582522,0.20939740000176243
default,389,15,15,True,15,0,0,0,30.0,252.6281840794964,108,540.0,3077.422761192446,0,0,0,True,17,45.0,3,0.25676580000435933,19,15,joint_route,3000289,1,15,7,97.0,3789.422761192446,0.2568239999964135
negative,377,15,15,True,15,0,0,0,30.0,250.43122577913525,107,535.0,3049.4683866870287,68,63,0,True,17,45.0,3,0.2500414000096498,19,15,joint_route,3000289,1,15,7,97.0,3756.4683866870287,0.25010910000128206
default,344,13,13,True,13,0,0,5,26.0,300.5557587665213,116,580.0,3158.224863964778,0,0,0,True,16,39.0,3,0.22463559999596328,14,13,joint_route,3000290,11,13,7,104.0,3907.2248639647773,0.22469760000240058
negative,320,13,13,True,13,0,0,5,26.0,292.53512237422376,114,570.0,3063.9565908649097,65,76,0,True,16,39.0,3,0.21221349999541417,14,13,joint_route,3000290,11,13,7,104.0,3802.9565908649092,0.2122858999937307
default,171,10,10,True,10,0,0,0,20.0,307.72855625466434,117,585.0,2327.2855625466445,0,0,0,True,21,30.0,3,0.13233279999985825,15,10,joint_route,3000291,4,10,7,115.0,3077.2855625466436,0.13238479998835828
negative,171,10,10,True,10,0,0,0,20.0,307.80717886409445,117,585.0,2328.0717886409457,37,91,0,True,21,30.0,3,0.1378448000032222,15,10,joint_route,3000291,4,10,7,115.0,3078.0717886409448,0.13790649999282323
default,262,10,10,True,10,0,0,0,20.0,314.935185962286,126,630.0,2352.35185962286,0,0,0,True,12,30.0,3,0.1689646000013454,15,9,joint_route,3000292,4,10,7,117.0,3149.35185962286,0.16901890000735875
negative,262,10,10,True,10,0,0,0,20.0,314.0450488090801,126,630.0,2343.4504880908003,63,96,0,True,12,30.0,3,0.1687831000017468,15,9,joint_route,3000292,4,10,7,117.0,3140.4504880908007,0.16885269999329466
default,239,11,11,True,11,0,0,1,22.0,333.73394793696355,115,575.0,2934.073427306598,0,0,0,True,10,33.0,3,0.15891409998585004,16,11,joint_route,3000293,3,11,7,107.0,3671.073427306599,0.1589741000061622
negative,251,11,11,True,11,0,0,1,22.0,325.3395800377391,116,580.0,2836.7353804151303,53,85,0,True,10,33.0,3,0.17277689999900758,16,11,joint_route,3000293,3,11,7,107.0,3578.7353804151303,0.17284359999757726
default,298,12,12,True,12,0,0,4,24.0,285.7553651840261,126,630.0,2625.064382208313,0,0,0,True,19,36.0,3,0.19993160000012722,14,11,joint_route,3000294,3,12,7,114.0,3429.0643822083134,0.19999259999895003
negative,298,12,12,True,12,0,0,4,24.0,286.2964030555424,126,630.0,2631.5568366665075,91,89,0,True,19,36.0,3,0.20333340000070166,14,11,joint_route,3000294,3,12,7,114.0,3435.5568366665084,0.20340179999766406
default,354,13,13,True,13,0,0,2,26.0,276.3531104741143,129,645.0,2765.5904361634857,0,0,0,True,15,39.0,3,0.21539209999900777,16,10,joint_route,3000295,3,13,7,117.0,3592.590436163486,0.2154589000128908
negative,354,13,13,True,13,0,0,2,26.0,276.68850118488893,129,645.0,2769.950515403556,110,89,0,True,15,39.0,3,0.22562630000174977,16,11,joint_route,3000295,3,13,7,117.0,3596.9505154035564,0.22570099998847581
default,375,16,16,True,16,0,0,2,32.0,241.5241542151268,111,555.0,3128.3864674420292,0,0,0,True,11,48.0,3,0.2387964999943506,19,16,joint_route,3000296,1,16,7,101.0,3864.386467442029,0.23885810001229402
negative,375,16,16,True,16,0,0,2,32.0,237.7274187825155,111,555.0,3067.6387005202487,70,67,0,True,11,48.0,3,0.250512600003276,19,16,joint_route,3000296,1,16,7,101.0,3803.638700520248,0.25058500000159256
default,369,15,15,True,15,0,0,1,30.0,246.23264129737035,114,570.0,2945.4896194605553,0,0,0,True,24,45.0,3,0.25900750000437256,19,15,joint_route,3000297,6,15,7,103.0,3693.4896194605553,0.25906909999321215
negative,357,15,15,True,15,0,0,1,30.0,235.4523644728204,113,565.0,2788.7854670923057,86,67,0,True,24,45.0,3,0.259421900002053,19,15,joint_route,3000297,6,15,7,103.0,3531.7854670923057,0.2594988999917405
default,330,12,12,True,12,0,0,0,24.0,309.5402460884224,122,610.0,2934.482953061068,0,0,0,True,7,36.0,3,0.20700559999386314,15,11,joint_route,3000298,0,12,7,110.0,3714.4829530610687,0.20706459999200888
negative,330,12,12,True,12,0,0,0,24.0,309.5402460884224,122,610.0,2934.482953061068,87,86,0,True,7,36.0,3,0.20236100000329316,15,11,joint_route,3000298,0,12,7,110.0,3714.4829530610687,0.20243099999788683
default,412,16,16,True,16,0,0,4,32.0,257.3994836290788,126,630.0,3296.391738065261,0,0,0,True,23,48.0,3,0.2723227000096813,18,16,joint_route,3000299,4,16,7,112.0,4118.391738065261,0.272391599995899
negative,400,16,16,True,16,0,0,4,32.0,247.20975851473492,125,625.0,3138.3561362357586,117,76,0,True,23,48.0,3,0.27316979999886826,18,16,joint_route,3000299,4,16,7,112.0,3955.3561362357586,0.27324500000395346
default,275,13,13,True,13,0,0,0,26.0,264.4500500350325,113,565.0,2700.8506504554225,0,0,0,True,21,39.0,3,0.1920523000007961,17,13,joint_route,3000300,2,13,7,107.0,3437.8506504554225,0.19213139999192208
negative,275,13,13,True,13,0,0,0,26.0,264.4500500350325,113,565.0,2700.8506504554225,56,76,0,True,21,39.0,3,0.19541680000838824,17,13,joint_route,3000300,2,13,7,107.0,3437.8506504554225,0.19548530000611208
default,229,10,10,True,10,0,0,5,20.0,355.32678516344856,119,595.0,2797.267851634486,0,0,0,True,7,30.0,3,0.15930649999063462,11,10,joint_route,3000301,14,10,7,111.0,3553.2678516344854,0.15936049999436364
negative,229,10,10,True,10,0,0,5,20.0,355.32678516344856,119,595.0,2797.267851634486,46,89,0,True,7,30.0,3,0.16180390000226907,11,10,joint_route,3000301,14,10,7,111.0,3553.2678516344854,0.16187389999686275
default,385,16,16,True,16,0,0,1,32.0,231.39715061325114,103,515.0,3014.354409812018,0,0,0,True,23,48.0,3,0.24913159999414347,20,16,joint_route,3000302,3,16,7,93.0,3702.3544098120183,0.24919419999059755
negative,373,16,16,True,16,0,0,1,32.0,231.88778436364177,102,510.0,3027.2045498182674,60,58,0,True,23,48.0,3,0.24757690000114962,20,16,joint_route,3000302,3,16,7,93.0,3710.2045498182683,0.24764919999870472
default,241,11,11,True,11,0,0,2,22.0,319.9015173886355,123,615.0,2733.9166912749906,0,0,0,True,14,33.0,3,0.16653770000266377,12,11,joint_route,3000303,0,11,7,115.0,3518.9166912749906,0.1665999999968335
negative,241,11,11,True,11,0,0,2,22.0,311.6582658292294,123,615.0,2643.240924121523,65,90,0,True,14,33.0,3,0.17254899999534246,12,11,joint_route,3000303,0,11,7,115.0,3428.240924121523,0.17262409999966621
default,399,15,15,True,15,0,0,1,30.0,274.51942157562354,113,565.0,3378.791323634353,0,0,0,True,18,45.0,3,0.2553082000085851,20,15,joint_route,3000304,7,15,7,99.0,4117.791323634353,0.2553702000004705
negative,399,15,15,True,15,0,0,1,30.0,274.50104695333533,113,565.0,3378.51570430003,97,66,0,True,18,45.0,3,0.2592411999939941,20,15,joint_route,3000304,7,15,7,99.0,4117.51570430003,0.25931339999078773
default,216,11,11,True,11,0,0,1,22.0,304.8654487213399,123,615.0,2566.519935934739,0,0,0,True,14,33.0,3,0.15478619998611975,15,11,joint_route,3000305,3,11,7,117.0,3353.5199359347384,0.1548490999994101
negative,228,11,11,True,11,0,0,1,22.0,286.3560959767242,124,620.0,2357.9170557439666,47,93,0,True,14,33.0,3,0.16289140000299085,15,11,joint_route,3000305,3,11,7,117.0,3149.917055743966,0.16296390000206884
default,262,10,10,True,10,0,0,3,20.0,365.03314555958434,132,660.0,2820.3314555958436,0,0,0,True,14,30.0,3,0.1703583000053186,13,10,joint_route,3000306,4,10,7,120.0,3650.3314555958436,0.17041789999348111
negative,238,10,10,True,10,0,0,3,20.0,345.0531941968256,130,650.0,2630.5319419682564,65,103,0,True,14,30.0,3,0.15300800000841264,13,10,joint_route,3000306,4,10,7,120.0,3450.531941968256,0.1530810999975074
default,252,12,12,True,12,0,0,3,24.0,299.70525963449217,127,635.0,2782.463115613906,0,0,0,True,23,36.0,3,0.18562660001043696,15,12,joint_route,3000307,3,12,7,119.0,3596.4631156139058,0.18568750000849832
negative,240,12,12,True,12,0,0,3,24.0,290.6259951853783,126,630.0,2678.5119422245402,66,91,0,True,23,36.0,3,0.1798247000115225,15,12,joint_route,3000307,3,12,7,119.0,3487.51194222454,0.17990080000890885
default,215,11,11,True,11,0,0,0,22.0,310.4921111823592,119,595.0,2651.4132230059527,0,0,0,True,14,33.0,3,0.14962570001080167,15,11,joint_route,3000308,2,11,7,114.0,3415.4132230059517,0.1496830999967642
negative,215,11,11,True,11,0,0,0,22.0,305.4724034429612,119,595.0,2596.196437872574,41,90,0,True,14,33.0,3,0.14543429999321233,15,11,joint_route,3000308,2,11,7,114.0,3360.1964378725734,0.14549690000421833
default,364,16,16,True,16,0,0,4,32.0,249.51468221233,113,565.0,3242.234915397279,0,0,0,True,30,48.0,3,0.2437116000073729,18,15,joint_route,3000309,5,16,7,105.0,3992.23491539728,0.24376940001093317
negative,352,16,16,True,16,0,0,4,32.0,242.48538208094567,112,560.0,3134.7661132951307,86,67,0,True,30,48.0,3,0.24418059999879915,18,15,joint_route,3000309,5,16,7,105.0,3879.7661132951307,0.24425460000929888
default,205,11,11,True,11,0,0,1,22.0,292.37140843139935,117,585.0,2464.085492745393,0,0,0,True,12,33.0,3,0.1528476999956183,15,11,joint_route,3000310,3,11,7,112.0,3216.085492745393,0.1529065999930026
negative,217,11,11,True,11,0,0,1,22.0,292.0787023867675,118,590.0,2455.8657262544416,41,86,0,True,12,33.0,3,0.15974840000853874,15,11,joint_route,3000310,3,11,7,112.0,3212.865726254442,0.1598188000061782
default,239,11,11,True,11,0,0,0,22.0,305.14148447978664,117,585.0,2606.5563292776533,0,0,0,True,14,33.0,3,0.17780399999173824,16,11,joint_route,3000311,1,11,7,110.0,3356.5563292776533,0.17786080000223592
negative,239,11,11,True,11,0,0,0,22.0,305.14148447978664,117,585.0,2606.5563292776533,46,84,0,True,14,33.0,3,0.17762090000906028,16,11,joint_route,3000311,1,11,7,110.0,3356.5563292776533,0.17768530000466853
default,294,12,12,True,12,0,0,4,24.0,327.5968985246529,128,640.0,3112.162782295834,0,0,0,True,16,36.0,3,0.18747099999745842,14,11,joint_route,3000312,8,12,7,119.0,3931.1627822958344,0.18753160000778735
negative,318,12,12,True,12,0,0,4,24.0,326.37922374174235,130,650.0,3087.550684900909,102,94,0,True,16,36.0,3,0.21269780000147875,14,12,joint_route,3000312,8,12,7,119.0,3916.550684900908,0.2127734999958193
default,375,16,16,True,16,0,0,0,32.0,227.21971808960197,107,535.0,2923.515489433632,0,0,0,True,14,48.0,3,0.24400079999759328,21,16,joint_route,3000313,1,16,6,97.0,3635.5154894336315,0.24406270000326913
negative,363,16,16,True,16,0,0,0,32.0,222.74909101120937,106,530.0,2856.98545617935,73,63,0,True,14,48.0,3,0.23385370000323746,21,16,joint_route,3000313,1,16,6,97.0,3563.98545617935,0.233929399997578
default,275,11,11,True,11,0,0,0,22.0,323.86850645003426,124,620.0,2772.5535709503765,0,0,0,True,11,33.0,3,0.1921239999937825,14,11,joint_route,3000314,1,11,7,115.0,3562.553570950377,0.1921816999965813
negative,275,11,11,True,11,0,0,0,22.0,310.07464818418896,124,620.0,2620.821130026078,70,89,0,True,11,33.0,3,0.19705400000384543,14,11,joint_route,3000314,1,11,7,115.0,3410.8211300260787,0.1971291000081692
default,250,12,12,True,12,0,0,1,24.0,297.306482081257,121,605.0,2788.677784975085,0,0,0,True,22,36.0,3,0.18139820000214968,16,12,joint_route,3000315,5,12,7,114.0,3567.6777849750843,0.18145279999589548
