absence_skipped_measurements,arm,candidate_evaluations,channels_certified_absent,clear,cleared,complete,coverage_sites_cancelled,deferred_targets,discovery_closed,discovery_closed_by_absence,failed_clear,fallback,forced_targets,laser_s,mean_time_s,measure,measure_s,move_s,normal_exit,opportunistic_measures,optical_s,paper_measurements_selected,problem,program_time_s,reschedule_bursts,reschedule_fallbacks,reschedule_steps,rescheduled_targets,route_replans,safe_clear_points,seed,skipped_known_measurements,small_region_probes,small_region_successes,sources,stations_visited,switch_s,virtual_time_s,wall_s
0,step,0,0,13,12,True,0,12,0,0,1,0,0,24.0,478.54173871613347,264,1320.0,4117.500864593601,True,0,39.0,0,4,0.17001380000147037,0,0,11,5,42,6,3100106,50,7,6,12,25,242.0,5742.500864593601,0.19314409999060445
0,default,19,0,28,12,True,0,12,0,0,16,1,0,24.0,534.3898010429505,302,1510.0,4516.677612515405,True,0,84.0,2,4,0.4468141999968793,0,0,0,0,37,6,3100107,42,6,5,12,25,278.0,6412.677612515406,0.4687806999863824
0,noclosure,19,0,28,12,True,0,12,0,0,16,1,0,24.0,534.3898010429505,302,1510.0,4516.677612515405,True,0,84.0,2,4,0.5285639000067022,0,0,0,0,37,6,3100107,42,6,5,12,25,278.0,6412.677612515406,0.5507273999974132
0,step,0,0,28,12,True,0,12,0,0,16,1,0,24.0,531.6042228198442,299,1495.0,4498.25067383813,True,0,84.0,0,4,0.5023065999994287,0,1,9,5,42,3,3100107,42,9,8,12,25,278.0,6379.25067383813,0.54909349999798
0,default,156,0,16,16,True,10,16,1,0,0,0,0,32.0,341.0004410689634,197,985.0,4222.007057103415,True,0,48.0,2,4,0.551275199992233,0,0,0,0,31,13,3100108,46,3,3,16,15,169.0,5456.007057103415,0.5724767000065185
0,noclosure,112,0,16,16,True,0,16,0,0,0,0,0,32.0,341.0179286353636,222,1110.0,4066.2868581658176,True,0,48.0,0,4,0.4032747000019299,0,0,0,0,37,9,3100108,51,7,7,16,21,200.0,5456.286858165818,0.44449799999711104
0,step,93,0,17,16,True,10,16,1,0,1,0,0,32.0,344.1753923929202,199,995.0,4252.806278286722,True,0,51.0,0,4,0.33730699999432545,0,0,31,21,31,10,3100108,58,7,6,16,15,176.0,5506.806278286723,0.3562737000029301
0,default,101,0,13,13,True,0,13,0,0,0,0,0,26.0,487.4021470290951,296,1480.0,4525.227911378235,True,0,39.0,1,4,0.34581969999999274,0,0,0,0,38,10,3100109,31,3,3,13,25,266.0,6336.227911378236,0.3675208000058774
0,noclosure,101,0,13,13,True,0,13,0,0,0,0,0,26.0,487.4021470290951,296,1480.0,4525.227911378235,True,0,39.0,1,4,0.5579007000051206,0,0,0,0,38,10,3100109,31,3,3,13,25,266.0,6336.227911378236,0.5960851999989245
0,step,14,0,21,13,True,0,13,0,0,8,1,0,26.0,482.0908572473753,256,1280.0,4665.181144215878,True,0,63.0,0,4,0.4597640000138199,0,1,14,7,45,6,3100109,45,6,6,13,25,233.0,6267.181144215879,0.48281000000133645
0,default,80,0,38,16,True,5,16,1,0,22,2,0,32.0,376.2378716728705,231,1155.0,4510.80594676593,True,0,114.0,0,4,0.8895212000061292,0,0,0,0,36,12,3100110,42,3,2,16,20,208.0,6019.805946765928,0.9280239999934565
0,noclosure,80,0,38,16,True,0,16,0,0,22,2,0,32.0,376.2378716728705,231,1155.0,4510.80594676593,True,0,114.0,0,4,0.7278436000051443,0,0,0,0,36,12,3100110,42,3,2,16,20,208.0,6019.805946765928,0.7839510000048904
0,step,15,0,31,16,True,5,16,1,0,15,1,0,32.0,357.1045172723481,229,1145.0,4233.672276357569,True,0,93.0,0,4,0.6284240999957547,0,1,27,14,46,12,3100110,46,4,3,16,20,210.0,5713.67227635757,0.6467605000070762
0,default,27,0,16,15,True,0,15,0,0,1,0,0,30.0,413.99115635706045,284,1420.0,4449.867345355907,True,0,48.0,0,4,0.1971798000013223,0,0,0,0,40,4,3100111,71,12,11,15,25,262.0,6209.867345355907,0.22400960000231862
0,noclosure,27,0,16,15,True,0,15,0,0,1,0,0,30.0,413.99115635706045,284,1420.0,4449.867345355907,True,0,48.0,0,4,0.17661319999024272,0,0,0,0,40,4,3100111,71,12,11,15,25,262.0,6209.867345355907,0.1949787999910768
0,step,0,0,18,15,True,0,15,0,0,3,0,0,30.0,375.5963982142124,226,1130.0,4214.945973213187,True,0,54.0,0,4,0.17048610000347253,0,0,14,8,48,6,3100111,110,12,9,15,25,205.0,5633.945973213186,0.1881720000092173
0,default,133,0,17,16,True,7,16,1,0,1,0,0,32.0,377.6044840911727,239,1195.0,4556.6717454587615,True,0,51.0,3,4,0.4425912000006065,0,0,0,0,34,13,3100112,40,4,3,16,18,207.0,6041.671745458763,0.46016750000126194
0,noclosure,84,0,18,16,True,0,16,0,0,2,0,0,32.0,397.0613633213818,255,1275.0,4766.981813142108,True,0,54.0,2,4,0.2768363000068348,0,0,0,0,38,12,3100112,44,6,4,16,22,225.0,6352.981813142109,0.29618209999171086
0,step,143,0,22,16,True,6,16,1,0,6,1,0,32.0,397.8455230198734,232,1160.0,4904.528368317975,True,0,66.0,0,4,0.4398746999941068,0,1,29,19,46,9,3100112,21,6,6,16,19,203.0,6365.528368317974,0.45851900000707246
0,default,80,0,22,11,True,0,11,0,0,11,1,0,22.0,608.962498975477,364,1820.0,4452.58748873025,True,0,66.0,0,4,0.32107590000669006,0,0,0,0,36,6,3100113,35,4,4,11,25,338.0,6698.587488730248,0.34030260000145063
0,noclosure,80,0,22,11,True,0,11,0,0,11,1,0,22.0,608.962498975477,364,1820.0,4452.58748873025,True,0,66.0,0,4,0.3066244999936316,0,0,0,0,36,6,3100113,35,4,4,11,25,338.0,6698.587488730248,0.32561419998819474
0,step,52,0,22,11,True,0,11,0,0,11,1,0,22.0,607.4756618280217,362,1810.0,4446.232280108241,True,0,66.0,0,4,0.2804736999969464,0,1,10,5,41,4,3100113,35,6,6,11,25,338.0,6682.232280108238,0.2985459999908926
0,default,65,0,13,13,True,0,13,0,0,0,0,0,26.0,482.34623157030194,305,1525.0,4402.501010413924,True,0,39.0,0,4,0.20728789998975117,0,0,0,0,38,6,3100114,18,7,7,13,25,278.0,6270.5010104139255,0.22489230000064708
0,noclosure,65,0,13,13,True,0,13,0,0,0,0,0,26.0,482.34623157030194,305,1525.0,4402.501010413924,True,0,39.0,0,4,0.21450750000076368,0,0,0,0,38,6,3100114,18,7,7,13,25,278.0,6270.5010104139255,0.23208750000048894
0,step,26,0,13,13,True,0,13,0,0,0,0,0,26.0,480.05900753511753,303,1515.0,4382.767097956527,True,0,39.0,0,4,0.18101520001073368,0,0,11,6,44,5,3100114,18,8,8,13,25,278.0,6240.767097956528,0.199365200009197
0,default,116,0,34,16,True,8,16,1,0,18,1,0,32.0,336.94618790622985,189,945.0,4147.139006499669,True,0,102.0,0,4,0.3389504000078887,0,0,0,0,33,8,3100115,55,7,7,16,17,165.0,5391.139006499678,0.35853659998974763
0,noclosure,80,0,34,16,True,0,16,0,0,18,1,0,32.0,363.6458565253525,208,1040.0,4462.3337044056325,True,0,102.0,0,4,0.3056541000114521,0,0,0,0,38,8,3100115,62,7,7,16,22,182.0,5818.33370440564,0.3254744000005303
0,step,73,0,34,16,True,8,16,1,0,18,1,0,32.0,323.9932229241954,188,940.0,3943.891566787117,True,0,102.0,0,4,0.3058143999951426,0,1,18,12,41,5,3100115,57,10,10,16,17,166.0,5183.891566787126,0.32483340000908356
0,default,82,0,50,13,True,0,13,0,0,37,1,0,26.0,510.67879343978075,282,1410.0,4796.82431471715,True,0,150.0,0,4,0.4044791000051191,0,0,0,0,38,9,3100116,39,4,3,13,25,256.0,6638.82431471715,0.4223234999954002
0,noclosure,82,0,50,13,True,0,13,0,0,37,1,0,26.0,510.67879343978075,282,1410.0,4796.82431471715,True,0,150.0,0,4,0.39386880000529345,0,0,0,0,38,9,3100116,39,4,3,13,25,256.0,6638.82431471715,0.41305419999116566
0,step,16,0,50,13,True,0,13,0,0,37,1,0,26.0,509.3484949173772,281,1405.0,4782.530433925905,True,0,150.0,0,4,0.3745758999866666,0,1,21,12,50,8,3100116,42,5,4,13,25,258.0,6621.530433925904,0.39314320000994485
0,default,13,0,18,15,True,0,15,0,0,3,0,0,30.0,425.43780555015223,267,1335.0,4717.567083252284,True,0,54.0,0,4,0.21546330000273883,0,0,0,0,40,8,3100117,131,10,7,15,25,245.0,6381.567083252284,0.24264759999641683
0,noclosure,13,0,18,15,True,0,15,0,0,3,0,0,30.0,425.43780555015223,267,1335.0,4717.567083252284,True,0,54.0,0,4,0.1816052999929525,0,0,0,0,40,8,3100117,131,10,7,15,25,245.0,6381.567083252284,0.20157439999456983
0,step,13,0,18,15,True,0,15,0,0,3,0,0,30.0,425.43780555015223,267,1335.0,4717.567083252284,True,0,54.0,0,4,0.17806529998779297,0,0,14,6,45,8,3100117,131,10,7,15,25,245.0,6381.567083252284,0.19697289999749046
0,default,0,0,20,13,True,0,13,0,0,7,1,0,26.0,478.424252467443,282,1410.0,4463.515282076758,True,0,60.0,0,4,0.23478769999928772,0,0,0,0,38,7,3100118,62,7,5,13,25,260.0,6219.515282076759,0.2523642000014661
0,noclosure,0,0,20,13,True,0,13,0,0,7,1,0,26.0,478.424252467443,282,1410.0,4463.515282076758,True,0,60.0,0,4,0.23412149999057874,0,0,0,0,38,7,3100118,62,7,5,13,25,260.0,6219.515282076759,0.25136120000388473
0,step,0,0,20,13,True,0,13,0,0,7,1,0,26.0,478.424252467443,282,1410.0,4463.515282076758,True,0,60.0,0,4,0.2528950999985682,0,1,16,8,46,7,3100118,62,7,5,13,25,260.0,6219.515282076759,0.2720019999978831
0,default,111,0,16,14,True,0,14,0,0,2,0,0,28.0,452.2821759976079,280,1400.0,4600.95046396651,True,0,48.0,0,4,0.2518523000035202,0,0,0,0,39,9,3100119,45,7,5,14,25,255.0,6331.950463966511,0.2700441999913892
0,noclosure,111,0,16,14,True,0,14,0,0,2,0,0,28.0,452.2821759976079,280,1400.0,4600.95046396651,True,0,48.0,0,4,0.2526318000018364,0,0,0,0,39,9,3100119,45,7,5,14,25,255.0,6331.950463966511,0.2709159000078216
0,step,55,0,16,14,True,0,14,0,0,2,0,0,28.0,447.3233086164342,277,1385.0,4544.526320630078,True,0,48.0,0,4,0.22145490000548307,0,0,19,11,50,8,3100119,46,8,6,14,25,257.0,6262.526320630079,0.24055889999726787
0,default,89,0,23,14,True,0,14,0,0,9,1,0,28.0,465.4026109719662,302,1510.0,4636.636553607524,True,0,69.0,0,4,0.36654010000347625,0,0,0,0,39,7,3100120,63,7,6,14,25,272.0,6515.636553607527,0.3851659999927506
0,noclosure,89,0,23,14,True,0,14,0,0,9,1,0,28.0,465.4026109719662,302,1510.0,4636.636553607524,True,0,69.0,0,4,0.36124280000512954,0,0,0,0,39,7,3100120,63,7,6,14,25,272.0,6515.636553607527,0.3801426999998512
0,step,88,0,24,14,True,0,14,0,0,10,1,0,28.0,469.4506902299152,304,1520.0,4680.309663218809,True,0,72.0,0,4,0.3755185000045458,0,1,20,12,50,7,3100120,63,8,6,14,25,272.0,6572.309663218813,0.39328950000344776
0,default,4,0,22,15,True,0,15,0,0,7,1,0,30.0,416.87260156540964,259,1295.0,4627.089023481145,True,0,66.0,1,4,0.2670551999908639,0,0,0,0,40,5,3100121,86,9,9,15,25,235.0,6253.089023481145,0.2853767000051448
0,noclosure,4,0,22,15,True,0,15,0,0,7,1,0,30.0,416.87260156540964,259,1295.0,4627.089023481145,True,0,66.0,1,4,0.26510490001237486,0,0,0,0,40,5,3100121,86,9,9,15,25,235.0,6253.089023481145,0.282481900008861
0,step,0,0,22,15,True,0,15,0,0,7,1,0,30.0,415.8873923776309,258,1290.0,4617.310885664463,True,0,66.0,0,4,0.3238376000081189,0,1,10,5,45,4,3100121,86,10,10,15,25,235.0,6238.310885664463,0.34162649999780115
0,default,54,0,10,10,True,0,10,0,0,0,0,0,20.0,634.4969240874952,327,1635.0,4360.969240874952,True,0,30.0,0,4,0.15433999999368098,0,0,0,0,35,5,3100122,52,5,5,10,25,299.0,6344.969240874952,0.17381310000200756
0,noclosure,54,0,10,10,True,0,10,0,0,0,0,0,20.0,634.4969240874952,327,1635.0,4360.969240874952,True,0,30.0,0,4,0.15214399999240413,0,0,0,0,35,5,3100122,52,5,5,10,25,299.0,6344.969240874952,0.17075730000215117
0,step,0,0,11,10,True,0,10,0,0,1,0,0,20.0,632.9558235193883,326,1630.0,4345.558235193883,True,0,33.0,0,4,0.10993209999287501,0,0,9,4,38,5,3100122,53,6,5,10,25,301.0,6329.558235193883,0.12804619999951683
0,default,40,0,15,12,True,0,12,0,0,3,1,0,24.0,524.3326323404726,318,1590.0,4342.991588085672,True,0,45.0,0,4,0.3290458999981638,0,0,0,0,37,5,3100123,52,7,6,12,25,290.0,6291.9915880856715,0.3463086999981897
0,noclosure,40,0,15,12,True,0,12,0,0,3,1,0,24.0,524.3326323404726,318,1590.0,4342.991588085672,True,0,45.0,0,4,0.3305060999991838,0,0,0,0,37,5,3100123,52,7,6,12,25,290.0,6291.9915880856715,0.34873959999822546
0,step,40,0,15,12,True,0,12,0,0,3,1,0,24.0,524.3326323404726,318,1590.0,4342.991588085672,True,0,45.0,0,4,0.33837080000375863,0,1,14,8,44,5,3100123,52,7,6,12,25,290.0,6291.9915880856715,0.35645879998628516
0,default,98,0,15,14,True,0,14,0,0,1,0,0,28.0,450.5030935954624,295,1475.0,4492.043310336472,True,0,45.0,0,4,0.23326619999716058,0,0,0,0,39,9,3100124,19,6,5,14,25,267.0,6307.043310336474,0.2511998000118183
0,noclosure,98,0,15,14,True,0,14,0,0,1,0,0,28.0,450.5030935954624,295,1475.0,4492.043310336472,True,0,45.0,0,4,0.2434988000022713,0,0,0,0,39,9,3100124,19,6,5,14,25,267.0,6307.043310336474,0.2633269000070868
0,step,26,0,15,14,True,0,14,0,0,1,0,0,28.0,438.3540829974785,294,1470.0,4321.9571619647,True,0,45.0,0,4,0.18105330000980757,0,0,20,12,51,8,3100124,26,7,6,14,25,272.0,6136.957161964699,0.199565499991877
0,default,60,0,14,14,True,0,14,0,0,0,0,0,28.0,432.76553145156424,271,1355.0,4391.7174403219005,True,0,42.0,2,4,0.2297415000066394,0,0,0,0,39,10,3100125,47,4,4,14,25,242.0,6058.7174403219,0.248536699989927
0,noclosure,60,0,14,14,True,0,14,0,0,0,0,0,28.0,432.76553145156424,271,1355.0,4391.7174403219005,True,0,42.0,2,4,0.22879100000136532,0,0,0,0,39,10,3100125,47,4,4,14,25,242.0,6058.7174403219,0.24628669999947306
0,step,52,0,14,14,True,0,14,0,0,0,0,0,28.0,432.0753108206277,269,1345.0,4392.054351488788,True,0,42.0,0,4,0.21531640000466723,0,0,18,10,49,8,3100125,47,6,6,14,25,242.0,6049.054351488788,0.2350466000061715
0,default,100,0,27,16,True,7,16,1,0,11,1,0,32.0,377.1361808966668,260,1300.0,4386.178894346667,True,0,81.0,1,4,0.42956569998932537,0,0,0,0,34,10,3100126,57,5,5,16,18,235.0,6034.178894346669,0.4489717999967979
0,noclosure,94,0,16,16,True,0,16,0,0,0,0,0,32.0,382.70748828352606,278,1390.0,4400.319812536415,True,0,48.0,0,4,0.2654496999894036,0,0,0,0,38,11,3100126,58,5,5,16,22,253.0,6123.319812536417,0.2835768999939319
0,step,94,0,27,16,True,5,16,1,0,11,1,0,32.0,418.4085160015642,281,1405.0,4923.536256025027,True,0,81.0,0,4,0.354413699998986,0,1,24,15,41,8,3100126,64,7,7,16,20,253.0,6694.536256025027,0.37467440000909846
0,default,87,0,26,14,True,0,14,0,0,12,1,0,28.0,448.0592570829952,256,1280.0,4657.829599161932,True,0,78.0,0,4,0.4004540000023553,0,0,0,0,39,7,3100127,38,7,6,14,25,229.0,6272.8295991619325,0.42000280000502244
0,noclosure,87,0,26,14,True,0,14,0,0,12,1,0,28.0,448.0592570829952,256,1280.0,4657.829599161932,True,0,78.0,0,4,0.40730279999843333,0,0,0,0,39,7,3100127,38,7,6,14,25,229.0,6272.8295991619325,0.4251834000024246
0,step,50,0,26,14,True,0,14,0,0,12,1,0,28.0,446.0705357717176,254,1270.0,4639.987500804045,True,0,78.0,0,4,0.377702900004806,0,1,15,8,47,6,3100127,38,8,7,14,25,229.0,6244.987500804046,0.39681460001156665
0,default,16,0,20,12,True,0,12,0,0,8,1,0,24.0,531.9027820209625,329,1645.0,4346.833384251549,True,0,60.0,1,4,0.2730868000071496,0,0,0,0,37,8,3100128,41,4,3,12,25,307.0,6382.833384251549,0.29159559999243356
0,noclosure,16,0,20,12,True,0,12,0,0,8,1,0,24.0,531.9027820209625,329,1645.0,4346.833384251549,True,0,60.0,1,4,0.29521439998643473,0,0,0,0,37,8,3100128,41,4,3,12,25,307.0,6382.833384251549,0.3134836999961408
0,step,0,0,20,12,True,0,12,0,0,8,1,0,24.0,525.015400185525,329,1645.0,4261.184802226297,True,0,60.0,0,4,0.28096249999362044,0,1,16,9,46,6,3100128,41,6,5,12,25,310.0,6300.184802226299,0.30047539999941364
0,default,88,0,17,14,True,0,14,0,0,3,1,0,28.0,431.953028031722,248,1240.0,4509.342392444108,True,0,51.0,0,4,0.2258923000044888,0,0,0,0,39,10,3100129,77,4,3,14,25,219.0,6047.342392444108,0.2439855999982683
0,noclosure,88,0,17,14,True,0,14,0,0,3,1,0,28.0,431.953028031722,248,1240.0,4509.342392444108,True,0,51.0,0,4,0.22638279999955557,0,0,0,0,39,10,3100129,77,4,3,14,25,219.0,6047.342392444108,0.24429740000050515
0,step,34,0,17,14,True,0,14,0,0,3,1,0,28.0,435.3305280007374,249,1245.0,4548.627392010321,True,0,51.0,0,4,0.20294570000260137,0,1,22,11,50,10,3100129,77,4,3,14,25,222.0,6094.627392010323,0.22053190000588074
0,default,55,0,13,13,True,0,13,0,0,0,0,0,26.0,450.3164995792565,300,1500.0,4010.114494530336,True,0,39.0,0,4,0.17940110000199638,0,0,0,0,38,4,3100130,62,9,9,13,25,279.0,5854.114494530335,0.19808289999491535
0,noclosure,55,0,13,13,True,0,13,0,0,0,0,0,26.0,450.3164995792565,300,1500.0,4010.114494530336,True,0,39.0,0,4,0.17569190000358503,0,0,0,0,38,4,3100130,62,9,9,13,25,279.0,5854.114494530335,0.19368179999582935
0,step,55,0,13,13,True,0,13,0,0,0,0,0,26.0,450.3164995792565,300,1500.0,4010.114494530336,True,0,39.0,0,4,0.1822978999989573,0,0,10,6,44,4,3100130,62,9,9,13,25,279.0,5854.114494530335,0.2009459999972023
0,default,22,0,14,13,True,0,13,0,0,1,0,0,26.0,469.28578434824277,302,1510.0,4245.715196527155,True,0,42.0,2,4,0.17761280000559054,0,0,0,0,38,8,3100131,70,6,5,13,25,277.0,6100.715196527156,0.1956802000058815
0,noclosure,22,0,14,13,True,0,13,0,0,1,0,0,26.0,469.28578434824277,302,1510.0,4245.715196527155,True,0,42.0,2,4,0.18719229999987874,0,0,0,0,38,8,3100131,70,6,5,13,25,277.0,6100.715196527156,0.20599449999281205
0,step,13,0,29,13,True,0,13,0,0,16,1,0,26.0,490.8843080777945,286,1430.0,4571.496005011329,True,0,87.0,0,4,0.3188040999957593,0,1,12,6,44,5,3100131,59,9,7,13,25,267.0,6381.496005011329,0.3372613999963505
0,default,78,0,18,15,True,0,15,0,0,3,0,0,30.0,398.96990326015595,234,1170.0,4522.5485489023395,True,0,54.0,0,4,0.25290139998833183,0,0,0,0,40,10,3100132,67,8,5,15,25,208.0,5984.5485489023395,0.2704622999881394
0,noclosure,78,0,18,15,True,0,15,0,0,3,0,0,30.0,398.96990326015595,234,1170.0,4522.5485489023395,True,0,54.0,0,4,0.2510217999952147,0,0,0,0,40,10,3100132,67,8,5,15,25,208.0,5984.5485489023395,0.26977690000785515
0,step,50,0,29,15,True,0,15,0,0,14,1,0,30.0,427.327565237422,246,1230.0,4842.913478561328,True,0,87.0,0,4,0.3904552000021795,0,1,19,10,49,8,3100132,90,8,6,15,25,220.0,6409.91347856133,0.4093428999913158
0,default,26,0,12,11,True,0,11,0,0,1,0,0,22.0,606.3465690087581,336,1680.0,4620.81225909634,True,0,36.0,0,4,0.14148069999646395,0,0,0,0,36,8,3100133,36,4,3,11,25,311.0,6669.812259096339,0.15959349999320693
0,noclosure,26,0,12,11,True,0,11,0,0,1,0,0,22.0,606.3465690087581,336,1680.0,4620.81225909634,True,0,36.0,0,4,0.14092270001128782,0,0,0,0,36,8,3100133,36,4,3,11,25,311.0,6669.812259096339,0.15849489999527577
0,step,49,0,12,11,True,0,11,0,0,1,0,0,22.0,572.9977701585696,299,1495.0,4473.975471744267,True,0,36.0,1,4,0.204750699995202,0,0,18,11,47,7,3100133,55,5,4,11,25,276.0,6302.975471744265,0.2227532999968389
0,default,54,0,24,15,True,0,15,0,0,9,1,0,30.0,437.26259419364465,314,1570.0,4598.938912904671,True,0,72.0,0,4,0.29933019999589305,0,0,0,0,40,8,3100134,44,7,6,15,25,288.0,6558.938912904669,0.3181165999994846
0,noclosure,54,0,24,15,True,0,15,0,0,9,1,0,30.0,437.26259419364465,314,1570.0,4598.938912904671,True,0,72.0,0,4,0.31773510000493843,0,0,0,0,40,8,3100134,44,7,6,15,25,288.0,6558.938912904669,0.33600539999315515
0,step,36,0,24,15,True,0,15,0,0,9,1,0,30.0,426.1324931092247,313,1565.0,4434.987396638373,True,0,72.0,0,4,0.2936872999998741,0,1,16,8,47,7,3100134,44,8,7,15,25,290.0,6391.98739663837,0.3122142999927746
0,default,30,0,11,11,True,0,11,0,0,0,0,0,22.0,564.7262999422687,334,1670.0,4176.9892993649555,True,0,33.0,1,4,0.16606960000353865,0,0,0,0,36,5,3100135,48,6,6,11,25,310.0,6211.9892993649555,0.18653160000394564
0,noclosure,30,0,11,11,True,0,11,0,0,0,0,0,22.0,564.7262999422687,334,1670.0,4176.9892993649555,True,0,33.0,1,4,0.1700877999974182,0,0,0,0,36,5,3100135,48,6,6,11,25,310.0,6211.9892993649555,0.18887220000033267
0,step,1,0,12,11,True,0,11,0,0,1,0,0,22.0,567.3363710337497,333,1665.0,4207.700081371247,True,0,36.0,1,4,0.1384148999932222,0,0,10,6,42,4,3100135,48,8,7,11,25,310.0,6240.700081371247,0.1565134999982547
0,default,85,0,38,15,True,0,15,0,0,23,2,0,30.0,438.5017640756307,264,1320.0,4876.526461134454,True,0,114.0,1,4,0.4036857999890344,0,0,0,0,40,8,3100136,85,7,5,15,25,237.0,6577.526461134461,0.42227969999657944
0,noclosure,85,0,38,15,True,0,15,0,0,23,2,0,30.0,438.5017640756307,264,1320.0,4876.526461134454,True,0,114.0,1,4,0.4074973999959184,0,0,0,0,40,8,3100136,85,7,5,15,25,237.0,6577.526461134461,0.42541099998925347
0,step,27,0,39,15,True,0,15,0,0,24,2,0,30.0,425.7956758927823,261,1305.0,4696.9351383917265,True,0,117.0,0,4,0.3560331999906339,0,2,18,9,49,7,3100136,84,9,6,15,25,238.0,6386.935138391735,0.374825899998541
0,default,88,0,19,11,True,0,11,0,0,8,1,0,22.0,582.205721985216,305,1525.0,4521.262941837375,True,0,57.0,0,4,0.35756570000376087,0,0,0,0,36,7,3100137,50,4,3,11,25,279.0,6404.262941837375,0.37553449999541044
0,noclosure,88,0,19,11,True,0,11,0,0,8,1,0,22.0,582.205721985216,305,1525.0,4521.262941837375,True,0,57.0,0,4,0.3658055999985663,0,0,0,0,36,7,3100137,50,4,3,11,25,279.0,6404.262941837375,0.38408309999795165
0,step,60,0,19,11,True,0,11,0,0,8,1,0,22.0,577.9870554535862,304,1520.0,4477.857609989447,True,0,57.0,0,4,0.3453451999957906,0,1,13,7,43,5,3100137,51,6,5,11,25,281.0,6357.857609989448,0.3642002999986289
0,default,55,0,11,11,True,0,11,0,0,0,0,0,22.0,570.4372425529943,321,1605.0,4317.809668082938,True,0,33.0,0,4,0.18106010000337847,0,0,0,0,36,8,3100138,43,3,3,11,25,297.0,6274.809668082938,0.2002202000003308
0,noclosure,55,0,11,11,True,0,11,0,0,0,0,0,22.0,570.4372425529943,321,1605.0,4317.809668082938,True,0,33.0,0,4,0.17627729999367148,0,0,0,0,36,8,3100138,43,3,3,11,25,297.0,6274.809668082938,0.1941207000054419
0,step,40,0,12,11,True,0,11,0,0,1,0,0,22.0,562.5243698081005,322,1610.0,4221.768067889105,True,0,36.0,0,4,0.18117229999916162,0,0,19,11,47,8,3100138,43,4,3,11,25,298.0,6187.768067889105,0.19971960000111721
0,default,106,0,51,16,True,4,16,1,0,35,2,0,32.0,407.18802843493506,255,1275.0,4829.008454958965,True,0,153.0,0,4,0.5154332999954931,0,0,0,0,37,8,3100139,51,6,6,16,21,226.0,6515.008454958961,0.5339791999867884
0,noclosure,78,0,39,16,True,0,16,0,0,23,1,0,32.0,414.0671806446844,271,1355.0,4880.074890314954,True,0,117.0,0,4,0.36394080000172835,0,0,0,0,41,8,3100139,52,7,7,16,25,241.0,6625.074890314951,0.3823914000095101
0,step,100,0,39,16,True,4,16,1,0,23,1,0,32.0,385.03207822463287,254,1270.0,4513.513251594129,True,0,117.0,0,4,0.3981618999969214,0,1,22,14,43,7,3100139,52,8,8,16,21,228.0,6160.513251594126,0.4164254999923287
0,default,42,0,19,14,True,0,14,0,0,5,1,0,28.0,463.44556614435095,278,1390.0,4763.237926020916,True,0,57.0,0,4,0.36151909999898635,0,0,0,0,39,5,3100140,25,8,8,14,25,250.0,6488.237926020914,0.3804904999997234
0,noclosure,42,0,19,14,True,0,14,0,0,5,1,0,28.0,463.44556614435095,278,1390.0,4763.237926020916,True,0,57.0,0,4,0.3704675000044517,0,0,0,0,39,5,3100140,25,8,8,14,25,250.0,6488.237926020914,0.3890543000015896
0,step,14,0,20,14,True,0,14,0,0,6,1,0,28.0,460.72003723495345,277,1385.0,4725.080521289352,True,0,60.0,0,4,0.33442590000049677,0,1,10,6,45,3,3100140,25,11,10,14,25,252.0,6450.080521289348,0.35309950000373647
0,default,69,0,12,12,True,0,12,0,0,0,0,0,24.0,540.904827815484,318,1590.0,4551.857933785809,True,0,36.0,0,4,0.1978235999995377,0,0,0,0,37,6,3100141,52,6,6,12,25,289.0,6490.857933785808,0.21601240000745747
0,noclosure,69,0,12,12,True,0,12,0,0,0,0,0,24.0,540.904827815484,318,1590.0,4551.857933785809,True,0,36.0,0,4,0.193589599992265,0,0,0,0,37,6,3100141,52,6,6,12,25,289.0,6490.857933785808,0.21214029999100603
0,step,27,0,12,12,True,0,12,0,0,0,0,0,24.0,537.8627375655644,317,1585.0,4518.352850786774,True,0,36.0,0,4,0.16891860000032466,0,0,14,9,46,5,3100141,53,7,7,12,25,291.0,6454.352850786773,0.1866887000069255
0,default,78,0,17,16,True,3,16,1,0,1,0,0,32.0,345.11126551217245,230,1150.0,4079.7802481947597,True,0,51.0,0,4,0.2523164999875007,0,0,0,0,38,9,3100142,78,8,7,16,22,209.0,5521.780248194759,0.2702241000079084
0,noclosure,78,0,17,16,True,0,16,0,0,1,0,0,32.0,345.11126551217245,230,1150.0,4079.7802481947597,True,0,51.0,0,4,0.2549444000032963,0,0,0,0,38,9,3100142,78,8,7,16,22,209.0,5521.780248194759,0.2739957999874605
0,step,40,0,17,16,True,3,16,1,0,1,0,0,32.0,342.8056174560077,228,1140.0,4051.889879296125,True,0,51.0,0,4,0.25084269999933895,0,0,21,14,46,7,3100142,78,10,9,16,22,210.0,5484.889879296124,0.2695092000067234
0,default,42,0,16,15,True,0,15,0,0,1,0,0,30.0,405.7487498484205,251,1255.0,4529.231247726307,True,0,48.0,0,4,0.20617210000636987,0,0,0,0,40,10,3100143,50,6,5,15,25,224.0,6086.231247726308,0.22486609999032225
