problem,complete,cleared,virtual_time_s,mean_time_s,program_time_s,stations_visited,scheduling_policy,measure,clear,failed_clear,fallback,move_s,switch_s,measure_s,optical_s,laser_s,candidate_evaluations,deferred_targets,forced_targets,opportunistic_measures,safe_clear_points,skipped_known_measurements,route_replans,negative_observations,negative_region_fallbacks,negative_constraints,extra_probe_attempts,extra_probe_successes,ring_activated,coverage_sites_cancelled,strategy,coverage_layout,q3_ring_guard,q3_probe_radius,q4_probe_radius,normal_exit,max_step_time_error_s,provenance,seed,total,ratio,spacing,error,directional
3,True,15,3165.803848146061,211.05358987640406,0.16653129999758676,7,joint_route,101,15,0,0,2493.803848146061,92.0,505.0,45.0,30.0,205,15,2,10,10,15,19,False,0,0,5,5,1,0,integrated,original,aggressive,60.0,40.0,True,2.842170943040401e-14,LOCAL_SYNTHETIC,3486026,15,1.0,950.0,fixed,0
3,True,14,2983.975322118526,213.14109443703757,0.16916750000382308,7,joint_route,99,14,0,0,2332.975322118527,86.0,495.0,42.0,28.0,272,14,1,4,10,10,19,False,0,0,4,4,1,0,integrated,original,aggressive,60.0,40.0,True,0.0,LOCAL_SYNTHETIC,3486027,14,1.0,950.0,fixed,0
3,True,13,3020.4536118847336,232.34258552959488,0.13732429999799933,7,joint_route,97,13,0,0,2381.453611884734,89.0,485.0,39.0,26.0,171,13,2,7,8,12,17,False,0,0,5,5,1,0,integrated,original,aggressive,60.0,40.0,True,0.0,LOCAL_SYNTHETIC,3486028,13,1.0,950.0,fixed,0
3,True,12,3051.0797532918514,254.2566461076543,0.13134900000295602,7,joint_route,105,13,1,0,2366.0797532918514,97.0,525.0,39.0,24.0,182,12,0,5,8,9,17,False,0,0,5,4,1,0,integrated,original,aggressive,60.0,40.0,True,4.547473508864641e-13,LOCAL_SYNTHETIC,3486029,12,1.0,950.0,fixed,0
3,True,15,3343.278231848294,222.88521545655294,0.16525030000775587,7,joint_route,100,15,0,0,2676.2782318482937,92.0,500.0,45.0,30.0,204,15,2,10,11,13,19,False,0,0,4,4,1,0,integrated,original,aggressive,60.0,40.0,True,4.547473508864641e-13,LOCAL_SYNTHETIC,3486030,15,1.0,950.0,fixed,0
3,True,15,3216.5851454288204,214.4390096952547,0.1864858000044478,7,joint_route,103,15,0,0,2533.58514542882,93.0,515.0,45.0,30.0,251,15,0,10,12,10,19,False,0,0,3,3,1,0,integrated,original,aggressive,60.0,40.0,True,0.0,LOCAL_SYNTHETIC,3486031,15,1.0,950.0,fixed,0
3,True,13,3071.1655564293123,236.24350434071633,0.12945210000907537,7,joint_route,97,14,1,0,2430.1655564293123,88.0,485.0,42.0,26.0,170,13,1,7,8,20,18,False,0,0,6,5,1,0,integrated,original,aggressive,60.0,40.0,True,5.684341886080802e-14,LOCAL_SYNTHETIC,3486032,13,1.0,950.0,fixed,0
3,True,15,3436.4263223520456,229.09508815680303,0.181907099991804,7,joint_route,103,15,0,0,2752.426322352045,94.0,515.0,45.0,30.0,228,15,3,10,12,12,18,False,0,0,3,3,1,0,integrated,original,aggressive,60.0,40.0,True,0.0,LOCAL_SYNTHETIC,3486033,15,1.0,950.0,fixed,0
3,True,15,3275.6077037307246,218.37384691538165,0.1521703000034904,7,joint_route,99,16,1,0,2609.607703730725,93.0,495.0,48.0,30.0,193,15,3,8,10,15,18,False,0,0,6,5,1,0,integrated,original,aggressive,60.0,40.0,True,0.0,LOCAL_SYNTHETIC,3486034,15,1.0,950.0,fixed,0
3,True,15,3556.02831007953,237.068554005302,0.1935842000093544,7,joint_route,111,15,0,0,2825.028310079529,101.0,555.0,45.0,30.0,307,15,1,5,13,9,20,False,0,0,1,1,1,0,integrated,original,aggressive,60.0,40.0,True,0.0,LOCAL_SYNTHETIC,3486035,15,1.0,950.0,fixed,0
3,True,12,2915.6930217373047,242.97441847810873,0.16047519999847282,7,joint_route,108,13,1,0,2213.6930217373047,99.0,540.0,39.0,24.0,218,12,0,6,8,8,17,False,0,0,4,3,1,0,integrated,original,aggressive,60.0,40.0,True,0.0,LOCAL_SYNTHETIC,3486036,12,1.0,950.0,fixed,0
3,True,16,3743.060117159523,233.9412573224702,0.2188839000009466,6,joint_route,102,16,0,0,3066.060117159522,87.0,510.0,48.0,32.0,353,16,4,5,11,13,17,False,0,0,3,3,1,1,integrated,original,aggressive,60.0,40.0,True,0.0,LOCAL_SYNTHETIC,3486037,16,1.0,950.0,fixed,0
3,True,13,2762.8571693121453,212.52747456247272,0.14186360000167042,7,joint_route,97,13,0,0,2122.8571693121457,90.0,485.0,39.0,26.0,169,13,1,10,9,14,18,False,0,0,4,4,1,0,integrated,original,aggressive,60.0,40.0,True,0.0,LOCAL_SYNTHETIC,3486038,13,1.0,950.0,fixed,0
3,True,15,3264.050874265417,217.60339161769446,0.17841629999747965,7,joint_route,100,16,1,0,2594.050874265417,92.0,500.0,48.0,30.0,239,15,0,12,10,8,20,False,0,0,6,5,1,0,integrated,original,aggressive,60.0,40.0,True,0.0,LOCAL_SYNTHETIC,3486039,15,1.0,950.0,fixed,0
3,True,11,2773.4542646473874,252.1322058770352,0.09956170000077691,7,joint_route,101,11,0,0,2117.454264647387,96.0,505.0,33.0,22.0,101,11,2,8,7,15,15,False,0,0,4,4,1,0,integrated,original,aggressive,60.0,40.0,True,4.547473508864641e-13,LOCAL_SYNTHETIC,3486040,11,1.0,950.0,fixed,0
3,True,15,3224.4874054937422,214.96582703291614,0.19009089999599382,7,joint_route,101,16,1,0,2550.4874054937422,91.0,505.0,48.0,30.0,294,15,0,7,15,7,20,False,0,0,1,0,1,0,integrated,original,aggressive,60.0,40.0,True,2.842170943040401e-14,LOCAL_SYNTHETIC,3486041,15,1.0,950.0,fixed,0
3,True,16,2698.5825395185916,168.66140871991198,0.1720906999980798,6,joint_route,77,16,0,0,2164.5825395185916,69.0,385.0,48.0,32.0,238,16,6,10,9,24,15,False,0,0,5,5,1,1,integrated,original,aggressive,60.0,40.0,True,4.547473508864641e-13,LOCAL_SYNTHETIC,3486042,16,1.0,950.0,fixed,0
3,True,10,2895.8138464705844,289.5813846470584,0.10156810001353733,7,joint_route,106,10,0,0,2216.813846470584,99.0,530.0,30.0,20.0,102,10,0,8,6,12,15,False,0,0,4,4,1,0,integrated,original,aggressive,60.0,40.0,True,0.0,LOCAL_SYNTHETIC,3486043,10,1.0,950.0,fixed,0
3,True,11,3028.2478051865473,275.29525501695883,0.12542329999268986,7,joint_route,111,12,1,0,2311.2478051865464,104.0,555.0,36.0,22.0,171,11,0,6,9,6,16,False,0,0,3,2,1,0,integrated,original,aggressive,60.0,40.0,True,0.0,LOCAL_SYNTHETIC,3486044,11,1.0,950.0,fixed,0
