candidate_evaluations,clear,cleared,complete,deferred_targets,error,failed_clear,fallback,forced_targets,laser_s,max_step_time_error_s,mean_time_s,measure,measure_s,mode,move_s,no_signal,normal_exit,ok,opportunistic_measures,optical_s,problem,program_time_s,safe_clear_points,seed,stations_visited,switch_s,total,virtual_time_s,wall_s
248,11,11,True,11,,0,0,1,22.0,0.0,303.538801673042,130,650.0,reference,2511.9268184034618,102,True,True,0,33.0,3,0.15909069999179337,10,950020,7,122.0,11,3338.9268184034618,0.15910550000262447
262,11,11,True,11,,0,0,1,22.0,2.2737367544323206e-13,303.3657841448931,130,650.0,paper,2510.0236255938235,102,True,True,0,33.0,3,0.3503311000094982,11,950020,7,122.0,11,3337.0236255938244,0.35034220000670757
258,11,11,True,11,,0,0,3,22.0,0.0,350.2301847805224,117,585.0,reference,3103.532032585746,89,True,True,6,33.0,3,0.1691346000006888,11,950021,7,109.0,11,3852.532032585746,0.1691463000024669
272,11,11,True,11,,0,0,3,22.0,4.547473508864641e-13,349.1545829111148,117,585.0,paper,3091.7004120222628,89,True,True,6,33.0,3,0.33889230000204407,11,950021,7,109.0,11,3840.7004120222628,0.3389005999924848
334,12,12,True,12,,0,0,4,24.0,4.547473508864641e-13,378.4528512064142,121,605.0,reference,3766.4342144769707,90,True,True,8,36.0,3,0.19769330001145136,12,950022,7,110.0,12,4541.434214476971,0.19770239999343175
358,12,12,True,12,,0,0,4,24.0,4.547473508864641e-13,376.90719862575685,121,605.0,paper,3747.886383509083,90,True,True,8,36.0,3,0.422971799998777,12,950022,7,110.0,12,4522.886383509082,0.42298449999361765
269,12,12,True,12,,0,0,3,24.0,0.0,373.8338391161864,131,655.0,reference,3647.0060693942373,101,True,True,3,36.0,3,0.1740431000071112,12,950023,7,124.0,12,4486.006069394237,0.1740579000033904
289,12,12,True,12,,0,0,3,24.0,0.0,372.62298761772973,131,655.0,paper,3632.4758514127575,101,True,True,3,36.0,3,0.37779639998916537,12,950023,7,124.0,12,4471.475851412757,0.37780499999644235
347,14,14,True,14,,0,0,9,28.0,0.0,320.095815791392,131,655.0,reference,3634.3414210794876,95,True,True,16,42.0,3,0.20346930000232533,14,950024,7,122.0,14,4481.341421079488,0.20348299999022856
363,14,14,True,14,,0,0,9,28.0,4.547473508864641e-13,319.77791823397536,131,655.0,paper,3629.890855275655,95,True,True,16,42.0,3,0.5116462000005413,14,950024,7,122.0,14,4476.890855275655,0.5116573999985121
362,14,14,True,14,,0,0,4,28.0,0.0,291.60594711805345,129,645.0,reference,3249.4832596527476,90,True,True,9,42.0,3,0.34865919999720063,14,950025,7,118.0,14,4082.4832596527485,0.3486722999950871
382,14,14,True,14,,0,0,4,28.0,0.0,290.10277243606515,128,640.0,paper,3233.438814104912,90,True,True,9,42.0,3,0.8303676999930758,14,950025,7,118.0,14,4061.438814104912,0.8303796999971382
227,10,10,True,10,,0,0,3,20.0,0.0,353.74024115478835,123,615.0,reference,2756.4024115478837,96,True,True,9,30.0,3,0.23810830000729766,10,950026,7,116.0,10,3537.4024115478837,0.2381193000037456
247,10,10,True,10,,0,0,3,20.0,1.1368683772161603e-13,349.1328682874638,123,615.0,paper,2710.328682874638,96,True,True,9,30.0,3,0.5362100999918766,10,950026,7,116.0,10,3491.328682874638,0.5362228000012692
215,10,10,True,10,,0,0,2,20.0,0.0,370.81851806898743,126,630.0,reference,2909.185180689874,100,True,True,1,30.0,3,0.20890119999239687,9,950027,7,119.0,10,3708.1851806898744,0.20891329999722075
229,10,10,True,10,,0,0,2,20.0,0.0,369.502411268444,126,630.0,paper,2896.02411268444,100,True,True,1,30.0,3,0.5019930999987992,10,950027,7,119.0,10,3695.0241126844403,0.5020040000090376
282,12,12,True,12,,0,0,0,24.0,4.547473508864641e-13,283.2463725772166,115,575.0,reference,2656.956470926599,84,True,True,0,36.0,3,0.2696819999982836,12,950028,7,107.0,12,3398.956470926599,0.26969040000403766
300,12,12,True,12,,0,0,0,24.0,4.547473508864641e-13,283.7818034110116,115,575.0,paper,2663.38164093214,84,True,True,0,36.0,3,0.5684862999914913,12,950028,7,107.0,12,3405.3816409321394,0.568499899993185
392,15,15,True,15,,0,0,7,30.0,0.0,325.5239051257923,128,640.0,reference,4051.8585768868834,89,True,True,12,45.0,3,0.3379503000032855,15,950029,7,116.0,15,4882.858576886884,0.3379642999934731
413,15,15,True,15,,0,0,7,30.0,0.0,325.14476267489266,128,640.0,paper,4046.1714401233903,89,True,True,12,45.0,3,0.8019755000132136,15,950029,7,116.0,15,4877.17144012339,0.8019876999896951
336,15,15,True,15,,0,0,3,30.0,0.0,263.2931262244055,121,605.0,reference,3157.3968933660826,85,True,True,0,45.0,3,0.29898760000651237,15,950030,7,112.0,15,3949.3968933660826,0.2990006000036374
357,15,15,True,15,,0,0,3,30.0,0.0,262.6620787573282,121,605.0,paper,3147.931181359923,85,True,True,0,45.0,3,0.5722999999998137,15,950030,7,112.0,15,3939.931181359923,0.5723110999970231
383,15,15,True,15,,0,0,7,30.0,0.0,304.09959329222875,111,555.0,reference,3831.4938993834317,71,True,True,22,45.0,3,0.37995930000033695,15,950031,7,100.0,15,4561.493899383431,0.3799737999943318
410,15,15,True,15,,0,0,7,30.0,4.547473508864641e-13,304.3490187658607,111,555.0,paper,3835.2352814879096,71,True,True,22,45.0,3,0.8077502999949502,15,950031,7,100.0,15,4565.2352814879105,0.8077632000058657
244,10,10,True,10,,0,0,4,20.0,0.0,379.0325444597809,116,580.0,reference,3051.325444597809,91,True,True,16,30.0,3,0.2268705000024056,10,950032,7,109.0,10,3790.325444597809,0.22688239999115467
250,10,10,True,10,,0,0,4,20.0,0.0,379.41354060067096,116,580.0,paper,3055.13540600671,91,True,True,16,30.0,3,0.4642567999981111,10,950032,7,109.0,10,3794.1354060067097,0.464269800009788
362,13,13,True,13,,0,0,2,26.0,0.0,290.67797829222224,112,560.0,reference,3055.813717798889,76,True,True,1,39.0,3,0.3307647000037832,13,950033,7,98.0,13,3778.813717798889,0.3307816000015009
376,13,13,True,13,,0,0,2,26.0,0.0,290.46788189907073,111,555.0,paper,3058.0824646879196,76,True,True,1,39.0,3,0.7087806999916211,13,950033,7,98.0,13,3776.0824646879196,0.7087934000010137
289,14,14,True,14,,0,0,4,28.0,4.547473508864641e-13,302.99271371078186,116,580.0,reference,3481.897991950946,84,True,True,7,42.0,3,0.26376229999004863,14,950034,7,110.0,14,4241.897991950946,0.2637772000016412
296,14,14,True,14,,0,0,4,28.0,0.0,303.0819317924268,116,580.0,paper,3483.1470450939755,84,True,True,7,42.0,3,0.42125870000745635,14,950034,7,110.0,14,4243.147045093975,0.42127249999612104
437,16,16,True,16,,0,0,8,32.0,4.547473508864641e-13,281.45528481487236,134,670.0,reference,3631.284557037958,91,True,True,20,48.0,3,0.3980758999969112,16,950035,7,122.0,16,4503.284557037958,0.398092599993106
470,16,16,True,16,,0,0,8,32.0,4.547473508864641e-13,284.4494360341565,134,670.0,paper,3679.190976546504,91,True,True,20,48.0,3,0.9180182999989484,16,950035,7,122.0,16,4551.190976546504,0.9180296999984421
239,10,10,True,10,,0,0,1,20.0,0.0,343.83595098638915,121,605.0,reference,2671.359509863892,93,True,True,0,30.0,3,0.23285309999482706,10,950036,7,112.0,10,3438.3595098638916,0.23286920000100508
259,10,10,True,10,,0,0,1,20.0,0.0,344.01803929667796,121,605.0,paper,2673.1803929667794,93,True,True,0,30.0,3,0.6034771999984514,10,950036,7,112.0,10,3440.1803929667794,0.6034902999963379
383,14,14,True,14,,0,0,5,28.0,0.0,315.71499897300794,118,590.0,reference,3655.009985622111,80,True,True,9,42.0,3,0.3461508999898797,14,950037,7,105.0,14,4420.009985622111,0.3461676000006264
417,14,14,True,14,,0,0,5,28.0,5.684341886080802e-14,316.2743932110936,118,590.0,paper,3662.841504955311,80,True,True,9,42.0,3,0.8333267999987584,14,950037,7,105.0,14,4427.8415049553105,0.8333387000020593
414,16,16,True,16,,0,0,5,32.0,2.2737367544323206e-13,277.74082874800416,122,610.0,reference,3642.853259968067,81,True,True,10,48.0,3,0.3807809999998426,16,950038,7,111.0,16,4443.853259968067,0.38079260000085924
433,16,16,True,16,,0,0,5,32.0,2.2737367544323206e-13,278.05417680229795,122,610.0,paper,3647.866828836767,81,True,True,10,48.0,3,0.7062614000024041,16,950038,7,111.0,16,4448.866828836767,0.7062734000064665
382,16,16,True,16,,0,0,6,32.0,0.0,306.4654278011887,123,615.0,reference,4095.44684481902,82,True,True,5,48.0,3,0.3532285000110278,16,950039,7,113.0,16,4903.446844819019,0.353241100005107
411,16,16,True,16,,0,0,6,32.0,0.0,306.5776468834905,123,615.0,paper,4097.242350135851,82,True,True,5,48.0,3,0.7379089000023669,16,950039,7,113.0,16,4905.242350135848,0.7379174999950919
