candidate_evaluations,clear,cleared,complete,deferred_targets,error,failed_clear,fallback,forced_targets,laser_s,max_step_time_error_s,mean_time_s,measure,measure_s,mode,move_s,no_signal,normal_exit,ok,opportunistic_measures,optical_s,problem,program_time_s,safe_clear_points,seed,stations_visited,switch_s,total,virtual_time_s,wall_s
0,85,10,True,0,,75,4,0,20.0,0.0,1047.5511890199593,417,2085.0,reference,7737.511890199541,395,True,True,0,255.0,4,0.8500638999976218,6,950005,31,378.0,10,10475.511890199594,0.8500743999902625
87,85,10,True,0,,75,4,0,20.0,0.0,1039.7478867198126,417,2085.0,paper,7659.478867198075,394,True,True,0,255.0,4,0.9799882999941474,6,950005,31,378.0,10,10397.478867198126,0.9799989000021014
0,34,16,True,0,,18,2,0,32.0,0.0,382.9832287982703,192,960.0,reference,4870.731660772326,149,True,True,0,102.0,4,0.4907303999934811,14,950006,12,163.0,16,6127.731660772325,0.4907494999933988
134,40,16,True,0,,24,3,0,32.0,0.0,373.5235395139755,187,935.0,paper,4726.376632223607,146,True,True,0,120.0,4,0.9867840999941109,13,950006,12,163.0,16,5976.376632223608,0.9867939000105252
0,44,16,True,0,,28,4,0,32.0,0.0,512.7476836118876,264,1320.0,reference,6490.962937790201,227,True,True,0,132.0,4,1.142739300004905,12,950007,22,229.0,16,8203.962937790202,1.1427498999983072
106,44,16,True,0,,28,4,0,32.0,0.0,492.31623764640983,258,1290.0,paper,6194.059802342556,221,True,True,0,132.0,4,1.3428222999937134,12,950007,22,229.0,16,7877.059802342557,1.3428322999970987
0,50,12,True,0,,38,1,0,24.0,1.1368683772161603e-13,811.5967401219126,368,1840.0,reference,7394.160881462952,339,True,True,0,150.0,4,0.4255820000107633,11,950008,31,331.0,12,9739.16088146295,0.42559800000162795
84,50,12,True,0,,38,1,0,24.0,4.547473508864641e-13,797.8949217994708,366,1830.0,paper,7239.73906159365,336,True,True,0,150.0,4,0.5502825000003213,11,950008,31,331.0,12,9574.73906159365,0.5502925000037067
0,58,16,True,0,,42,1,0,32.0,0.0,367.2426000389592,177,885.0,reference,4632.881600623347,134,True,True,0,174.0,4,0.4840601999894716,15,950009,11,152.0,16,5875.881600623347,0.48407289999886416
159,58,16,True,0,,42,1,0,32.0,1.1368683772161603e-13,366.4113436585253,180,900.0,paper,4604.581498536405,135,True,True,0,174.0,4,0.7005116999935126,15,950009,11,152.0,16,5862.581498536405,0.7005222000007052
0,47,15,True,0,,32,3,0,30.0,0.0,683.8711190943201,280,1400.0,reference,8446.066786414807,246,True,True,0,141.0,4,1.0003595999878598,12,950010,31,241.0,15,10258.066786414802,1.0003715000057127
95,47,15,True,0,,32,3,0,30.0,0.0,676.0316014159168,280,1400.0,paper,8328.474021238757,244,True,True,0,141.0,4,1.1425875999993877,12,950010,31,241.0,15,10140.474021238753,1.1426017999910982
0,98,15,True,0,,83,5,0,30.0,2.842170943040401e-14,718.6548244099741,312,1560.0,reference,8630.822366149616,279,True,True,0,294.0,4,1.3649384000018472,10,950011,31,265.0,15,10779.822366149612,1.3649522000050638
128,98,15,True,0,,83,5,0,30.0,2.2737367544323206e-13,706.756489928252,312,1560.0,paper,8452.347348923782,277,True,True,0,294.0,4,1.4958067999978084,10,950011,31,265.0,15,10601.34734892378,1.4958194000064395
0,90,14,True,0,,76,4,0,28.0,0.0,724.1092121437314,291,1455.0,reference,8136.528970012246,259,True,True,0,270.0,4,1.0140669000102207,10,950012,31,248.0,14,10137.52897001224,1.0140796000050614
101,90,14,True,0,,76,4,0,28.0,0.0,723.8627319560163,293,1465.0,paper,8123.078247384234,260,True,True,0,270.0,4,1.2399756999948295,10,950012,31,248.0,14,10134.078247384228,1.2399860000004992
0,110,16,True,0,,94,5,0,32.0,0.0,389.23941019365986,178,890.0,reference,4826.830563098559,143,True,True,0,330.0,4,1.3289517999946838,11,950013,12,149.0,16,6227.830563098558,1.3289689999946859
121,110,16,True,0,,94,5,0,32.0,0.0,373.60597606282676,175,875.0,paper,4591.69561700523,139,True,True,0,330.0,4,1.5431329999992158,11,950013,12,149.0,16,5977.695617005228,1.5431434999918565
0,19,13,True,0,,6,1,0,26.0,1.1368683772161603e-13,772.4496766355189,319,1595.0,reference,8083.8457962617495,286,True,True,0,57.0,4,0.3643288999883225,12,950014,31,280.0,13,10041.845796261747,0.36433840000245254
112,19,13,True,0,,6,1,0,26.0,0.0,766.7048998516365,321,1605.0,paper,7999.163698071277,287,True,True,0,57.0,4,0.5421856000029948,12,950014,31,280.0,13,9967.163698071274,0.5421968000009656
0,40,15,True,0,,25,3,0,30.0,9.094947017729282e-13,682.3257778805346,301,1505.0,reference,8321.88666820802,265,True,True,0,120.0,4,1.0199369000038132,12,950015,31,258.0,15,10234.886668208019,1.0199476999987382
111,40,15,True,0,,25,3,0,30.0,9.094947017729282e-13,671.2415423889885,298,1490.0,paper,8170.62313583483,262,True,True,0,120.0,4,1.2247222000005422,12,950015,31,258.0,15,10068.623135834827,1.2247371000121348
0,99,10,True,0,,89,4,0,20.0,0.0,1021.6907514539273,413,2065.0,reference,7461.907514539274,391,True,True,0,297.0,4,1.1071653999970295,6,950016,31,373.0,10,10216.907514539273,1.1071788000117522
93,99,10,True,0,,89,4,0,20.0,0.0,1021.357087861754,416,2080.0,paper,7443.570878617541,392,True,True,0,297.0,4,1.248404500001925,6,950016,31,373.0,10,10213.57087861754,1.2484132000099635
0,48,10,True,0,,38,1,0,20.0,0.0,1021.6072643244303,385,1925.0,reference,7782.072643244305,359,True,True,0,144.0,4,0.4142878999991808,9,950017,31,345.0,10,10216.072643244303,0.4143019000039203
83,48,10,True,0,,38,1,0,20.0,0.0,1014.4166904354906,385,1925.0,paper,7710.166904354908,358,True,True,0,144.0,4,0.5470975000062026,9,950017,31,345.0,10,10144.166904354906,0.547109699997236
0,45,12,True,0,,33,4,0,24.0,0.0,870.9948798517806,371,1855.0,reference,8111.938558221373,342,True,True,0,135.0,4,0.8837578000093345,8,950018,31,326.0,12,10451.938558221367,0.8837667000043439
135,45,12,True,0,,33,4,0,24.0,0.0,861.4545282005638,371,1855.0,paper,7997.454338406769,340,True,True,0,135.0,4,1.095452399997157,8,950018,31,326.0,12,10337.454338406766,1.095463199992082
0,22,16,True,0,,6,1,0,32.0,9.094947017729282e-13,448.8022378763658,210,1050.0,reference,5855.835806021855,168,True,True,0,66.0,4,0.4867599999997765,15,950019,17,177.0,16,7180.8358060218525,0.4867713999992702
151,22,16,True,0,,6,1,0,32.0,0.0,438.66943472122813,210,1050.0,paper,5693.710955539654,166,True,True,0,66.0,4,0.7407653999980539,15,950019,17,177.0,16,7018.71095553965,0.7407738999900175
