candidate_evaluations,clear,cleared,complete,deferred_targets,error,failed_clear,fallback,forced_targets,laser_s,max_step_time_error_s,mean_time_s,measure,measure_s,mode,move_s,no_signal,normal_exit,ok,opportunistic_measures,optical_s,problem,program_time_s,safe_clear_points,seed,stations_visited,switch_s,total,virtual_time_s,wall_s
320,13,13,True,13,,0,0,6,26.0,0.0,319.5914895255137,125,625.0,reference,3351.6893638316787,87,True,True,21,39.0,3,0.30599500000244007,12,930005,7,113.0,13,4154.689363831678,0.3060138000000734
353,13,13,True,13,,0,0,6,26.0,0.0,318.95132323682833,125,625.0,paper,3343.367202078769,87,True,True,21,39.0,3,0.7267573999997694,13,930005,7,113.0,13,4146.367202078768,0.7267679999931715
431,16,16,True,16,,0,0,6,32.0,0.0,325.6462832328193,120,600.0,reference,4423.340531725109,74,True,True,22,48.0,3,0.39634199999272823,16,930006,7,107.0,16,5210.340531725109,0.39635029999772087
450,16,16,True,16,,0,0,6,32.0,0.0,324.3160078799185,120,600.0,paper,4402.056126078696,74,True,True,22,48.0,3,0.8578754000045592,16,930006,7,107.0,16,5189.056126078696,0.8578859999979613
340,12,12,True,12,,0,0,6,24.0,9.094947017729282e-13,354.6208411048042,121,605.0,reference,3482.45009325765,86,True,True,20,36.0,3,0.3150588999997126,11,930007,7,108.0,12,4255.45009325765,0.3150664999993751
349,12,12,True,12,,0,0,6,24.0,4.547473508864641e-13,354.66669606525676,120,600.0,paper,3488.0003527830813,86,True,True,20,36.0,3,0.7375698999967426,12,930007,7,108.0,12,4256.000352783081,0.7375804000039352
350,15,15,True,15,,0,0,7,30.0,0.0,276.40516766058875,104,520.0,reference,3458.077514908831,63,True,True,22,45.0,3,0.3255318999872543,15,930008,7,93.0,15,4146.077514908831,0.32554430000891443
371,15,15,True,15,,0,0,7,30.0,0.0,275.5266779599098,104,520.0,paper,3444.900169398647,63,True,True,22,45.0,3,0.7842216999997618,15,930008,7,93.0,15,4132.900169398647,0.784232099991641
250,11,11,True,11,,0,0,4,22.0,5.684341886080802e-14,339.0371322882424,115,575.0,reference,2991.4084551706665,84,True,True,12,33.0,3,0.2527866000018548,9,930009,7,108.0,11,3729.4084551706665,0.25279879999288823
247,11,11,True,11,,0,0,4,22.0,0.0,341.0142083431833,115,575.0,paper,3013.156291775017,84,True,True,12,33.0,3,0.5762022000126308,11,930009,7,108.0,11,3751.1562917750166,0.5762122000014642
338,14,14,True,14,,0,0,2,28.0,0.0,287.144926156417,103,515.0,reference,3341.028966189838,66,True,True,11,42.0,3,0.3204849000030663,14,930010,7,94.0,14,4020.028966189838,0.32053219999943394
336,14,14,True,14,,0,0,2,28.0,0.0,286.4443748679866,103,515.0,paper,3331.2212481518127,66,True,True,11,42.0,3,0.675971100004972,14,930010,7,94.0,14,4010.2212481518127,0.6759824000037042
227,10,10,True,10,,0,0,0,20.0,2.842170943040401e-14,330.4736858355558,115,575.0,reference,2572.7368583555576,88,True,True,2,30.0,3,0.2022111000114819,10,930011,7,107.0,10,3304.736858355558,0.20221970000420697
247,10,10,True,10,,0,0,0,20.0,2.842170943040401e-14,327.1639891802486,116,580.0,paper,2534.639891802486,88,True,True,2,30.0,3,0.47378630000457633,10,930011,7,107.0,10,3271.639891802486,0.4737965000094846
373,16,16,True,16,,0,0,4,32.0,0.0,202.92595057770762,88,440.0,reference,2645.815209243322,46,True,True,18,48.0,3,0.361464600006002,15,930012,5,81.0,16,3246.815209243322,0.3614767999970354
414,16,16,True,16,,0,0,4,32.0,0.0,201.71551947148777,88,440.0,paper,2626.4483115438047,46,True,True,18,48.0,3,0.7551443999982439,16,930012,5,81.0,16,3227.4483115438043,0.7551556999969762
327,13,13,True,13,,0,0,1,26.0,5.684341886080802e-14,313.7607039289003,117,585.0,reference,3321.8891510757035,82,True,True,4,39.0,3,0.3129616999940481,13,930013,7,107.0,13,4078.8891510757035,0.31297270000504795
353,13,13,True,13,,0,0,1,26.0,5.684341886080802e-14,313.83395409042794,117,585.0,paper,3322.8414031755624,82,True,True,4,39.0,3,0.6492995000007795,13,930013,7,107.0,13,4079.8414031755633,0.6493096000049263
319,11,11,True,11,,0,0,3,22.0,0.0,376.6125237817649,127,635.0,reference,3338.7377615994137,93,True,True,13,33.0,3,0.3055393000104232,10,930014,7,114.0,11,4142.737761599414,0.30555550000281073
320,11,11,True,11,,0,0,3,22.0,4.547473508864641e-13,379.3103925838968,126,630.0,paper,3373.4143184228647,93,True,True,13,33.0,3,0.7036133000074187,11,930014,7,114.0,11,4172.414318422865,0.7036207000055583
271,11,11,True,11,,0,0,4,22.0,0.0,385.7982978504451,123,615.0,reference,3459.7812763548964,92,True,True,16,33.0,3,0.26169579999987036,11,930015,7,114.0,11,4243.781276354896,0.2617071999993641
310,11,11,True,11,,0,0,4,22.0,0.0,383.3767103003918,123,615.0,paper,3433.143813304309,92,True,True,16,33.0,3,0.6206150999933016,11,930015,7,114.0,11,4217.143813304309,0.6206261000043014
291,11,11,True,11,,0,0,6,22.0,5.684341886080802e-14,450.4206902748134,133,665.0,reference,4109.6275930229485,102,True,True,16,33.0,3,0.24509650000254624,11,930016,7,125.0,11,4954.627593022948,0.24510809998901095
297,11,11,True,11,,0,0,6,22.0,5.684341886080802e-14,437.48176439621693,132,660.0,paper,3972.2994083583862,102,True,True,16,33.0,3,0.512386600006721,11,930016,7,125.0,11,4812.299408358386,0.5123949000117136
317,12,12,True,12,,0,0,2,24.0,0.0,357.765767385584,118,590.0,reference,3535.189208627008,82,True,True,13,36.0,3,0.28269549999095034,12,930017,7,108.0,12,4293.189208627008,0.2827108000055887
327,12,12,True,12,,0,0,2,24.0,0.0,354.4199688692498,118,590.0,paper,3495.0396264309975,82,True,True,13,36.0,3,0.7442093999998178,12,930017,7,108.0,12,4253.0396264309975,0.7442255999922054
349,13,13,True,13,,0,0,2,26.0,0.0,279.31519907450223,119,595.0,reference,2865.097587968529,84,True,True,3,39.0,3,0.29565719999664,13,930018,7,106.0,13,3631.0975879685293,0.2956719000067096
367,13,13,True,13,,0,0,2,26.0,0.0,278.6758113554293,118,590.0,paper,2861.7855476205805,84,True,True,3,39.0,3,0.6464912999945227,13,930018,7,106.0,13,3622.7855476205805,0.6464985000056913
226,10,10,True,10,,0,0,4,20.0,0.0,344.3508459281745,124,620.0,reference,2656.5084592817448,97,True,True,11,30.0,3,0.2177293999993708,10,930019,7,117.0,10,3443.508459281745,0.21773770000436343
228,10,10,True,10,,0,0,4,20.0,0.0,343.5090323130731,124,620.0,paper,2648.09032313073,97,True,True,11,30.0,3,0.38275949998933356,10,930019,7,117.0,10,3435.0903231307307,0.38277820000075735
414,15,15,True,15,,0,0,7,30.0,0.0,314.8775713690954,117,585.0,reference,3958.16357053643,77,True,True,20,45.0,3,0.32694050000282004,15,930020,7,105.0,15,4723.163570536431,0.3269585000089137
434,15,15,True,15,,0,0,7,30.0,0.0,314.0245805756211,117,585.0,paper,3945.368708634315,77,True,True,20,45.0,3,0.6766950000019278,15,930020,7,105.0,15,4710.368708634316,0.6767057999968529
409,16,16,True,16,,0,0,8,32.0,0.0,232.09483345777977,105,525.0,reference,3013.517335324477,59,True,True,27,48.0,3,0.3565655999991577,16,930021,6,95.0,16,3713.5173353244763,0.3565822999953525
400,16,16,True,16,,0,0,8,32.0,4.547473508864641e-13,231.66469000904064,105,525.0,paper,3006.6350401446502,59,True,True,27,48.0,3,0.9030838999897242,16,930021,6,95.0,16,3706.6350401446502,0.9030969000014011
306,13,13,True,13,,0,0,4,26.0,0.0,288.15278424412867,121,605.0,reference,2963.9861951736725,85,True,True,13,39.0,3,0.28848329999891575,11,930022,7,112.0,13,3745.9861951736725,0.2884957999922335
351,13,13,True,13,,0,0,4,26.0,0.0,285.5630809390874,121,605.0,paper,2930.320052208136,85,True,True,13,39.0,3,0.6246660000033444,13,930022,7,112.0,13,3712.3200522081365,0.6246762999944622
373,15,15,True,15,,0,0,6,30.0,5.684341886080802e-14,305.4211127001952,124,620.0,reference,3773.316690502927,83,True,True,21,45.0,3,0.33876889999373816,15,930023,7,113.0,15,4581.3166905029275,0.33877669999492355
402,15,15,True,15,,0,0,6,30.0,5.684341886080802e-14,305.75791636176575,124,620.0,paper,3778.3687454264864,83,True,True,21,45.0,3,0.5721515000041109,15,930023,7,113.0,15,4586.368745426486,0.5721590000030119
387,16,16,True,16,,0,0,8,32.0,0.0,270.0555024861318,120,600.0,reference,3530.888039778109,75,True,True,23,48.0,3,0.35787550000532065,16,930024,7,110.0,16,4320.888039778109,0.35788729999330826
395,16,16,True,16,,0,0,8,32.0,0.0,268.67554769268366,120,600.0,paper,3508.8087630829405,75,True,True,23,48.0,3,0.8404563999938546,16,930024,7,110.0,16,4298.808763082939,0.8404661000095075
420,15,15,True,15,,0,0,5,30.0,9.094947017729282e-13,318.4323433274139,119,595.0,reference,4001.48514991121,74,True,True,17,45.0,3,0.375749500002712,13,930025,7,105.0,15,4776.485149911208,0.375767999998061
438,15,15,True,15,,0,0,5,30.0,9.094947017729282e-13,317.10385770769784,119,595.0,paper,3981.5578656154694,74,True,True,17,45.0,3,0.8607919000060065,15,930025,7,105.0,15,4756.557865615468,0.8608099999983096
399,16,16,True,16,,0,0,6,32.0,0.0,247.30260908986995,113,565.0,reference,3209.8417454379196,67,True,True,18,48.0,3,0.39169699999911245,16,930026,7,102.0,16,3956.841745437919,0.39170829999784473
438,16,16,True,16,,0,0,6,32.0,0.0,245.32261188073173,112,560.0,paper,3183.1617900917076,67,True,True,18,48.0,3,0.9124692999903345,16,930026,7,102.0,16,3925.1617900917076,0.9124797999975272
365,14,14,True,14,,0,0,3,28.0,0.0,288.62870050169505,116,580.0,reference,3285.801807023731,75,True,True,12,42.0,3,0.3204715000028955,14,930027,7,105.0,14,4040.8018070237304,0.32048509999003727
399,14,14,True,14,,0,0,3,28.0,5.684341886080802e-14,287.665253464499,116,580.0,paper,3272.3135485029866,75,True,True,12,42.0,3,0.7670554999931483,14,930027,7,105.0,14,4027.3135485029866,0.7670669000071939
317,13,13,True,13,,0,0,5,26.0,2.2737367544323206e-13,299.73928500808273,114,570.0,reference,3156.610705105076,78,True,True,19,39.0,3,0.28371670001070015,13,930028,7,105.0,13,3896.6107051050753,0.2837292000040179
319,13,13,True,13,,0,0,5,26.0,0.0,298.26830202487963,113,565.0,paper,3142.4879263234357,78,True,True,19,39.0,3,0.5824630999995861,13,930028,7,105.0,13,3877.487926323435,0.5824827999895206
362,14,14,True,14,,0,0,2,28.0,0.0,327.8891156463056,120,600.0,reference,3812.447619048277,81,True,True,7,42.0,3,0.33024870000372175,14,930029,7,108.0,14,4590.447619048278,0.3302597000001697
382,14,14,True,14,,0,0,2,28.0,0.0,325.18844710362794,120,600.0,paper,3774.638259450791,81,True,True,7,42.0,3,0.7352850000024773,14,930029,7,108.0,14,4552.638259450791,0.7352955999958795
284,10,10,True,10,,0,0,1,20.0,0.0,362.5411835312565,128,640.0,reference,2818.411835312565,98,True,True,3,30.0,3,0.2668565000058152,9,930030,7,117.0,10,3625.4118353125646,0.26686719999997877
304,10,10,True,10,,0,0,1,20.0,0.0,362.2237231518324,128,640.0,paper,2815.2372315183243,98,True,True,3,30.0,3,0.6439031000045361,10,930030,7,117.0,10,3622.2372315183243,0.6439134000102058
406,16,16,True,16,,0,0,5,32.0,0.0,287.0544064672964,120,600.0,reference,3803.870503476742,77,True,True,11,48.0,3,0.3716339000093285,16,930031,7,109.0,16,4592.870503476743,0.37164659998961724
442,16,16,True,16,,0,0,5,32.0,0.0,286.0814184929266,120,600.0,paper,3788.3026958868254,77,True,True,11,48.0,3,0.7637000999966403,16,930031,7,109.0,16,4577.302695886826,0.7637152999959653
373,16,16,True,16,,0,0,5,32.0,0.0,213.53738087412557,106,530.0,reference,2708.598093986009,62,True,True,15,48.0,3,0.35348449999582954,16,930032,6,98.0,16,3416.598093986009,0.3534966000006534
388,16,16,True,16,,0,0,5,32.0,0.0,212.99210442626045,107,535.0,paper,2694.873670820167,62,True,True,15,48.0,3,0.8530235999933211,16,930032,6,98.0,16,3407.8736708201673,0.8530343000020366
249,10,10,True,10,,0,0,1,20.0,0.0,380.8855891715182,119,595.0,reference,3054.8558917151813,91,True,True,4,30.0,3,0.22951400000602007,10,930033,7,109.0,10,3808.8558917151818,0.22952440001245122
264,10,10,True,10,,0,0,1,20.0,0.0,380.85051135383185,119,595.0,paper,3054.5051135383183,91,True,True,4,30.0,3,0.4828429000044707,10,930033,7,109.0,10,3808.5051135383183,0.48285700000997167
325,13,13,True,13,,0,0,4,26.0,0.0,267.44183394639816,114,570.0,reference,2737.743841303176,81,True,True,6,39.0,3,0.2704000000085216,13,930034,7,104.0,13,3476.743841303176,0.27041989999997895
354,13,13,True,13,,0,0,4,26.0,0.0,266.67525285898887,114,570.0,paper,2727.7782871668555,81,True,True,6,39.0,3,0.6427475999953458,13,930034,7,104.0,13,3466.7782871668555,0.6427639000030467
363,14,14,True,14,,0,0,4,28.0,4.547473508864641e-13,256.1028158002863,112,560.0,reference,2854.4394212040092,73,True,True,12,42.0,3,0.35434009999153204,13,930035,7,101.0,14,3585.439421204008,0.3543513000040548
367,14,14,True,14,,0,0,4,28.0,0.0,252.2487773845832,111,555.0,paper,2805.4828833841643,73,True,True,12,42.0,3,0.6029777999938233,14,930035,7,101.0,14,3531.482883384165,0.6029887000040617
284,11,11,True,11,,0,0,4,22.0,0.0,331.36794379840785,120,600.0,reference,2880.0473817824864,88,True,True,12,33.0,3,0.29232090000004973,10,930036,7,110.0,11,3645.0473817824864,0.2923319999972591
298,11,11,True,11,,0,0,4,22.0,0.0,330.86757262891746,120,600.0,paper,2874.5432989180927,88,True,True,12,33.0,3,0.6323993999976665,11,930036,7,110.0,11,3639.543298918092,0.6324084999941988
372,14,14,True,14,,0,0,2,28.0,0.0,252.23403793360285,96,480.0,reference,2896.2765310704394,58,True,True,10,42.0,3,0.32809999999881256,14,930037,7,85.0,14,3531.27653107044,0.32811640000727493
382,14,14,True,14,,0,0,2,28.0,0.0,252.4339401158765,96,480.0,paper,2899.0751616222706,58,True,True,10,42.0,3,0.7072669000044698,14,930037,7,85.0,14,3534.075161622271,0.7072765999910189
317,13,13,True,13,,0,0,2,26.0,0.0,285.3497560622167,114,570.0,reference,2970.546828808818,79,True,True,4,39.0,3,0.273057800004608,13,930038,7,104.0,13,3709.5468288088177,0.2730698000086704
354,13,13,True,13,,0,0,2,26.0,0.0,284.14691353102825,114,570.0,paper,2954.909875903368,79,True,True,4,39.0,3,0.6182221000053687,13,930038,7,104.0,13,3693.9098759033673,0.6182339000079082
354,14,14,True,14,,0,0,4,28.0,0.0,283.96649419386864,120,600.0,reference,3197.530918714161,79,True,True,12,42.0,3,0.34990749999997206,14,930039,7,108.0,14,3975.530918714161,0.34991849999642
385,14,14,True,14,,0,0,4,28.0,0.0,283.3571750048412,120,600.0,paper,3189.0004500677765,79,True,True,12,42.0,3,0.9290282000001753,14,930039,7,108.0,14,3967.000450067777,0.9290383999905316
