candidate_evaluations,clear,cleared,complete,deferred_targets,error,failed_clear,fallback,forced_targets,laser_s,max_step_time_error_s,mean_time_s,measure,measure_s,mode,move_s,no_signal,normal_exit,ok,opportunistic_measures,optical_s,problem,program_time_s,safe_clear_points,seed,stations_visited,switch_s,total,virtual_time_s,wall_s
0,28,11,True,0,,17,1,0,22.0,2.842170943040401e-14,944.6164699547639,361,1805.0,reference,8165.781169502405,329,True,True,0,84.0,4,0.2989792000007583,10,930000,31,314.0,11,10390.781169502403,0.2989882999972906
323,173,11,True,0,,162,2,0,22.0,5.684341886080802e-14,1030.5843848720071,356,1780.0,paper,8701.428233592078,321,True,True,0,519.0,4,0.9954072999971686,9,930000,31,314.0,11,11336.428233592078,0.9954167000105372
0,15,15,True,0,,0,0,0,30.0,2.2737367544323206e-13,672.4249175840133,261,1305.0,reference,8496.373763760199,213,True,True,0,45.0,4,0.17720799999369774,15,930001,31,210.0,15,10086.373763760199,0.17721980001078919
392,106,15,True,0,,91,3,0,30.0,0.0,713.437841970029,256,1280.0,paper,8863.567629550438,212,True,True,0,318.0,4,1.1220031999982893,12,930001,31,210.0,15,10701.567629550435,1.1220186999998987
0,29,13,True,0,,16,2,0,26.0,0.0,807.1086654293083,318,1590.0,reference,8520.412650581009,281,True,True,0,87.0,4,0.4772798000049079,11,930002,31,269.0,13,10492.412650581007,0.47729909999179654
375,106,13,True,0,,93,2,0,26.0,0.0,845.3032497888006,315,1575.0,paper,8800.94224725441,273,True,True,0,318.0,4,1.0965571999986423,11,930002,31,269.0,13,10988.942247254408,1.0965661000082036
0,18,10,True,0,,8,2,0,20.0,2.842170943040401e-14,1010.1660336714989,367,1835.0,reference,7865.660336714994,342,True,True,0,54.0,4,0.4337493000057293,8,930003,31,327.0,10,10101.66033671499,0.4337664000049699
236,101,10,True,0,,91,4,0,20.0,0.0,1069.8107492774056,363,1815.0,paper,8233.107492774063,341,True,True,0,303.0,4,1.1389612999919336,6,930003,31,327.0,10,10698.107492774056,1.1389769000088563
0,13,13,True,0,,0,0,0,26.0,0.0,750.7829455489868,297,1485.0,reference,7955.17829213683,260,True,True,0,39.0,4,0.13458600000012666,13,930004,31,255.0,13,9760.178292136829,0.1346007000101963
289,70,13,True,0,,57,2,0,26.0,1.1368683772161603e-13,789.9979265411347,293,1465.0,paper,8313.973045034754,259,True,True,0,210.0,4,0.8983606999972835,11,930004,31,255.0,13,10269.97304503475,0.8983743999997387
0,13,13,True,0,,0,0,0,26.0,0.0,800.3063521655602,300,1500.0,reference,8583.982578152283,262,True,True,0,39.0,4,0.13669949999894015,13,930005,31,255.0,13,10403.982578152281,0.13671150000300258
285,13,13,True,0,,0,0,0,26.0,0.0,762.4109331370581,284,1420.0,paper,8181.342130781754,247,True,True,0,39.0,4,0.5688627999916207,13,930005,31,245.0,13,9911.342130781755,0.5688718000019435
0,23,16,True,0,,7,2,0,32.0,0.0,372.10630663565126,144,720.0,reference,5020.700906170418,97,True,True,0,69.0,4,0.4739473999943584,14,930006,11,112.0,16,5953.70090617042,0.4739560000016354
416,110,16,True,0,,94,3,0,32.0,2.2737367544323206e-13,403.09032033262463,137,685.0,paper,5290.445125321993,91,True,True,0,330.0,4,1.2852382999990368,13,930006,11,112.0,16,6449.445125321994,1.2852498999855015
0,52,12,True,0,,40,1,0,24.0,2.2737367544323206e-13,859.1236625276956,321,1605.0,reference,8245.48395033235,286,True,True,0,156.0,4,0.29158649999590125,11,930007,31,279.0,12,10309.483950332347,0.29160029999911785
302,31,12,True,0,,19,2,0,24.0,4.547473508864641e-13,844.1728655577431,318,1590.0,paper,8144.074386692918,284,True,True,0,93.0,4,0.9026651000021957,10,930007,31,279.0,12,10130.074386692917,0.9026742000132799
0,37,15,True,0,,22,3,0,30.0,2.2737367544323206e-13,666.6270705535942,252,1260.0,reference,8398.406058303915,213,True,True,0,111.0,4,0.6191947000043001,12,930008,31,200.0,15,9999.406058303914,0.6192091999982949
377,411,15,True,0,,396,7,0,30.0,0.0,873.5449852346749,244,1220.0,paper,10420.174778520124,210,True,True,0,1233.0,4,1.7221589000109816,8,930008,31,200.0,15,13103.174778520122,1.7221764999994775
0,28,11,True,0,,17,2,0,22.0,0.0,922.5606884364829,346,1730.0,reference,8005.167572801314,317,True,True,0,84.0,4,0.42884029999549966,9,930009,31,307.0,11,10148.167572801312,0.4288490000035381
261,39,11,True,0,,28,2,0,22.0,0.0,923.2663115425548,343,1715.0,paper,7994.929426968107,314,True,True,0,117.0,4,0.8093366999964928,9,930009,31,307.0,11,10155.929426968103,0.8093482999975095
0,25,14,True,0,,11,1,0,28.0,0.0,736.4383800217463,306,1530.0,reference,8413.137320304442,267,True,True,0,75.0,4,0.29194969999662135,13,930010,31,264.0,14,10310.137320304448,0.2919586000061827
363,26,14,True,0,,12,2,0,28.0,1.1368683772161603e-13,731.0144984580403,306,1530.0,paper,8334.20297841256,264,True,True,0,78.0,4,1.026362299991888,12,930010,31,264.0,14,10234.202978412564,1.0263693000015337
0,10,10,True,0,,0,0,0,20.0,0.0,989.3849797799409,392,1960.0,reference,7531.849797799409,361,True,True,0,30.0,4,0.11483180000504944,10,930011,31,352.0,10,9893.849797799408,0.11484560000826605
242,10,10,True,0,,0,0,0,20.0,0.0,983.8475655789085,390,1950.0,paper,7486.475655789084,359,True,True,0,30.0,4,0.4878017000010004,10,930011,31,352.0,10,9838.475655789085,0.4878138000058243
