problem,cleared,virtual_time_s,mean_time_s,program_time_s,complete,stations_visited,measure,clear,failed_clear,fallback,mode,seed,total,normal_exit,strategy,move_s,switch_s,measure_s,optical_s,laser_s,candidate_evaluations,deferred_targets,forced_targets,opportunistic_measures,safe_clear_points,belief_decisions,belief_unavailable,route_decisions,planning_time_s
3,16,4445.209113566114,277.8255695978821,0.6868945000023814,True,7,121,16,0,0,combined,720032,16,True,,,,,,,,,,,,26,0,16,0.48271059997205157
3,10,3940.634952970409,394.0634952970409,0.1405442000104813,True,7,114,10,0,0,original,720033,10,True,,,,,,,,,,,,,,,
3,10,3819.98876320806,381.998876320806,0.144823999988148,True,7,120,10,0,0,reference,720033,10,True,joint_safe,3058.9887632080595,111.0,600.0,30.0,20.0,248,10,4,12,10,,,,
3,10,3830.2095270738287,383.0209527073829,0.218892799995956,True,7,128,10,0,0,route,720033,10,True,,,,,,,,,,,,0,0,13,0.0
3,10,3783.2276680108803,378.32276680108805,0.3846387999947183,True,7,121,10,0,0,belief,720033,10,True,joint_safe,3017.22766801088,111.0,605.0,30.0,20.0,260,10,4,12,9,17,0,0,0.30865409995021764
3,10,3830.2095270738287,383.0209527073829,0.49447850001160987,True,7,128,10,0,0,combined,720033,10,True,,,,,,,,,,,,20,0,13,0.36662740001338534
3,13,4107.298606519233,315.9460466553256,0.19486940000206232,True,7,98,13,0,0,original,720034,13,True,,,,,,,,,,,,,,,
3,13,4268.742215250979,328.36478578853684,0.1937374999979511,True,7,116,13,0,0,reference,720034,13,True,joint_safe,3518.742215250979,105.0,580.0,39.0,26.0,336,13,2,16,13,,,,
3,13,4216.7878589575885,324.3682968428914,0.28829640000185464,True,7,115,13,0,0,route,720034,13,True,,,,,,,,,,,,0,0,18,0.0
3,13,4232.447055912099,325.57285045477687,0.45497900000191294,True,7,114,13,0,0,belief,720034,13,True,joint_safe,3492.4470559121,105.0,570.0,39.0,26.0,303,13,2,16,13,18,0,0,0.35318740001821425
3,13,4195.034020417008,322.69492464746213,0.5669121000100859,True,7,116,13,0,0,combined,720034,13,True,,,,,,,,,,,,20,0,18,0.39509429996542167
3,13,4716.167493488299,362.78211488371534,0.24732809999841265,True,7,109,13,0,0,original,720035,13,True,,,,,,,,,,,,,,,
3,13,4100.96678313349,315.45898331796076,0.20972990000154823,True,7,121,13,0,0,reference,720035,13,True,joint_safe,3318.9667831334896,112.0,605.0,39.0,26.0,309,13,9,25,13,,,,
3,13,3852.2423878747118,296.32633752882396,0.3299406000005547,True,7,109,13,0,0,route,720035,13,True,,,,,,,,,,,,0,0,16,0.0
3,13,4100.96678313349,315.45898331796076,0.4789790999930119,True,7,121,13,0,0,belief,720035,13,True,joint_safe,3318.9667831334896,112.0,605.0,39.0,26.0,309,13,9,25,13,19,0,0,0.36210950001259334
3,13,3852.2423878747118,296.32633752882396,0.6038941000006162,True,7,109,13,0,0,combined,720035,13,True,,,,,,,,,,,,19,0,16,0.36211400003230665
3,10,4185.553114660964,418.5553114660964,0.14761430000362452,True,7,106,10,0,0,original,720036,10,True,,,,,,,,,,,,,,,
3,10,3036.71496929932,303.671496929932,0.16118619999906514,True,7,114,10,0,0,reference,720036,10,True,joint_safe,2310.7149692993194,106.0,570.0,30.0,20.0,249,10,1,7,10,,,,
3,10,3036.71496929932,303.671496929932,0.2283787000051234,True,7,114,10,0,0,route,720036,10,True,,,,,,,,,,,,0,0,16,0.0
3,10,3036.71496929932,303.671496929932,0.403840200000559,True,7,114,10,0,0,belief,720036,10,True,joint_safe,2310.7149692993194,106.0,570.0,30.0,20.0,249,10,1,7,10,16,0,0,0.31818730001396034
3,10,3036.71496929932,303.671496929932,0.4831356000067899,True,7,114,10,0,0,combined,720036,10,True,,,,,,,,,,,,16,0,16,0.3253623000055086
3,16,5152.492706264925,322.0307941415578,0.22381379999569617,True,7,111,16,0,0,original,720037,16,True,,,,,,,,,,,,,,,
3,16,4383.249047784616,273.9530654865385,0.24111119999724906,True,7,115,16,0,0,reference,720037,16,True,joint_safe,3624.249047784617,104.0,575.0,48.0,32.0,384,16,5,15,16,,,,
3,16,4378.566947615422,273.66043422596385,0.31427740000071935,True,7,115,16,0,0,route,720037,16,True,,,,,,,,,,,,0,0,18,0.0
3,16,4353.622167778377,272.10138548614856,0.578217999995104,True,7,114,16,0,0,belief,720037,16,True,joint_safe,3599.622167778377,104.0,570.0,48.0,32.0,372,16,5,15,16,23,0,0,0.4540365998982452
3,16,4348.940067609183,271.8087542255739,0.6366227999969851,True,7,114,16,0,0,combined,720037,16,True,,,,,,,,,,,,22,0,18,0.4452593999594683
3,14,5106.857637286,364.7755455204286,0.18927919999987353,True,7,111,14,0,0,original,720038,14,True,,,,,,,,,,,,,,,
3,14,4603.710022092769,328.8364301494835,0.22858799999812618,True,7,115,14,0,0,reference,720038,14,True,joint_safe,3857.7100220927687,101.0,575.0,42.0,28.0,375,14,4,6,13,,,,
3,14,4621.011424792445,330.0722446280318,0.2764510999986669,True,7,116,14,0,0,route,720038,14,True,,,,,,,,,,,,0,0,17,0.0
3,14,4462.688228851384,318.763444917956,0.6204826999892248,True,7,116,14,0,0,belief,720038,14,True,joint_safe,3711.688228851385,101.0,580.0,42.0,28.0,387,14,4,6,14,26,0,0,0.4958565999986604
3,14,4497.294112525476,321.2352937518197,0.5705606999981683,True,7,116,14,0,0,combined,720038,14,True,,,,,,,,,,,,21,0,17,0.39334359994973056
3,16,5065.676584312636,316.60478651953974,0.26322110000182875,True,7,106,16,0,0,original,720039,16,True,,,,,,,,,,,,,,,
3,16,4805.552269330972,300.34701683318576,0.2804249000037089,True,7,124,16,0,0,reference,720039,16,True,joint_safe,3999.5522693309726,106.0,620.0,48.0,32.0,476,16,10,29,16,,,,
3,16,3882.101049191857,242.63131557449105,0.38996459999179933,True,7,110,16,0,0,route,720039,16,True,,,,,,,,,,,,0,0,18,0.0
3,16,4805.797520525578,300.3623450328486,0.7052540000004228,True,7,125,16,0,0,belief,720039,16,True,joint_safe,3994.7975205255784,106.0,625.0,48.0,32.0,488,16,10,29,15,31,0,0,0.5600699000642635
3,16,3882.101049191857,242.63131557449105,0.7162203000043519,True,7,110,16,0,0,combined,720039,16,True,,,,,,,,,,,,24,0,18,0.4492964999662945
3,16,4580.84189159767,286.30261822485437,0.3057520000002114,True,7,91,16,0,0,original,720040,16,True,,,,,,,,,,,,,,,
3,16,3833.128675068643,239.5705421917902,0.25525989999005105,True,6,89,16,0,0,reference,720040,16,True,joint_safe,3230.128675068642,78.0,445.0,48.0,32.0,406,16,0,14,15,,,,
3,16,4209.9075205341305,263.11922003338316,0.44692119999672286,True,7,107,16,0,0,route,720040,16,True,,,,,,,,,,,,0,0,19,0.0
3,16,3685.5477579373355,230.34673487108347,0.5812862999882782,True,6,88,16,0,0,belief,720040,16,True,joint_safe,3087.5477579373355,78.0,440.0,48.0,32.0,394,16,0,14,15,23,0,0,0.44327410000551026
3,16,4217.8317410236705,263.6144838139794,0.7678386000043247,True,7,106,16,0,0,combined,720040,16,True,,,,,,,,,,,,23,0,19,0.4314573999872664
3,13,4747.892988879402,365.22253760610784,0.1882443000067724,True,7,117,13,0,0,original,720041,13,True,,,,,,,,,,,,,,,
3,13,4246.894979499314,326.6842291922549,0.19403590000001714,True,7,123,13,0,0,reference,720041,13,True,joint_safe,3453.894979499314,113.0,615.0,39.0,26.0,306,13,4,15,13,,,,
3,13,4340.30283312116,333.8694487016277,0.24999080000270624,True,7,126,13,0,0,route,720041,13,True,,,,,,,,,,,,0,0,13,0.0
3,13,4246.2714146910475,326.63626266854214,0.47110399999655783,True,7,124,13,0,0,belief,720041,13,True,joint_safe,3448.271414691047,113.0,620.0,39.0,26.0,318,13,4,15,13,20,0,0,0.3599951999640325
3,13,4348.067207007005,334.4667082313081,0.5545321999961743,True,7,127,13,0,0,combined,720041,13,True,,,,,,,,,,,,22,0,13,0.4034669999673497
3,12,4496.811322986926,374.73427691557714,0.15956010000081733,True,7,110,12,0,0,original,720042,12,True,,,,,,,,,,,,,,,
3,12,4595.478311716311,382.9565259763592,0.195694200010621,True,7,125,12,0,0,reference,720042,12,True,joint_safe,3795.47831171631,115.0,625.0,36.0,24.0,317,12,2,10,12,,,,
3,12,4121.796259869987,343.48302165583226,0.25317009999707807,True,7,114,12,0,0,route,720042,12,True,,,,,,,,,,,,0,0,16,0.0
3,12,4595.478311716311,382.9565259763592,0.4847216999914963,True,7,125,12,0,0,belief,720042,12,True,joint_safe,3795.47831171631,115.0,625.0,36.0,24.0,317,12,2,10,12,21,0,0,0.3805621000210522
3,12,4119.71214260763,343.3093452173025,0.5612056999962078,True,7,114,12,0,0,combined,720042,12,True,,,,,,,,,,,,21,0,16,0.3932895000325516
3,12,4608.329916537063,384.0274930447552,0.1819336999906227,True,7,108,12,0,0,original,720043,12,True,,,,,,,,,,,,,,,
3,12,3592.365905637523,299.3638254697936,0.21009870000125375,True,7,108,12,0,0,reference,720043,12,True,joint_safe,2892.365905637523,100.0,540.0,36.0,24.0,296,12,1,10,12,,,,
3,12,3448.6432507272407,287.38693756060337,0.2624184000014793,True,7,116,12,0,0,route,720043,12,True,,,,,,,,,,,,0,0,17,0.0
3,12,3600.192198335599,300.0160165279666,0.48823680001078174,True,7,109,12,0,0,belief,720043,12,True,joint_safe,2895.1921983355996,100.0,545.0,36.0,24.0,308,12,1,10,12,19,0,0,0.37030799996864516
3,12,3448.209783432369,287.35081528603075,0.5240493000019342,True,7,116,12,0,0,combined,720043,12,True,,,,,,,,,,,,19,0,17,0.3612071000097785
3,11,4210.429070676741,382.76627915243097,0.14014790000510402,True,7,114,11,0,0,original,720044,11,True,,,,,,,,,,,,,,,
3,11,3801.161866341109,345.56016966737354,0.19683899999654386,True,7,122,11,0,0,reference,720044,11,True,joint_safe,3025.1618663411086,111.0,610.0,33.0,22.0,287,11,2,11,11,,,,
3,11,3801.161866341109,345.56016966737354,0.2712772000086261,True,7,122,11,0,0,route,720044,11,True,,,,,,,,,,,,0,0,16,0.0
3,11,3720.9879623619295,338.2716329419936,0.4506710999994539,True,7,121,11,0,0,belief,720044,11,True,joint_safe,2949.987962361929,111.0,605.0,33.0,22.0,275,11,2,11,11,19,0,0,0.3443436999950791
3,11,3720.9879623619295,338.2716329419936,0.5089368000044487,True,7,121,11,0,0,combined,720044,11,True,,,,,,,,,,,,19,0,16,0.34748690003470983
3,13,4929.828696121415,379.2175920093396,0.16616770000837278,True,7,121,13,0,0,original,720045,13,True,,,,,,,,,,,,,,,
3,13,4379.1108790021735,336.8546830001672,0.19186139998782892,True,7,128,13,0,0,reference,720045,13,True,joint_safe,3556.110879002174,118.0,640.0,39.0,26.0,327,13,8,23,13,,,,
3,13,4648.580835184052,357.58314116800403,0.2290668000059668,True,7,130,13,0,0,route,720045,13,True,,,,,,,,,,,,0,0,12,0.0
3,13,4345.1381789352845,334.24139837963725,0.4829941000061808,True,7,128,13,0,0,belief,720045,13,True,joint_safe,3522.1381789352845,118.0,640.0,39.0,26.0,327,13,8,23,13,20,0,0,0.38076979997276794
3,13,4588.523294318531,352.9633303321947,0.5194728999922518,True,7,130,13,0,0,combined,720045,13,True,,,,,,,,,,,,20,0,12,0.38229699996009003
3,10,4324.262272248204,432.42622722482037,0.14524209999945015,True,7,116,10,0,0,original,720046,10,True,,,,,,,,,,,,,,,
3,10,3649.1733593832923,364.91733593832924,0.16867510000884067,True,7,124,10,0,0,reference,720046,10,True,joint_safe,2865.1733593832932,114.0,620.0,30.0,20.0,253,10,5,13,9,,,,
3,10,3913.940028062382,391.39400280623823,0.23346210000454448,True,7,122,10,0,0,route,720046,10,True,,,,,,,,,,,,0,0,15,0.0
3,10,3604.7357963575396,360.47357963575394,0.40769630001159385,True,7,123,10,0,0,belief,720046,10,True,joint_safe,2825.7357963575405,114.0,615.0,30.0,20.0,241,10,5,13,9,17,0,0,0.31465530004061293
3,10,3869.5024650366295,386.9502465036629,0.4952003000071272,True,7,121,10,0,0,combined,720046,10,True,,,,,,,,,,,,18,0,15,0.34827210003277287
3,15,4422.897476915889,294.85983179439256,0.21418909999192692,True,7,98,15,0,0,original,720047,15,True,,,,,,,,,,,,,,,
3,15,3980.863735465267,265.3909156976845,0.21689080000214744,True,7,109,15,0,0,reference,720047,15,True,joint_safe,3261.863735465267,99.0,545.0,45.0,30.0,351,15,1,11,15,,,,
3,15,4678.529465626762,311.9019643751175,0.3011889000044903,True,7,113,15,0,0,route,720047,15,True,,,,,,,,,,,,0,0,15,0.0
3,15,3836.4981176060865,255.76654117373909,0.4975743000104558,True,7,108,15,0,0,belief,720047,15,True,joint_safe,3122.498117606087,99.0,540.0,45.0,30.0,339,15,1,11,15,21,0,0,0.3855210000037914
3,15,4621.167290711311,308.077819380754,0.5762611999962246,True,7,113,15,0,0,combined,720047,15,True,,,,,,,,,,,,21,0,15,0.3735331999923801
3,10,3848.197109134882,384.81971091348817,0.12327489999006502,True,7,116,10,0,0,original,720048,10,True,,,,,,,,,,,,,,,
3,10,3788.7822600931754,378.87822600931753,0.13739090001035947,True,7,127,10,0,0,reference,720048,10,True,joint_safe,2983.7822600931754,120.0,635.0,30.0,20.0,225,10,4,12,9,,,,
3,10,4014.4047071988957,401.44047071988956,0.15204859999357723,True,7,123,10,0,0,route,720048,10,True,,,,,,,,,,,,0,0,12,0.0
3,10,3737.7437661456274,373.77437661456275,0.3327827999892179,True,7,127,10,0,0,belief,720048,10,True,joint_safe,2932.7437661456274,120.0,635.0,30.0,20.0,225,10,4,12,9,14,0,0,0.2620201999816345
3,10,3956.3506089736534,395.63506089736535,0.33016279998992104,True,7,124,10,0,0,combined,720048,10,True,,,,,,,,,,,,13,0,12,0.2288877000391949
3,10,4313.031923259703,431.3031923259703,0.1585800000029849,True,7,115,10,0,0,original,720049,10,True,,,,,,,,,,,,,,,
3,10,3648.1552109971376,364.81552109971375,0.15356760000577196,True,7,122,10,0,0,reference,720049,10,True,joint_safe,2875.1552109971385,113.0,610.0,30.0,20.0,240,10,7,21,9,,,,
3,10,3315.115376414156,331.5115376414156,0.22143689999938942,True,7,120,10,0,0,route,720049,10,True,,,,,,,,,,,,0,0,15,0.0
3,10,3629.8674663467996,362.98674663467995,0.37430889999086503,True,7,122,10,0,0,belief,720049,10,True,joint_safe,2856.8674663468005,113.0,610.0,30.0,20.0,240,10,7,21,9,15,0,0,0.2896527999837417
3,10,3315.115376414156,331.5115376414156,0.4468730000080541,True,7,120,10,0,0,combined,720049,10,True,,,,,,,,,,,,16,0,15,0.30253369999991264
3,14,5022.438641162665,358.7456172259046,0.1923739000048954,True,7,120,14,0,0,original,720050,14,True,,,,,,,,,,,,,,,
3,14,4097.447656524025,292.67483260885894,0.23018480000609998,True,7,129,14,0,0,reference,720050,14,True,joint_safe,3263.4476565240243,119.0,645.0,42.0,28.0,362,14,8,18,14,,,,
3,14,4121.118644375346,294.3656174553818,0.28453319999971427,True,7,130,14,0,0,route,720050,14,True,,,,,,,,,,,,0,0,13,0.0
3,14,4030.6367752573124,287.90262680409376,0.4832392999960575,True,7,126,14,0,0,belief,720050,14,True,joint_safe,3211.6367752573115,119.0,630.0,42.0,28.0,317,14,8,18,14,19,0,0,0.3682042999716941
3,14,4101.363929101147,292.9545663643676,0.5327432000049157,True,7,127,14,0,0,combined,720050,14,True,,,,,,,,,,,,20,0,13,0.374509799934458
3,14,4500.676924705507,321.4769231932505,0.22098660000483505,True,7,97,14,0,0,original,720051,14,True,,,,,,,,,,,,,,,
3,14,4367.134407428961,311.9381719592115,0.2240371999941999,True,7,111,14,0,0,reference,720051,14,True,joint_safe,3642.1344074289605,100.0,555.0,42.0,28.0,351,14,2,18,13,,,,
3,14,4100.2858255480805,292.87755896772006,0.3277178999996977,True,7,107,14,0,0,route,720051,14,True,,,,,,,,,,,,0,0,18,0.0
3,14,4226.759308902299,301.9113792073071,0.5323169000039343,True,7,119,14,0,0,belief,720051,14,True,joint_safe,3453.7593089022985,108.0,595.0,42.0,28.0,361,14,7,26,14,22,0,0,0.41108429997984786
3,14,3996.145949084097,285.4389963631498,0.6101663000008557,True,7,106,14,0,0,combined,720051,14,True,,,,,,,,,,,,21,0,18,0.39119290000235196
3,14,4819.61553966288,344.25825283306284,0.21600720001151785,True,7,95,14,0,0,original,720052,14,True,,,,,,,,,,,,,,,
3,14,4260.673406455308,304.3338147468077,0.21756979999190662,True,7,110,14,0,0,reference,720052,14,True,joint_safe,3541.6734064553084,99.0,550.0,42.0,28.0,363,14,5,21,13,,,,
3,14,4220.6230332728765,301.47307380520544,0.3500940000085393,True,7,109,14,0,0,route,720052,14,True,,,,,,,,,,,,0,0,15,0.0
3,14,4260.673406455308,304.3338147468077,0.5192465000000084,True,7,110,14,0,0,belief,720052,14,True,joint_safe,3541.6734064553084,99.0,550.0,42.0,28.0,363,14,5,21,13,22,0,0,0.40443120000418276
3,14,4179.608700933343,298.54347863809596,0.6259070999949472,True,7,109,14,0,0,combined,720052,14,True,,,,,,,,,,,,20,0,15,0.3710319999809144
3,11,4154.878577219184,377.7162342926531,0.12082549999468029,True,7,116,11,0,0,original,720053,11,True,,,,,,,,,,,,,,,
3,11,3840.860205806703,349.1691096187912,0.181992400001036,True,7,128,11,0,0,reference,720053,11,True,joint_safe,3026.860205806704,119.0,640.0,33.0,22.0,270,11,4,7,10,,,,
3,11,3840.860205806703,349.1691096187912,0.17045910000160802,True,7,128,11,0,0,route,720053,11,True,,,,,,,,,,,,0,0,14,0.0
3,11,3833.0699529647814,348.4609048149801,0.4452486999944085,True,7,129,11,0,0,belief,720053,11,True,joint_safe,3014.0699529647823,119.0,645.0,33.0,22.0,282,11,4,7,10,19,0,0,0.3541207000380382
3,11,3833.0699529647814,348.4609048149801,0.45234079999499954,True,7,129,11,0,0,combined,720053,11,True,,,,,,,,,,,,19,0,14,0.3569193000002997
3,10,4118.077446264355,411.80774462643546,0.13016989998868667,True,7,118,10,0,0,original,720054,10,True,,,,,,,,,,,,,,,
3,10,4391.161055209929,439.1161055209929,0.17180799999914598,True,7,125,10,0,0,reference,720054,10,True,joint_safe,3601.1610552099282,115.0,625.0,30.0,20.0,292,10,2,12,10,,,,
3,10,3855.0289730034333,385.5028973003433,0.17782910000823904,True,7,126,10,0,0,route,720054,10,True,,,,,,,,,,,,0,0,13,0.0
3,10,4354.058096403662,435.40580964036616,0.4208340000041062,True,7,124,10,0,0,belief,720054,10,True,joint_safe,3569.058096403661,115.0,620.0,30.0,20.0,280,10,2,12,10,18,0,0,0.33667149998655077
3,10,3824.823637461729,382.4823637461729,0.38373059999139514,True,7,126,10,0,0,combined,720054,10,True,,,,,,,,,,,,14,0,13,0.27837949999957345
3,15,5095.251371292453,339.6834247528302,0.2069327999925008,True,7,113,15,0,0,original,720055,15,True,,,,,,,,,,,,,,,
3,15,4544.380329468751,302.9586886312501,0.26900190000014845,True,7,122,15,0,0,reference,720055,15,True,joint_safe,3753.380329468751,106.0,610.0,45.0,30.0,432,15,5,19,14,,,,
3,15,4368.453307704476,291.23022051363176,0.37728000000061,True,7,121,15,0,0,route,720055,15,True,,,,,,,,,,,,0,0,16,0.0
3,15,4419.173258791848,294.6115505861232,0.6741515000030631,True,7,123,15,0,0,belief,720055,15,True,joint_safe,3623.1732587918477,106.0,615.0,45.0,30.0,444,15,5,19,14,29,0,0,0.5364499000279466
3,15,4435.97098956645,295.73139930443,0.7575125000003027,True,7,122,15,0,0,combined,720055,15,True,,,,,,,,,,,,28,0,16,0.5304334999527782
3,13,5010.402013305691,385.41553948505316,0.21715199999744073,True,7,107,13,0,0,original,720056,13,True,,,,,,,,,,,,,,,
3,13,4507.398494026578,346.72296107896756,0.2342003000085242,True,7,120,13,0,0,reference,720056,13,True,joint_safe,3733.3984940265777,109.0,600.0,39.0,26.0,351,13,6,22,13,,,,
3,13,4160.14413870753,320.01108759288695,0.28820540000742767,True,7,115,13,0,0,route,720056,13,True,,,,,,,,,,,,0,0,17,0.0
3,13,4509.448819376273,346.88067841355945,0.5599324000068009,True,7,122,13,0,0,belief,720056,13,True,joint_safe,3725.448819376273,109.0,610.0,39.0,26.0,375,13,6,22,13,24,0,0,0.4329890999943018
3,13,4126.591821947402,317.4301401498002,0.6158668999996735,True,7,116,13,0,0,combined,720056,13,True,,,,,,,,,,,,23,0,17,0.41405270002724137
3,13,4323.489917129703,332.5761474715156,0.14968729999964125,True,7,110,13,0,0,original,720057,13,True,,,,,,,,,,,,,,,
3,13,4582.019759820482,352.4630584477294,0.1749242000078084,True,7,127,13,0,0,reference,720057,13,True,joint_safe,3763.0197598204813,119.0,635.0,39.0,26.0,303,13,5,9,11,,,,
3,13,3701.5236747957065,284.7325903689005,0.21418640000047162,True,7,114,13,0,0,route,720057,13,True,,,,,,,,,,,,0,0,17,0.0
3,13,4409.358705523822,339.18143888644784,0.4222901000030106,True,7,127,13,0,0,belief,720057,13,True,joint_safe,3590.3587055238213,119.0,635.0,39.0,26.0,303,13,5,9,13,19,0,0,0.3285555000184104
3,13,3575.395301380207,275.0304077984775,0.46934820000024047,True,7,113,13,0,0,combined,720057,13,True,,,,,,,,,,,,20,0,17,0.35043880001467187
3,16,4961.25554875954,310.07847179747125,0.24026059999596328,True,6,98,16,0,0,original,720058,16,True,,,,,,,,,,,,,,,
3,16,4418.389995939459,276.1493747462162,0.28706160000001546,True,7,115,16,0,0,reference,720058,16,True,joint_safe,3662.3899959394594,101.0,575.0,48.0,32.0,411,16,8,23,14,,,,
3,16,4018.4451824448074,251.15282390280046,0.349108399997931,True,7,115,16,0,0,route,720058,16,True,,,,,,,,,,,,0,0,17,0.0
3,16,4362.385946888634,272.6491216805396,0.6620456999953603,True,7,116,16,0,0,belief,720058,16,True,joint_safe,3601.3859468886344,101.0,580.0,48.0,32.0,423,16,8,23,14,27,0,0,0.5154877000168199
3,16,3931.8018065964666,245.73761291227916,0.7009584000043105,True,7,114,16,0,0,combined,720058,16,True,,,,,,,,,,,,25,0,17,0.4808379000169225
3,11,4360.018186649578,396.36528969541615,0.16882590000750497,True,7,108,11,0,0,original,720059,11,True,,,,,,,,,,,,,,,
3,11,3688.879696707483,335.35269970068026,0.162532000002102,True,7,120,11,0,0,reference,720059,11,True,joint_safe,2919.879696707483,114.0,600.0,33.0,22.0,239,11,5,15,11,,,,
3,11,3909.5384048293563,355.4125822572142,0.27969609999854583,True,7,122,11,0,0,route,720059,11,True,,,,,,,,,,,,0,0,12,0.0
3,11,3643.8154124979496,331.2559465907227,0.3879559000051813,True,7,121,11,0,0,belief,720059,11,True,joint_safe,2869.8154124979505,114.0,605.0,33.0,22.0,251,11,5,15,11,16,0,0,0.29209829997853376
3,11,3866.3237014924234,351.4839728629476,0.6072846000024583,True,7,123,11,0,0,combined,720059,11,True,,,,,,,,,,,,21,0,12,0.38865370000712574
