absence_skipped_measurements,arm,candidate_evaluations,channels_certified_absent,clear,cleared,complete,coverage_sites_cancelled,deferred_targets,discovery_closed,discovery_closed_by_absence,failed_clear,fallback,forced_targets,laser_s,max_step_time_error_s,mean_time_s,measure,measure_s,move_s,normal_exit,opportunistic_measures,optical_s,paired_total_sources,paper_measurements_selected,problem,program_time_s,reschedule_bursts,reschedule_fallbacks,reschedule_steps,rescheduled_targets,route_replans,safe_clear_points,seed,skipped_known_measurements,small_region_probes,small_region_successes,stations_visited,switch_s,virtual_time_s,wall_s
0,step1,27,0,15,10,True,0,10,0,0,5,1,0,20.0,0.0,706.2867247697945,401,2005.0,4615.867247697947,True,0,45.0,10,0,4,0.2922184000053676,5,1,14,7,42,5,1910045,12,4,4,25,377.0,7062.8672476979455,0.3089449999970384
0,step2,27,0,15,10,True,0,10,0,0,5,1,0,20.0,0.0,706.2867247697945,401,2005.0,4615.867247697947,True,0,45.0,10,0,4,0.2992158999986714,1,1,14,8,43,5,1910045,12,4,4,25,377.0,7062.8672476979455,0.3162504999927478
0,step1,0,0,15,15,True,0,15,0,0,0,0,0,30.0,0.0,407.9904706815853,271,1355.0,4436.857060223779,True,0,45.0,15,0,4,0.14881239998794626,3,0,10,5,44,5,1910046,70,10,10,25,253.0,6119.85706022378,0.16602840000996366
0,step2,0,0,15,15,True,0,15,0,0,0,0,0,30.0,0.0,407.9904706815853,271,1355.0,4436.857060223779,True,0,45.0,15,0,4,0.14662840000528377,0,0,10,5,44,5,1910046,70,10,10,25,253.0,6119.85706022378,0.164909400002216
0,step1,38,0,14,11,True,0,11,0,0,3,0,0,22.0,9.094947017729282e-13,593.496791665431,349,1745.0,4391.4647083197415,True,0,42.0,11,0,4,0.16715510000358336,6,0,16,6,42,6,1910047,41,8,5,25,328.0,6528.4647083197415,0.18505819998972584
0,step2,38,0,14,11,True,0,11,0,0,3,0,0,22.0,9.094947017729282e-13,593.496791665431,349,1745.0,4391.4647083197415,True,0,42.0,11,0,4,0.16951519998838194,3,0,16,9,45,6,1910047,41,8,5,25,328.0,6528.4647083197415,0.1866186999977799
0,step1,38,0,15,13,True,0,13,0,0,2,0,0,26.0,0.0,448.24325034859976,266,1330.0,4184.162254531797,True,0,45.0,13,0,4,0.17394190000777598,9,0,21,10,48,9,1910048,37,6,4,25,242.0,5827.162254531797,0.19196919999376405
0,step2,38,0,15,13,True,0,13,0,0,2,0,0,26.0,0.0,447.9708437237807,267,1335.0,4173.620968409149,True,0,45.0,13,0,4,0.18463610000617336,2,0,22,12,50,9,1910048,38,6,4,25,244.0,5823.620968409149,0.2023211000050651
0,step1,13,0,13,11,True,0,11,0,0,2,0,0,22.0,0.0,540.4865366917128,330,1650.0,3927.3519036088423,True,0,39.0,11,0,4,0.13607049999700394,3,0,11,4,40,6,1910049,41,7,5,25,307.0,5945.351903608841,0.15394439999363385
0,step2,13,0,13,11,True,0,11,0,0,2,0,0,22.0,0.0,540.4865366917128,330,1650.0,3927.3519036088423,True,0,39.0,11,0,4,0.13810209999792278,1,0,11,5,41,6,1910049,41,7,5,25,307.0,5945.351903608841,0.15805600000021514
0,step1,66,0,15,14,True,0,14,0,0,1,0,0,28.0,0.0,431.7153204568662,280,1400.0,4313.014486396128,True,0,45.0,14,0,4,0.21550079999724403,7,0,20,7,46,9,1910050,24,6,5,25,258.0,6044.014486396127,0.23323149999487214
0,step2,65,0,16,14,True,0,14,0,0,2,0,0,28.0,0.0,432.87219479536594,280,1400.0,4326.210727135124,True,0,48.0,14,0,4,0.21725489999516867,3,0,20,10,49,9,1910050,24,7,5,25,258.0,6060.210727135123,0.2343503000010969
0,step1,41,0,17,16,True,3,16,1,0,1,0,0,32.0,1.1368683772161603e-13,332.999804931092,208,1040.0,4013.996878897471,True,0,51.0,16,0,4,0.22009350000007544,4,0,15,8,44,5,1910051,70,12,11,22,191.0,5327.996878897472,0.23728049999044742
0,step2,41,0,17,16,True,3,16,1,0,1,0,0,32.0,1.1368683772161603e-13,332.999804931092,208,1040.0,4013.996878897471,True,0,51.0,16,0,4,0.22345630000927486,1,0,15,9,45,5,1910051,70,12,11,22,191.0,5327.996878897472,0.2407459999958519
0,step1,104,0,13,13,True,0,13,0,0,0,0,0,26.0,0.0,517.122947252993,348,1740.0,4595.598314288908,True,0,39.0,13,1,4,0.2550634000072023,10,0,26,10,48,11,1910052,29,2,2,25,322.0,6722.598314288909,0.2723016999952961
0,step2,101,0,13,13,True,0,13,0,0,0,0,0,26.0,0.0,515.8569169567168,347,1735.0,4584.139920437317,True,0,39.0,13,0,4,0.24646429999847896,2,0,24,13,51,10,1910052,29,3,3,25,322.0,6706.139920437318,0.2637988999922527
0,step1,28,0,14,14,True,0,14,0,0,0,0,0,28.0,0.0,449.50143501758004,278,1390.0,4585.020090246121,True,0,42.0,14,0,4,0.18613919999916106,3,0,12,5,44,4,1910053,79,10,10,25,248.0,6293.02009024612,0.2034436999965692
0,step2,28,0,14,14,True,0,14,0,0,0,0,0,28.0,0.0,449.50143501758004,278,1390.0,4585.020090246121,True,0,42.0,14,0,4,0.18764639999426436,1,0,12,6,45,4,1910053,79,10,10,25,248.0,6293.02009024612,0.20442409999668598
0,step1,54,0,21,11,True,0,11,0,0,10,1,0,22.0,0.0,587.1885381464267,329,1645.0,4422.0739196106915,True,0,63.0,11,0,4,0.31730480000260286,3,1,11,5,41,3,1910054,43,8,7,25,307.0,6459.073919610693,0.3356698999996297
0,step2,54,0,21,11,True,0,11,0,0,10,1,0,22.0,0.0,587.1885381464267,329,1645.0,4422.0739196106915,True,0,63.0,11,0,4,0.3331657000089763,2,1,11,7,43,3,1910054,43,8,7,25,307.0,6459.073919610693,0.35150879999855533
0,step1,50,0,13,13,True,0,13,0,0,0,0,0,26.0,0.0,485.2696609714643,286,1430.0,4553.505592629035,True,0,39.0,13,0,4,0.1887393999932101,5,0,15,7,45,6,1910055,44,7,7,25,260.0,6308.505592629036,0.2063305999909062
0,step2,50,0,13,13,True,0,13,0,0,0,0,0,26.0,0.0,485.2696609714643,286,1430.0,4553.505592629035,True,0,39.0,13,0,4,0.19474789999367204,1,0,15,8,46,6,1910055,44,7,7,25,260.0,6308.505592629036,0.21246559999417514
0,step1,41,0,11,11,True,0,11,0,0,0,0,0,22.0,0.0,579.0286555536451,340,1700.0,4308.315211090096,True,0,33.0,11,0,4,0.17186769998806994,4,0,14,5,41,4,1910056,43,7,7,25,306.0,6369.3152110900955,0.18955670000286773
0,step2,41,0,11,11,True,0,11,0,0,0,0,0,22.0,0.0,578.0072184396588,340,1700.0,4297.079402836248,True,0,33.0,11,0,4,0.17419649999646936,4,0,14,9,45,4,1910056,44,7,7,25,306.0,6358.079402836247,0.19142200000351295
0,step1,26,0,63,11,True,0,11,0,0,52,2,0,22.0,0.0,647.1692342319736,352,1760.0,4820.8615765517,True,0,189.0,11,0,4,0.4395836000039708,3,2,11,5,41,3,1910057,27,6,6,25,327.0,7118.86157655171,0.4569486999971559
0,step2,26,0,63,11,True,0,11,0,0,52,2,0,22.0,0.0,647.1692342319736,352,1760.0,4820.8615765517,True,0,189.0,11,0,4,0.42896039999322966,1,2,11,6,42,3,1910057,27,6,6,25,327.0,7118.86157655171,0.44688470000983216
0,step1,14,0,16,16,True,2,16,1,0,0,0,0,32.0,0.0,380.0048633262504,288,1440.0,4295.077813220006,True,0,48.0,16,0,4,0.14808179999818094,2,0,10,5,42,4,1910058,58,12,12,23,265.0,6080.077813220007,0.1650655999983428
0,step2,14,0,16,16,True,2,16,1,0,0,0,0,32.0,0.0,380.0048633262504,288,1440.0,4295.077813220006,True,0,48.0,16,0,4,0.15018670000426937,1,0,10,6,43,4,1910058,58,12,12,23,265.0,6080.077813220007,0.16868509999767412
0,step1,13,0,13,12,True,0,12,0,0,1,0,0,24.0,4.547473508864641e-13,493.64217577076147,266,1330.0,4288.7061092491385,True,0,39.0,12,0,4,0.14270559999567922,1,0,5,4,41,1,1910059,108,12,11,25,242.0,5923.706109249138,0.15998180001042783
0,step2,13,0,13,12,True,0,12,0,0,1,0,0,24.0,4.547473508864641e-13,493.64217577076147,266,1330.0,4288.7061092491385,True,0,39.0,12,0,4,0.1490505999972811,0,0,5,4,41,1,1910059,108,12,11,25,242.0,5923.706109249138,0.16763920000812504
